,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
302,ZXRPG.ZX,,,,,,South Africa,
303,BUACEMENT.LG,,,,,,Nigeria,
304,MTNZFJ.J,,,,,,South Africa,
305,SNO.NM,,,,,,South Africa,
306,FRBP01p.J^K22,,,,,,South Africa,
307,SEMA.MZ,,,,,,Mauritius,
308,ANE.NM,,,,,,Namibia,
309,JATU.TZ,,,,,,Tanzania,
310,SSUJ.J,,,,,,South Africa,
311,ACES.MZ,,,,,,Mauritius,
312,ORGT.CI,,,,,,Togo,
313,REGI.MZ,,,,,,Mauritius,
314,ENLG.MZ,,,,,,,
315,ICON.MV,,,,,,Malawi,
316,LAVA.MZ,,,,,,,
317,ACCESS.BT,,,,,,Nigeria,
318,MTHJ.J,,,,,,South Africa,
319,EHZL.ZI,,,,,,Zimbabwe,
320,MCGJ.J,,,,,,South Africa,
321,SCIL.BT,,,,,,Botswana,
322,NICO.TZ,,,,,,Tanzania,
323,EXPJ.J,,,,,,South Africa,
324,DGHJ.J,,,,,,South Africa,
325,TICL.TZ,,,,,,Tanzania,
326,KLOS.MZ,,,,,,Mauritius,
327,TSAH.MZ,,,,,,Mauritius,
328,ABL.GH,0.0,1998-11-28T00:00:00Z,5454756,301,5043415975,Belgium,
329,ABL.GH,0.0,1998-11-28T00:00:00Z,5454756,301,5043415975,,
330,ABOSELA.LG,,,,,,Nigeria,
331,ABPLAST.LG,,,,,,Nigeria,
332,ABSPp.J,,,,,,South Africa,
333,ACADEMY.LG,,,,,,Nigeria,
334,ACLJ.J,37.65,1999-09-30T00:00:00Z,2676461,301,5000854298,Luxembourg,Growth
335,ACLJ.J,12.72,1999-09-30T00:00:00Z,2657747,114,5001449709,,Emerg. Mkts.
336,ACLJ.J,10.8,1999-09-30T00:00:00Z,2637186,301,4297902883,,Core Value
337,ACLJ.J,0.4275,1999-12-31T00:00:00Z,2006918,113,5001218765,,Emerg. Mkts.
338,ACLJ.J,0.36,1999-09-30T00:00:00Z,2500375,302,,,Growth
339,ACLJ.J,0.24,1999-12-31T00:00:00Z,2782850,113,,,Specialty
340,ACLJ.J,0.22,1999-12-31T00:00:00Z,2003614,113,,,Growth
341,ACLJ.J,0.18,1999-12-31T00:00:00Z,2005211,113,,,Emerg. Mkts.
342,ACLJ.J,0.154,1999-12-31T00:00:00Z,2004197,113,4296293277,,Emerg. Mkts.
343,ACLJ.J,0.1,1999-12-31T00:00:00Z,2005054,107,,,Emerg. Mkts.
344,ACLJ.J,0.1,1999-12-31T00:00:00Z,2002484,107,5000152801,,Growth
345,ACLJ.J,0.0043,1999-12-31T00:00:00Z,2006038,113,,,Emerg. Mkts.
346,ACLJ.J,0.0013,1999-12-31T00:00:00Z,2782849,107,,,Index
347,ACLJ.J,0.0,1999-12-31T00:00:00Z,2784485,107,,,Emerg. Mkts.
348,ACLJ.J,0.0,1998-12-31T00:00:00Z,2783224,107,,,GARP
349,ACLJ.J,0.0,1999-03-31T00:00:00Z,2005218,110,4298409344,,Emerg. Mkts.
350,ACLJ.J,0.0,1998-06-30T00:00:00Z,2003974,107,5000001140,,Sector Specific
351,ACLJ.J,0.0,1998-12-31T00:00:00Z,2002868,107,,,Emerg. Mkts.
352,ACLJ.J,0.0,1998-12-31T00:00:00Z,2002823,107,5000052202,,Emerg. Mkts.
353,ACLJ.J,37.56,1998-06-30T00:00:00Z,2676461,107,5000854298,,Specialty
354,ACLJ.J,0.21,1998-12-31T00:00:00Z,2784485,107,,,GARP
355,ACLJ.J,0.1526,1998-12-31T00:00:00Z,2004197,107,4296293277,,Specialty
356,ACLJ.J,0.12,1998-12-31T00:00:00Z,2002484,107,5000152801,,Index
357,ACLJ.J,0.0022,1998-12-31T00:00:00Z,2005054,107,,,Specialty
358,ACLJ.J,0.001,1998-12-31T00:00:00Z,2005218,107,4298409344,,Specialty
359,ACLJ.J,0.0004,1998-12-31T00:00:00Z,2006038,107,,,Emerg. Mkts.
360,ACLJ.J,0.0003,1998-06-30T00:00:00Z,2005211,113,,,Growth
361,ACLJ.J,0.0,1998-12-31T00:00:00Z,2783224,107,,,Growth
362,ACLJ.J,0.0,1998-06-30T00:00:00Z,2003974,110,5000001140,,Emerg. Mkts.
363,ACLJ.J,0.0,1998-12-31T00:00:00Z,2002868,101,,,Emerg. Mkts.
364,ACLJ.J,0.0,1998-12-31T00:00:00Z,2002823,113,5000052202,,Core Value
365,ACLJ.J,,,2782850,107,,,Emerg. Mkts.
366,ACLJ.J,,,2782849,107,,,Emerg. Mkts.
367,ACLJ.J,,,2657747,113,,,Core Growth
368,ACLJ.J,,,2637186,113,,,Emerg. Mkts.
369,ACLJ.J,,,2500375,107,,,Emerg. Mkts.
370,ACLJ.J,,,2006918,107,,,Core Value
371,ACLJ.J,,,2003614,107,,,Emerg. Mkts.
372,ACLJ.J,,,,107,,,Hedge Fund
373,ACLJ.J,,,,113,,,Specialty
374,ACLJ.J,,,,107,,,GARP
375,ACLJ.J,,,,107,,,Specialty
376,ACLJ.J,,,,107,,,Emerg. Mkts.
377,ACLJ.J,,,,113,,,Core Value
378,ACLJ.J,,,,107,,,Emerg. Mkts.
379,ACLJ.J,,,,107,,,Hedge Fund
380,ACLJ.J,,,,113,,,Emerg. Mkts.
381,ACLJ.J,,,,107,,,Emerg. Mkts.
382,ACLJ.J,,,,107,,,Emerg. Mkts.
383,ACLJ.J,,,,113,,,Emerg. Mkts.
384,ACLJ.J,,,,113,,,Specialty
385,ACLJ.J,,,,113,,,Specialty
386,ACLJ.J,,,,113,,,
387,ACLJ.J,,,,107,,,Emerg. Mkts.
388,ACLJ.J,,,,107,,,Index
389,ACLJ.J,,,,,,,Emerg. Mkts.
390,ACLJ.J,,,,,,,International
391,ACLJ.J,,,,,,,Emerg. Mkts.
392,ACLJ.J,,,,,,,Sector Specific
393,ACLJ.J,,,,301,,,Index
394,ACLJ.J,,,,113,,,Emerg. Mkts.
395,ACLJ.J,,,,113,,,Growth
396,ACLJ.J,,,,107,,,Emerg. Mkts.
397,ACLJ.J,,,,113,,,Index
398,ACLJ.J,,,,107,,,Growth
399,ACLJ.J,,,,107,,,Emerg. Mkts.
400,ACLJ.J,,,,107,,,Core Value
401,ACLJ.J,,,,113,,,Growth
402,ACLJ.J,,,,107,,,Core Growth
403,ACLJ.J,,,,107,,,Growth
404,ACLJ.J,,,,110,,,GARP
405,ACLJ.J,,,,107,,,Specialty
406,ACLJ.J,,,,113,,,Emerg. Mkts.
407,ACLJ.J,,,,107,,,Emerg. Mkts.
408,ACLJ.J,,,,113,,,Index
409,ACLJ.J,,,,113,,,Index
410,ACLJ.J,,,,107,,,Emerg. Mkts.
411,ACLJ.J,,,,107,,,Core Growth
412,ACLJ.J,,,,113,,,Growth
413,ACLJ.J,,,,107,,,GARP
414,ACLJ.J,,,,107,,,Core Growth
415,ACLJ.J,,,,107,,,Emerg. Mkts.
416,ACLJ.J,,,,107,,,Core Value
417,ACLJ.J,,,,107,,,Emerg. Mkts.
418,ACLJ.J,,,,107,,,Core Value
419,ACLJ.J,,,,113,,,
420,ACLJ.J,,,,113,,,
421,ACLJ.J,,,,113,,,
422,ACLJ.J,,,,113,,,
423,ACLJ.J,,,,113,,,
424,ACLJ.J,,,,107,,,
425,ACLJ.J,,,,113,,,
426,ACLJ.J,,,,107,,,
427,ACLJ.J,,,,107,,,
428,ACLJ.J,,,,,,,Emerg. Mkts.
429,ACLJ.J,,,,,,,Growth
430,ACLJ.J,,,,,,,Growth
431,ACLJ.J,,,,,,,Core Value
432,ACLJ.J,,,,,,,Emerg. Mkts.
433,ACLJ.J,,,,,,,Growth
434,ACLJ.J,,,,,,,Core Value
435,ACLJ.J,,,,,,,GARP
436,ACLJ.J,,,,,,,Specialty
437,ACLJ.J,,,,,,,Specialty
438,ACLJ.J,,,,,,,Specialty
439,ACLJ.J,,,,,,,Specialty
440,ACLJ.J,,,,,,,Emerg. Mkts.
441,ACLJ.J,,,,,,,Emerg. Mkts.
442,ACLJ.J,,,,,,,Emerg. Mkts.
443,ACLJ.J,,,,,,,Emerg. Mkts.
444,ACLJ.J,,,,,,,Emerg. Mkts.
445,ACLJ.J,,,,,,,Emerg. Mkts.
446,ACLJ.J,,,,,,,
447,ACLJ.J,,,,,,,Emerg. Mkts.
448,ACLJ.J,,,,,,,Growth
449,ACLJ.J,,,,,,,Emerg. Mkts.
450,ACLJ.J,,,,,,,Emerg. Mkts.
451,ACLJ.J,,,,,,,GARP
452,ACLJ.J,,,,,,,Core Value
453,ACLJ.J,,,,,,,Emerg. Mkts.
454,ACLJ.J,,,,,,,Emerg. Mkts.
455,ACLJ.J,,,,,,,GARP
456,ACLJ.J,,,,,,,Emerg. Mkts.
457,ACLJ.J,,,,,,,Emerg. Mkts.
458,ACLJ.J,,,,,,,Hedge Fund
459,ACLJ.J,,,,,,,Growth
460,ACLJ.J,,,,,,,Emerg. Mkts.
461,ACLJ.J,,,,,,,Core Growth
462,ACLJ.J,,,,,,,Core Value
463,ACLJ.J,,,,,,,Emerg. Mkts.
464,ACLJ.J,,,,,,,Hedge Fund
465,ACLJ.J,,,,,,,Emerg. Mkts.
466,ACLJ.J,,,,,,,Emerg. Mkts.
467,ACLJ.J,,,,,,,Emerg. Mkts.
468,ACLJ.J,,,,,,,Index
469,ACLJ.J,,,,,,,Index
470,ACLJ.J,,,,,,,Core Growth
471,ACLJ.J,,,,,,,Core Growth
472,ACLJ.J,,,,,,,GARP
473,ACLJ.J,,,,,,,
474,ACLJ.J,,,,,,,Index
475,ACLJ.J,,,,,,,Emerg. Mkts.
476,ACLJ.J,,,,,,,Specialty
477,ACLJ.J,,,,,,,Emerg. Mkts.
478,ACLJ.J,,,,,,,Index
479,ACLJ.J,,,,,,,Index
480,ACLJ.J,,,,,,,Growth
481,ACLJ.J,,,,,,,Core Growth
482,ACLJ.J,,,,,,,Growth
483,ACLJ.J,,,,,,,Emerg. Mkts.
484,ACLJ.J,,,,,,,Specialty
485,ACLJ.J,,,,,,,Specialty
486,ACLJ.J,,,,,,,Emerg. Mkts.
487,ACLJ.J,,,,,,,Emerg. Mkts.
488,ACLJ.J,,,,,,,Core Growth
489,ACLJ.J,,,,,,,Growth
490,ACLJ.J,,,,,,,Growth
491,ACLJ.J,,,,,,,Emerg. Mkts.
492,ACLJ.J,,,,,,,Index
493,ACLJ.J,,,,,,,Emerg. Mkts.
494,ACLJ.J,,,,,,,Emerg. Mkts.
495,ACLJ.J,,,,,,,Core Growth
496,ACLJ.J,,,,,,,Emerg. Mkts.
497,ACLJ.J,,,,,,,Core Value
498,ACLJ.J,,,,,,,Emerg. Mkts.
499,ACLJ.J,,,,,,,Core Value
500,ACLJ.J,,,,,,,
501,ACLJ.J,,,,,,,
502,ACLJ.J,,,,,,,
503,ACLJ.J,,,,,,,
504,ACLJ.J,,,,,,,
505,ACLJ.J,,,,,,,
506,ACLJ.J,,,,,,,
507,ACLJ.J,,,,,,,
508,ACLJ.J,,,,,,,
509,ACLJ.J,,,,,,,
510,ACLJ.J,,,,,,,
511,ACLJ.J,,,,,,,
512,ACLJ.J,,,,,,,
513,ACLJ.J,,,,,,,
514,ACLJ.J,,,,,,,
515,ACLJ.J,,,,,,,
516,ACLJ.J,,,,,,,
517,ACLJ.J,,,,,,,
518,ACLJ.J,,,,,,,
519,ACLJ.J,,,,,,,
520,ACLJ.J,,,,,,,
521,ACLJ.J,,,,,,,
522,ACTJ.J,5.3685,1999-08-31T00:00:00Z,2659928,301,,South Africa,
523,ACTJ.J,0.7988,1999-08-31T00:00:00Z,2991511,301,5043419846,,
524,ACTJ.J,0.765,1999-08-31T00:00:00Z,2637186,301,4297902883,,
525,ACTJ.J,0.2358,1999-08-31T00:00:00Z,2676461,301,5000854298,,
526,ACTJ.J,0.1064,1999-08-31T00:00:00Z,3248738,303,,,
527,ACTJ.J,0.1064,1999-08-31T00:00:00Z,2663421,301,5055409332,,
528,ACTJ.J,0.0851,1999-08-31T00:00:00Z,3218293,303,,,
529,ACTJ.J,5.369,1998-08-03T00:00:00Z,2659928,113,,,
530,ACTJ.J,0.346,1998-08-03T00:00:00Z,2676461,301,5000854298,,
531,ACTJ.J,0.274,1998-08-03T00:00:00Z,2991511,301,5043419846,,
532,ACTJ.J,0.106,1998-08-03T00:00:00Z,3248738,301,,,
533,ACTJ.J,,,3218293,113,,,
534,ACTJ.J,,,2663421,303,,,
535,ACTJ.J,,,2637186,,,,
536,ACTJ.J,,,,,,,
537,ACTJ.J,,,,,,,
538,ADHJ.J,10.8169,1999-12-31T00:00:00Z,2676461,301,5000854298,South Africa,Specialty
539,ADHJ.J,1.827,1999-12-31T00:00:00Z,2005211,113,,,Emerg. Mkts.
540,ADHJ.J,0.0038,1999-12-31T00:00:00Z,2006038,113,,,Growth
541,ADHJ.J,0.0,1999-03-31T00:00:00Z,2661420,302,5055413527,,Emerg. Mkts.
542,ADHJ.J,0.0,1999-12-31T00:00:00Z,2637186,107,4297902883,,
543,ADHJ.J,0.0,1999-12-31T00:00:00Z,2005218,107,4298409344,,Emerg. Mkts.
544,ADHJ.J,4.5287,1998-08-03T00:00:00Z,2676461,301,5000854298,,Emerg. Mkts.
545,ADHJ.J,2.0749,1998-08-03T00:00:00Z,2637186,301,4297902883,,
546,ADHJ.J,1.8319,1998-08-03T00:00:00Z,2661420,107,5055413527,,
547,ADHJ.J,0.0042,1998-12-31T00:00:00Z,2006038,113,,,
548,ADHJ.J,,,2005218,107,,,
549,ADHJ.J,,,2005211,113,,,
550,ADHJ.J,,,,301,,,
551,ADHJ.J,,,,301,,,
552,ADHJ.J,,,,301,,,
553,ADHJ.J,,,,107,,,
554,ADHJ.J,,,,113,,,
555,ADHJ.J,,,,107,,,
556,ADHJ.J,,,,113,,,
557,ADHJ.J,,,,,,,
558,ADHJ.J,,,,,,,
559,ADHJ.J,,,,,,,
560,ADRJ.J,21.98,1999-12-31T00:00:00Z,2676461,301,5000854298,South Africa,Growth
561,ADRJ.J,17.46,1999-12-31T00:00:00Z,2637186,113,4297902883,,Specialty
562,ADRJ.J,7.02,1999-12-31T00:00:00Z,2005217,301,,,Emerg. Mkts.
563,ADRJ.J,0.37,1999-12-31T00:00:00Z,2005211,113,,,Emerg. Mkts.
564,ADRJ.J,0.1,1999-12-31T00:00:00Z,2005218,113,4298409344,,GARP
565,ADRJ.J,0.07,1999-12-31T00:00:00Z,2785625,107,,,Core Growth
566,ADRJ.J,0.0,1999-12-31T00:00:00Z,3261821,302,,,Emerg. Mkts.
567,ADRJ.J,0.0,1999-08-31T00:00:00Z,2994974,201,4295888762,,
