,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
625,ADHJ.J,0.0,2002-06-30T00:00:00Z,,
626,ADHJ.J,,,,
627,ADHJ.J,,,,
628,ADHJ.J,7.1957,2001-08-31T00:00:00Z,5055419078,
629,ADHJ.J,4.2426,2001-12-31T00:00:00Z,5055414229,
630,ADHJ.J,4.0485,2001-12-31T00:00:00Z,5055412328,
631,ADHJ.J,1.3201,2001-12-30T00:00:00Z,4297902883,
632,ADHJ.J,1.0933,2001-12-30T00:00:00Z,34413407318,
633,ADHJ.J,1.0646,2001-12-31T00:00:00Z,5043375791,
634,ADHJ.J,0.9343,2001-12-31T00:00:00Z,,
635,ADHJ.J,0.679,2001-12-31T00:00:00Z,5055407743,
636,ADHJ.J,0.6228,2001-12-31T00:00:00Z,,
637,ADHJ.J,0.5441,2001-12-31T00:00:00Z,5035471517,
638,ADHJ.J,0.336,2001-12-31T00:00:00Z,5055408659,
639,ADHJ.J,0.2804,2001-12-31T00:00:00Z,,
640,ADHJ.J,0.2569,2001-12-31T00:00:00Z,,
641,ADHJ.J,0.2546,2001-12-31T00:00:00Z,34413364468,
642,ADHJ.J,0.2542,2001-12-31T00:00:00Z,4298409344,
643,ADHJ.J,0.0146,2001-12-31T00:00:00Z,,
644,ADHJ.J,0.0,2001-08-31T00:00:00Z,,
645,ADHJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
646,ADHJ.J,0.0,2001-12-31T00:00:00Z,5055410695,
647,ADHJ.J,0.0,2000-09-30T00:00:00Z,4297636693,
648,ADHJ.J,0.0,2000-03-31T00:00:00Z,,
649,ADHJ.J,,,,
650,ADHJ.J,,,,
651,ADHJ.J,,,,
652,ADHJ.J,,,,
653,ADHJ.J,,,,
654,ADHJ.J,,,,
655,ADHJ.J,,,,
656,ADHJ.J,,,,
657,ADHJ.J,,,,
658,ADHJ.J,,,,
659,ADHJ.J,,,,
660,ADHJ.J,10.9921,2000-09-30T00:00:00Z,5000854298,
661,ADHJ.J,6.7746,2000-09-30T00:00:00Z,34413364468,
662,ADHJ.J,5.6064,2000-09-30T00:00:00Z,4297902883,
663,ADHJ.J,4.0719,2000-09-30T00:00:00Z,5055412328,
664,ADHJ.J,1.5746,2000-09-30T00:00:00Z,5055419078,
665,ADHJ.J,1.0554,2000-09-30T00:00:00Z,,
666,ADHJ.J,0.9428,2000-09-30T00:00:00Z,,
667,ADHJ.J,0.6232,2000-09-30T00:00:00Z,,
668,ADHJ.J,0.0146,2000-12-31T00:00:00Z,,
669,ADHJ.J,0.0,1999-03-31T00:00:00Z,5055413527,
670,ADHJ.J,0.0,2000-09-30T00:00:00Z,4297636693,
671,ADHJ.J,0.0,2000-03-31T00:00:00Z,,
672,ADHJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
673,ADHJ.J,,,,
674,ADHJ.J,,,,
675,ADHJ.J,,,,
676,ADHJ.J,,,,
677,ADHJ.J,,,,
678,ADHJ.J,,,,
679,ADHJ.J,,,,
680,ADHJ.J,,,,
681,ADHJ.J,,,,
682,ADHJ.J,,,,
683,ADHJ.J,,,,
684,ADHJ.J,,,,
685,ADHJ.J,,,,
686,ADHJ.J,,,,
687,ADHJ.J,,,,
688,ADHJ.J,,,,
689,ADHJ.J,,,,
690,ADHJ.J,,,,
691,ADHJ.J,,,,
692,ADRJ.J,4.8,2002-12-27T00:00:00Z,5043431350,South Africa
693,ADRJ.J,3.0,2002-12-27T00:00:00Z,5055413449,
694,ADRJ.J,1.22,2002-12-27T00:00:00Z,4298459126,
695,ADRJ.J,0.83,2002-12-27T00:00:00Z,,
696,ADRJ.J,0.62,2002-12-31T00:00:00Z,4298409344,
697,ADRJ.J,0.01,2002-12-31T00:00:00Z,5000749182,
698,ADRJ.J,0.0026,2002-12-31T00:00:00Z,,
699,ADRJ.J,0.0,2002-12-29T00:00:00Z,34413349907,
700,ADRJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
701,ADRJ.J,0.0,2001-12-31T00:00:00Z,4297636693,
702,ADRJ.J,0.0,2002-09-29T00:00:00Z,5036882646,
703,ADRJ.J,0.0,2002-12-29T00:00:00Z,48471680889,
704,ADRJ.J,0.0,2001-12-31T00:00:00Z,4297902883,
705,ADRJ.J,0.0,2001-12-31T00:00:00Z,5000313307,
706,ADRJ.J,0.0,2002-12-31T00:00:00Z,5001449682,
707,ADRJ.J,0.0,2002-06-30T00:00:00Z,,
708,ADRJ.J,,,,
709,ADRJ.J,,,,
710,ADRJ.J,,,,
711,ADRJ.J,,,,
712,ADRJ.J,5.2,2001-12-31T00:00:00Z,4298459126,
713,ADRJ.J,0.62,2001-12-31T00:00:00Z,4298409344,
714,ADRJ.J,0.5,2001-12-31T00:00:00Z,,
715,ADRJ.J,0.07,2001-12-31T00:00:00Z,,
716,ADRJ.J,0.04,2001-12-31T00:00:00Z,5001449682,
717,ADRJ.J,0.0007,2001-12-31T00:00:00Z,,
718,ADRJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
719,ADRJ.J,0.0,2001-12-31T00:00:00Z,5043431350,
720,ADRJ.J,0.0,2001-12-31T00:00:00Z,4297636693,
721,ADRJ.J,0.0,2001-12-31T00:00:00Z,4297902883,
722,ADRJ.J,0.0,2001-12-31T00:00:00Z,5000313307,
723,ADRJ.J,,,,
724,ADRJ.J,,,,
725,ADRJ.J,,,,
726,ADRJ.J,,,,
727,ADRJ.J,,,,
728,ADRJ.J,,,,
729,ADRJ.J,,,,
730,ADRJ.J,,,,
731,ADRJ.J,,,,
732,ADRJ.J,26.62,2000-10-31T00:00:00Z,5000854298,
733,ADRJ.J,9.36,2000-10-31T00:00:00Z,4297902883,
734,ADRJ.J,0.4,2000-12-31T00:00:00Z,,
735,ADRJ.J,0.35,2000-12-31T00:00:00Z,,
736,ADRJ.J,0.13,2000-12-31T00:00:00Z,5000313307,
737,ADRJ.J,0.07,2000-12-31T00:00:00Z,4298409344,
738,ADRJ.J,0.0,1999-12-31T00:00:00Z,,
739,ADRJ.J,0.0,1999-08-31T00:00:00Z,4295888762,
740,ADRJ.J,0.0,1999-03-31T00:00:00Z,,
741,ADRJ.J,,,,
742,ADRJ.J,,,,
743,ADRJ.J,,,,
744,ADRJ.J,,,,
745,ADRJ.J,,,,
746,ADRJ.J,,,,
747,ADRJ.J,,,,
748,ADRJ.J,,,,
749,ADRJ.J,,,,
750,ADRJ.J,,,,
751,ADRJ.J,,,,
752,ADWJ.J,20.4,2002-12-27T00:00:00Z,5055413810,South Africa
753,ADWJ.J,10.44,2002-12-27T00:00:00Z,5055410199,
754,ADWJ.J,6.33,2002-12-27T00:00:00Z,5055410200,
755,ADWJ.J,4.07,2002-12-27T00:00:00Z,,
756,ADWJ.J,3.46,2002-12-27T00:00:00Z,,
757,ADWJ.J,2.65,2002-12-27T00:00:00Z,5055418595,
758,ADWJ.J,2.2,2002-12-27T00:00:00Z,5055408972,
759,ADWJ.J,1.76,2002-12-27T00:00:00Z,5043371853,
760,ADWJ.J,0.85,2002-12-27T00:00:00Z,,
761,ADWJ.J,0.8,2002-12-27T00:00:00Z,,
762,ADWJ.J,0.74,2002-12-27T00:00:00Z,5043345065,
763,ADWJ.J,0.63,2002-12-27T00:00:00Z,,
764,ADWJ.J,0.63,2002-12-27T00:00:00Z,,
765,ADWJ.J,0.6,2002-12-27T00:00:00Z,,
766,ADWJ.J,0.58,2002-12-27T00:00:00Z,,
767,ADWJ.J,0.55,2002-12-27T00:00:00Z,5055407990,
768,ADWJ.J,0.5,2002-12-27T00:00:00Z,5055413747,
769,ADWJ.J,0.5,2002-12-27T00:00:00Z,5055414525,
770,ADWJ.J,0.46,2002-12-27T00:00:00Z,4295888881,
771,ADWJ.J,0.46,2002-12-27T00:00:00Z,5055413503,
772,ADWJ.J,0.44,2002-12-27T00:00:00Z,34413560838,
773,ADWJ.J,0.43,2002-12-27T00:00:00Z,5055407951,
774,ADWJ.J,0.0,2002-09-29T00:00:00Z,5055413650,
775,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
776,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
777,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
778,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
779,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
780,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
781,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
782,ADWJ.J,0.0,2002-09-29T00:00:00Z,34424719321,
783,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
784,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
785,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
786,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
787,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
788,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
789,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
790,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
791,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
792,ADWJ.J,0.0,2002-09-29T00:00:00Z,,
793,ADWJ.J,0.0,2002-12-29T00:00:00Z,5055419898,
794,ADWJ.J,0.0,2001-03-31T00:00:00Z,5055374960,
795,ADWJ.J,2.23,2001-12-31T00:00:00Z,5055413650,
796,ADWJ.J,1.74,2001-12-31T00:00:00Z,,
797,ADWJ.J,1.15,2001-12-31T00:00:00Z,5055408972,
798,ADWJ.J,0.71,2001-12-31T00:00:00Z,,
799,ADWJ.J,0.44,2001-12-31T00:00:00Z,34413560838,
800,ADWJ.J,0.43,2001-12-31T00:00:00Z,,
801,ADWJ.J,0.32,2001-12-31T00:00:00Z,,
802,ADWJ.J,0.28,2001-12-31T00:00:00Z,,
803,ADWJ.J,0.28,2001-12-31T00:00:00Z,,
804,ADWJ.J,0.25,2001-12-31T00:00:00Z,5055413503,
805,ADWJ.J,0.24,2001-12-31T00:00:00Z,,
806,ADWJ.J,0.24,2001-12-31T00:00:00Z,,
807,ADWJ.J,0.2,2001-12-31T00:00:00Z,,
808,ADWJ.J,0.19,2001-12-31T00:00:00Z,,
809,ADWJ.J,0.15,2001-12-30T00:00:00Z,,
810,ADWJ.J,0.12,2001-12-31T00:00:00Z,,
811,ADWJ.J,0.12,2001-12-31T00:00:00Z,34424719321,
812,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
813,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
814,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
815,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
816,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
817,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
818,ADWJ.J,0.0,2001-12-31T00:00:00Z,,
819,ADWJ.J,0.0,2001-12-31T00:00:00Z,5055410200,
820,ADWJ.J,0.0,2001-12-31T00:00:00Z,5055410199,
821,ADWJ.J,0.0,2001-12-31T00:00:00Z,5055418595,
822,ADWJ.J,0.0,2001-03-31T00:00:00Z,5055374960,
823,ADWJ.J,0.0,2001-12-31T00:00:00Z,5043371853,
824,ADWJ.J,,,,
825,ADWJ.J,,,,
826,ADWJ.J,,,,
827,ADWJ.J,,,,
828,ADWJ.J,,,,
829,ADWJ.J,,,,
830,ADWJ.J,,,,
831,ADWJ.J,,,,
832,ADWJ.J,,,,
833,ADWJ.J,,,,
834,ADWJ.J,,,,
835,ADWJ.J,,,,
836,ADWJ.J,,,,
837,ADWJ.J,,,,
838,ADWJ.J,23.98,2000-10-31T00:00:00Z,5043371853,
839,ADWJ.J,9.39,2000-10-31T00:00:00Z,5055410199,
840,ADWJ.J,5.78,2000-10-31T00:00:00Z,5055410200,
841,ADWJ.J,2.5,2000-10-31T00:00:00Z,5055413650,
842,ADWJ.J,2.24,2000-10-31T00:00:00Z,,
843,ADWJ.J,2.22,2000-10-31T00:00:00Z,5055374960,
844,ADWJ.J,1.95,2000-10-31T00:00:00Z,,
845,ADWJ.J,,,,
846,ADWJ.J,,,,
847,ADWJ.J,,,,
848,ADWJ.J,,,,
849,ADWJ.J,,,,
850,ADWJ.J,,,,
851,ADWJ.J,,,,
852,ADWJ.J,,,,
853,ADWJ.J,,,,
854,ADWJ.J,,,,
855,ADWJ.J,,,,
856,ADWJ.J,,,,
857,ADWJ.J,,,,
858,ADWJ.J,,,,
859,ADWJ.J,,,,
860,ADWJ.J,,,,
861,ADWJ.J,,,,
862,ADWJ.J,,,,
863,ADWJ.J,,,,
864,ADWJ.J,,,,
865,ADWJ.J,,,,
866,ADWJ.J,,,,
867,ADWJ.J,,,,
868,ADWJ.J,,,,
869,ADWJ.J,,,,
870,ADWJ.J,,,,
871,ADWJ.J,,,,
872,ADWJ.J,,,,
873,ADWJ.J,,,,
874,ADWJ.J,,,,
875,ADWJ.J,,,,
876,ADWJ.J,,,,
877,ADWJ.J,,,,
878,ADWJ.J,,,,
879,ADWJ.J,,,,
880,ADWJ.J,,,,
881,AEGJ.J,18.72,2002-09-27T00:00:00Z,4297369644,South Africa
882,AEGJ.J,1.58,2002-09-27T00:00:00Z,48471681400,
883,AEGJ.J,1.13,2002-09-27T00:00:00Z,48471680889,
884,AEGJ.J,0.9484,2002-12-31T00:00:00Z,,
885,AEGJ.J,0.83,2002-09-27T00:00:00Z,4297021561,
886,AEGJ.J,0.562,2002-12-31T00:00:00Z,,
887,AEGJ.J,0.2183,2001-09-30T00:00:00Z,,
888,AEGJ.J,0.1743,2002-12-31T00:00:00Z,4298409344,
889,AEGJ.J,0.1309,2002-12-31T00:00:00Z,5001196565,
890,AEGJ.J,0.0557,2002-12-31T00:00:00Z,5001449682,
891,AEGJ.J,0.0415,2001-12-31T00:00:00Z,,
892,AEGJ.J,0.0353,2002-12-31T00:00:00Z,5001196700,
893,AEGJ.J,0.0303,2002-12-31T00:00:00Z,,
894,AEGJ.J,0.0086,2002-12-31T00:00:00Z,,
895,AEGJ.J,0.0043,2002-12-31T00:00:00Z,5000749182,
896,AEGJ.J,0.0032,2002-12-31T00:00:00Z,5000313307,
897,AEGJ.J,0.0,2002-06-30T00:00:00Z,4298312824,
898,AEGJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
899,AEGJ.J,0.0,2001-12-31T00:00:00Z,4297636693,
900,AEGJ.J,0.0,2002-09-29T00:00:00Z,,
901,AEGJ.J,0.0,2002-03-22T00:00:00Z,4297902883,
902,AEGJ.J,0.0,2002-03-31T00:00:00Z,,
903,AEGJ.J,,,,
904,AEGJ.J,,,,
905,AEGJ.J,21.1433,2001-12-31T00:00:00Z,4297902883,
906,AEGJ.J,1.1262,2001-12-31T00:00:00Z,,
907,AEGJ.J,1.1228,2001-12-31T00:00:00Z,4298312824,
908,AEGJ.J,0.5352,2001-12-31T00:00:00Z,,
909,AEGJ.J,0.2183,2001-09-30T00:00:00Z,,
910,AEGJ.J,0.1763,2001-12-31T00:00:00Z,4298409344,
911,AEGJ.J,0.0415,2001-12-31T00:00:00Z,,
912,AEGJ.J,0.0221,2001-12-31T00:00:00Z,,
913,AEGJ.J,0.0061,2001-12-31T00:00:00Z,5001449682,
914,AEGJ.J,0.0033,2001-12-31T00:00:00Z,5000313307,
915,AEGJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
916,AEGJ.J,0.0,2000-10-31T00:00:00Z,5055410695,
917,AEGJ.J,0.0,2001-12-31T00:00:00Z,48471681400,
918,AEGJ.J,0.0,2001-12-31T00:00:00Z,4297636693,
919,AEGJ.J,0.0,2000-09-30T00:00:00Z,4298459126,
920,AEGJ.J,0.0,2000-03-31T00:00:00Z,,
921,AEGJ.J,,,,
922,AEGJ.J,,,,
923,AEGJ.J,,,,
924,AEGJ.J,,,,
925,AEGJ.J,,,,
926,AEGJ.J,,,,
927,AEGJ.J,,,,
928,AEGJ.J,,,,
929,AEGJ.J,31.8,2000-10-31T00:00:00Z,5000854298,
930,AEGJ.J,17.9301,2000-10-31T00:00:00Z,4297902883,
931,AEGJ.J,2.609,2000-12-31T00:00:00Z,,
932,AEGJ.J,1.9801,2000-10-31T00:00:00Z,48471681400,
933,AEGJ.J,0.5601,2000-10-31T00:00:00Z,4297636693,
934,AEGJ.J,0.0096,2000-12-31T00:00:00Z,,
935,AEGJ.J,0.0044,2000-12-31T00:00:00Z,5000313307,
936,AEGJ.J,0.002,2000-12-31T00:00:00Z,,
937,AEGJ.J,0.0,2000-10-31T00:00:00Z,5055410695,
938,AEGJ.J,0.0,2000-09-30T00:00:00Z,4298459126,
939,AEGJ.J,0.0,2000-06-30T00:00:00Z,4298409344,
940,AEGJ.J,0.0,2000-03-31T00:00:00Z,,
941,AEGJ.J,,,,
942,AEGJ.J,,,,
943,AEGJ.J,,,,
944,AEGJ.J,,,,
945,AEGJ.J,,,,
946,AEGJ.J,,,,
947,AEGJ.J,,,,
948,AEGJ.J,,,,
949,AEGJ.J,,,,
950,AEGJ.J,,,,
951,AEGJ.J,,,,
952,AEGJ.J,,,,
953,AFEJ.J,5.59,2002-12-27T00:00:00Z,4297369644,South Africa
954,AFEJ.J,3.1003,2002-12-31T00:00:00Z,,
955,AFEJ.J,2.84,2002-12-27T00:00:00Z,5000058372,
956,AFEJ.J,1.33,2002-12-27T00:00:00Z,,
957,AFEJ.J,0.97,2002-12-27T00:00:00Z,4295888511,
958,AFEJ.J,0.7305,2002-12-31T00:00:00Z,,
959,AFEJ.J,0.5181,2002-12-31T00:00:00Z,,
960,AFEJ.J,0.1117,2002-12-31T00:00:00Z,5001196565,
961,AFEJ.J,0.0082,2002-12-31T00:00:00Z,4298409344,
962,AFEJ.J,0.0076,2002-12-31T00:00:00Z,5000749182,
963,AFEJ.J,0.0013,2002-12-31T00:00:00Z,5000313307,
964,AFEJ.J,0.0,2002-01-01T00:00:00Z,5000854298,
965,AFEJ.J,0.0,2001-06-30T00:00:00Z,4297636693,
966,AFEJ.J,0.0,2001-07-31T00:00:00Z,4296948644,
967,AFEJ.J,0.0,2001-12-31T00:00:00Z,4297902883,
968,AFEJ.J,0.0,2002-09-30T00:00:00Z,5001445949,
969,AFEJ.J,0.0,2002-06-30T00:00:00Z,4296293277,
970,AFEJ.J,0.0,2001-12-31T00:00:00Z,5000051932,
971,AFEJ.J,,,,
972,AFEJ.J,,,,
973,AFEJ.J,,,,
974,AFEJ.J,,,,
975,AFEJ.J,8.7867,2001-12-31T00:00:00Z,4295888511,
976,AFEJ.J,8.6943,2001-12-31T00:00:00Z,5000854298,
977,AFEJ.J,0.5225,2001-12-31T00:00:00Z,,
978,AFEJ.J,0.2687,2001-12-31T00:00:00Z,,
979,AFEJ.J,0.1221,2001-12-31T00:00:00Z,,
980,AFEJ.J,0.0671,2001-12-31T00:00:00Z,4298409344,
981,AFEJ.J,0.0551,2001-12-31T00:00:00Z,4296293277,
982,AFEJ.J,0.0,2001-06-30T00:00:00Z,4297636693,
983,AFEJ.J,0.0,2001-07-31T00:00:00Z,4296948644,
984,AFEJ.J,0.0,2001-12-31T00:00:00Z,4297902883,
985,AFEJ.J,0.0,2001-12-31T00:00:00Z,5000051932,
986,AFEJ.J,,,,
987,AFEJ.J,,,,
988,AFEJ.J,,,,
989,AFEJ.J,,,,
990,AFEJ.J,,,,
991,AFEJ.J,,,,
992,AFEJ.J,,,,
993,AFEJ.J,,,,
994,AFEJ.J,,,,
995,AFEJ.J,,,,
996,AFEJ.J,,,,
997,AFEJ.J,35.8554,2000-11-30T00:00:00Z,4296948644,
998,AFEJ.J,14.1696,2000-11-30T00:00:00Z,5000854298,
999,AFEJ.J,1.1932,2000-11-30T00:00:00Z,4297902883,
1000,AFEJ.J,0.9277,2000-09-30T00:00:00Z,,
1001,AFEJ.J,0.5832,2000-12-31T00:00:00Z,,
1002,AFEJ.J,0.4314,2000-11-30T00:00:00Z,4297636693,
1003,AFEJ.J,0.1509,2000-12-31T00:00:00Z,4296293277,
1004,AFEJ.J,0.0453,2000-12-31T00:00:00Z,4298409344,
1005,AFEJ.J,0.0001,1999-06-30T00:00:00Z,,
1006,AFEJ.J,0.0,1999-08-31T00:00:00Z,4295896494,
1007,AFEJ.J,0.0,1999-03-31T00:00:00Z,,
1008,AFEJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
1009,AFEJ.J,,,,
1010,AFEJ.J,,,,
1011,AFEJ.J,,,,
1012,AFEJ.J,,,,
1013,AFEJ.J,,,,
1014,AFEJ.J,,,,
1015,AFEJ.J,,,,
1016,AFEJ.J,,,,
1017,AFEJ.J,,,,
1018,AFEJ.J,,,,
1019,AFDS.ZI,,,,Zimbabwe
1020,FMHL.ZI,,,,Zimbabwe
1021,AFROIL.LG,,,,Nigeria
1022,AFTJ.J,,,,South Africa
1023,AGLEVEN.LG,,,,United Kingdom
1024,AIICO.LG,,,,Nigeria
1025,ACCS.NR,,,,Japan
1026,ALEX.LG,,,,Nigeria
1027,ALW.GH,0.0,2001-06-30T00:00:00Z,5000706029,Ghana
1028,ALW.GH,0.0,2001-06-30T00:00:00Z,5000706029,
1029,ALW.GH,0.0847,2000-12-31T00:00:00Z,5000706029,
1030,AMEJ.J,10.7492,2002-12-27T00:00:00Z,5000727361,South Africa
1031,AMEJ.J,6.3758,2002-12-27T00:00:00Z,5043457231,
1032,AMEJ.J,2.2236,2002-12-27T00:00:00Z,,
1033,AMEJ.J,2.2131,2002-12-27T00:00:00Z,,
1034,AMEJ.J,1.2119,2002-12-27T00:00:00Z,,
1035,AMEJ.J,1.1487,2002-12-27T00:00:00Z,,
1036,AMEJ.J,0.7061,2002-12-27T00:00:00Z,5055412462,
1037,AMEJ.J,0.6428,2002-12-27T00:00:00Z,,
1038,AMEJ.J,0.6323,2002-12-27T00:00:00Z,48471687132,
1039,AMEJ.J,0.5375,2002-12-27T00:00:00Z,,
1040,AMEJ.J,0.5375,2002-12-27T00:00:00Z,,
1041,AMEJ.J,0.5375,2002-12-27T00:00:00Z,,
1042,AMEJ.J,0.5375,2002-12-27T00:00:00Z,,
1043,AMEJ.J,0.5375,2002-12-27T00:00:00Z,,
1044,AMEJ.J,0.5375,2002-12-27T00:00:00Z,5055411452,
1045,AMEJ.J,0.5164,2002-12-27T00:00:00Z,5055413041,
1046,AMEJ.J,0.0,2002-12-29T00:00:00Z,,
1047,AMEJ.J,0.0,2002-09-29T00:00:00Z,,
1048,AMEJ.J,0.0,2002-12-29T00:00:00Z,,
1049,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1050,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1051,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1052,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1053,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1054,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1055,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1056,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1057,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1058,AMEJ.J,0.0,2002-06-30T00:00:00Z,,
1059,AMEJ.J,0.0,2001-12-31T00:00:00Z,,
1060,AMEJ.J,0.0,2002-06-30T00:00:00Z,5001446537,
1061,AMEJ.J,0.0,2001-06-30T00:00:00Z,5000854298,
1062,AMEJ.J,0.0,2001-06-30T00:00:00Z,5055410695,
1063,AMEJ.J,0.0,2002-06-30T00:00:00Z,5055412187,
1064,AMEJ.J,0.0,2001-06-30T00:00:00Z,,
1065,AMEJ.J,0.0,2002-09-29T00:00:00Z,5001442178,
1066,AMEJ.J,0.0,2002-12-29T00:00:00Z,5055415794,
1067,AMEJ.J,0.0,2002-09-29T00:00:00Z,5055411620,
1068,AMEJ.J,0.0,2002-12-29T00:00:00Z,4297902883,
1069,AMEJ.J,,,,
1070,AMEJ.J,,,,
1071,AMEJ.J,,,,
1072,AMEJ.J,,,,
1073,AMEJ.J,,,,
1074,AMEJ.J,,,,
1075,AMEJ.J,7.9782,2001-01-31T00:00:00Z,5043457231,
1076,AMEJ.J,3.9379,2001-12-31T00:00:00Z,5055412187,
1077,AMEJ.J,3.8022,2001-12-31T00:00:00Z,,
1078,AMEJ.J,3.7691,2001-12-31T00:00:00Z,,
1079,AMEJ.J,1.0409,2001-12-31T00:00:00Z,4297902883,
1080,AMEJ.J,1.004,2001-12-31T00:00:00Z,,
1081,AMEJ.J,0.928,2001-12-31T00:00:00Z,,
1082,AMEJ.J,0.7891,2001-12-31T00:00:00Z,,
1083,AMEJ.J,0.5306,2001-12-31T00:00:00Z,,
1084,AMEJ.J,0.4837,2001-12-31T00:00:00Z,5001446537,
1085,AMEJ.J,0.4611,2001-12-31T00:00:00Z,,
1086,AMEJ.J,0.4444,2001-12-31T00:00:00Z,,
1087,AMEJ.J,0.4413,2001-12-31T00:00:00Z,,
1088,AMEJ.J,0.4398,2001-12-31T00:00:00Z,,
1089,AMEJ.J,0.0,2000-07-31T00:00:00Z,,
1090,AMEJ.J,0.0,2001-12-31T00:00:00Z,,
1091,AMEJ.J,0.0,2001-06-30T00:00:00Z,5000854298,
1092,AMEJ.J,0.0,2001-06-30T00:00:00Z,5055410695,
1093,AMEJ.J,0.0,2001-06-30T00:00:00Z,,
1094,AMEJ.J,0.0,2001-06-30T00:00:00Z,5001442178,
1095,AMEJ.J,0.0,2000-06-30T00:00:00Z,,
1096,AMEJ.J,0.0,2000-06-30T00:00:00Z,,
1097,AMEJ.J,,,,
1098,AMEJ.J,,,,
1099,AMEJ.J,,,,
1100,AMEJ.J,,,,
1101,AMEJ.J,,,,
1102,AMEJ.J,,,,
1103,AMEJ.J,,,,
1104,AMEJ.J,,,,
1105,AMEJ.J,,,,
1106,AMEJ.J,,,,
1107,AMEJ.J,,,,
1108,AMEJ.J,,,,
1109,AMEJ.J,,,,
1110,AMEJ.J,,,,
1111,AMEJ.J,,,,
1112,AMEJ.J,,,,
1113,AMEJ.J,,,,
1114,AMEJ.J,,,,
1115,AMEJ.J,,,,
1116,AMEJ.J,,,,
1117,AMEJ.J,,,,
1118,AMEJ.J,,,,
1119,AMEJ.J,,,,
1120,AMEJ.J,6.7914,2000-07-31T00:00:00Z,5043457231,
1121,AMEJ.J,4.4575,2000-07-31T00:00:00Z,,
1122,AMEJ.J,4.3103,2000-07-31T00:00:00Z,4297902883,
1123,AMEJ.J,4.016,2000-07-31T00:00:00Z,5001442178,
1124,AMEJ.J,3.9634,2000-07-31T00:00:00Z,,
1125,AMEJ.J,3.3116,2000-07-31T00:00:00Z,,
1126,AMEJ.J,1.5559,2000-07-31T00:00:00Z,5000854298,
1127,AMEJ.J,1.3562,2000-07-31T00:00:00Z,5055410695,
1128,AMEJ.J,0.0,1999-12-31T00:00:00Z,,
1129,AMEJ.J,0.0,2000-07-31T00:00:00Z,,
1130,AMEJ.J,0.0,1999-05-31T00:00:00Z,,
1131,AMEJ.J,0.0,1999-12-31T00:00:00Z,,
1132,AMEJ.J,0.0,2000-06-30T00:00:00Z,,
1133,AMEJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
1134,AMEJ.J,0.0,2000-06-30T00:00:00Z,,
1135,AMEJ.J,,,,
1136,AMEJ.J,,,,
1137,AMEJ.J,,,,
1138,AMEJ.J,,,,
1139,AMEJ.J,,,,
1140,AMEJ.J,,,,
1141,AMEJ.J,,,,
1142,AMEJ.J,,,,
1143,AMEJ.J,,,,
1144,AMEJ.J,,,,
1145,AMEJ.J,,,,
1146,AMEJ.J,,,,
1147,AMEJ.J,,,,
1148,AMEJ.J,,,,
1149,AMEJ.J,,,,
1150,AMEJ.J,,,,
1151,AMEJ.J,,,,
1152,AMEJ.J,,,,
1153,AMEJ.J,,,,
1154,AMEJ.J,,,,
1155,AMEJ.J,,,,
1156,AMEJ.J,,,,
1157,AMEJ.J,,,,
1158,AMEJ.J,,,,
