,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
301,OMJ.NM,,,,,,Namibia,
302,MQA.NM,,,,,,Namibia,
303,SBPJ.J,,,,,,South Africa,
304,NY1J.J,,,,,,South Africa,
305,AIRTEL.MV,,,,,,India,
306,SSWJ.J,,,,,,South Africa,
307,4AIHG.4AX,,,,,,,
308,ZFCO.LZ,,,,,,Zambia,
309,ZXRPG.ZX,,,,,,South Africa,
310,BUACEMENT.LG,,,,,,Nigeria,
311,MTNZFJ.J,,,,,,South Africa,
312,SNO.NM,,,,,,South Africa,
313,FRBP01p.J^K22,,,,,,South Africa,
314,SEMA.MZ,,,,,,Mauritius,
315,ANE.NM,,,,,,Namibia,
316,JATU.TZ,,,,,,Tanzania,
317,SSUJ.J,,,,,,South Africa,
318,ACES.MZ,,,,,,Mauritius,
319,ORGT.CI,,,,,,Togo,
320,REGI.MZ,,,,,,Mauritius,
321,ENLG.MZ,,,,,,,
322,ICON.MV,,,,,,Malawi,
323,LAVA.MZ,,,,,,,
324,ACCESS.BT,,,,,,Nigeria,
325,MTHJ.J,,,,,,South Africa,
326,EHZL.ZI,,,,,,Zimbabwe,
327,MCGJ.J,,,,,,South Africa,
328,SCIL.BT,,,,,,Botswana,
329,NICO.TZ,,,,,,Tanzania,
330,EXPJ.J,,,,,,South Africa,
331,DGHJ.J,,,,,,South Africa,
332,TICL.TZ,,,,,,Tanzania,
333,KLOS.MZ,,,,,,Mauritius,
334,TSAH.MZ,,,,,,Mauritius,
335,ABL.GH,,,,,,Belgium,
336,ABOSELA.LG,,,,,,Nigeria,
337,ABPLAST.LG,,,,,,Nigeria,
338,ABSPp.J,,,,,,South Africa,
339,ACADEMY.LG,,,,,,Nigeria,
340,ACLJ.J,0.46,2001-12-31T00:00:00Z,2005211,113,,Luxembourg,Specialty
341,ACLJ.J,0.32,2001-12-31T00:00:00Z,2004197,107,4296293277,,Core Value
342,ACLJ.J,0.32,2001-12-31T00:00:00Z,2132706,113,4298459126,,Emerg. Mkts.
343,ACLJ.J,0.14,2001-12-31T00:00:00Z,2005217,113,,,Growth
344,ACLJ.J,0.03,2001-06-30T00:00:00Z,2132753,113,,,GARP
345,ACLJ.J,0.01,2001-12-31T00:00:00Z,2399161,113,5000313307,,Emerg. Mkts.
346,ACLJ.J,0.0012,2001-12-31T00:00:00Z,2003730,107,,,GARP
347,ACLJ.J,0.0,2001-09-02T00:00:00Z,3270352,107,,,Sector Specific
348,ACLJ.J,0.0,2001-09-02T00:00:00Z,2676461,113,5000854298,,Emerg. Mkts.
349,ACLJ.J,0.0,2001-09-02T00:00:00Z,2660881,113,4297636693,,Emerg. Mkts.
350,ACLJ.J,0.0,2001-09-02T00:00:00Z,2657747,107,5001449709,,Emerg. Mkts.
351,ACLJ.J,0.0,2001-09-02T00:00:00Z,2652506,107,,,Hedge Fund
352,ACLJ.J,0.0,2001-09-02T00:00:00Z,2637186,113,4297902883,,Emerg. Mkts.
353,ACLJ.J,0.0,2000-12-31T00:00:00Z,2448219,110,,,Emerg. Mkts.
354,ACLJ.J,0.0,2001-03-31T00:00:00Z,2007596,113,4297908191,,Growth
355,ACLJ.J,0.0,2000-09-30T00:00:00Z,2006038,107,,,Index
356,ACLJ.J,0.0,2001-12-31T00:00:00Z,2005218,107,4298409344,,Specialty
357,ACLJ.J,0.0,2000-06-30T00:00:00Z,2005054,113,,,Specialty
358,ACLJ.J,0.0,2001-03-31T00:00:00Z,2003794,107,,,Specialty
359,ACLJ.J,0.0,2001-12-31T00:00:00Z,2003708,107,5000064072,,Index
360,ACLJ.J,0.0,2001-09-30T00:00:00Z,2003084,107,4296555936,,Core Value
361,ACLJ.J,0.0,2000-09-30T00:00:00Z,2002484,113,5000152801,,Emerg. Mkts.
362,ACLJ.J,,,2784485,107,,,Growth
363,ACLJ.J,,,2500375,113,,,Specialty
364,ACLJ.J,,,2006918,113,,,Specialty
365,ACLJ.J,,,2003614,113,,,Growth
366,ACLJ.J,43.14,2000-11-30T00:00:00Z,2676461,107,5000854298,,Emerg. Mkts.
367,ACLJ.J,12.21,2000-11-30T00:00:00Z,2657747,107,5001449709,,Emerg. Mkts.
368,ACLJ.J,12.02,2000-11-30T00:00:00Z,2637186,107,4297902883,,Emerg. Mkts.
369,ACLJ.J,2.77,2000-11-30T00:00:00Z,2660881,101,4297636693,,Growth
370,ACLJ.J,1.73,2000-11-30T00:00:00Z,3270352,113,,,Emerg. Mkts.
371,ACLJ.J,0.77,2000-12-31T00:00:00Z,2004197,303,4296293277,,Specialty
372,ACLJ.J,0.4275,1999-12-31T00:00:00Z,2006918,301,5001218765,,Emerg. Mkts.
373,ACLJ.J,0.42,2000-12-31T00:00:00Z,2005211,301,,,Growth
374,ACLJ.J,0.39,2000-12-31T00:00:00Z,2003084,302,4296555936,,Emerg. Mkts.
375,ACLJ.J,0.36,2000-09-30T00:00:00Z,2500375,114,,,Sector Specific
376,ACLJ.J,0.04,2000-12-31T00:00:00Z,2132753,301,,,Specialty
377,ACLJ.J,0.01,2000-12-31T00:00:00Z,2399161,301,5000313307,,Growth
378,ACLJ.J,0.0002,2000-12-31T00:00:00Z,2007596,107,4297908191,,Emerg. Mkts.
379,ACLJ.J,0.0,1999-12-31T00:00:00Z,2784485,107,,,Emerg. Mkts.
380,ACLJ.J,0.0,2000-12-31T00:00:00Z,2448219,107,,,Emerg. Mkts.
381,ACLJ.J,0.0,2000-12-31T00:00:00Z,2132706,107,4298459126,,Growth
382,ACLJ.J,0.0,2000-09-30T00:00:00Z,2006038,107,,,Specialty
383,ACLJ.J,0.0,2000-12-31T00:00:00Z,2005218,101,4298409344,,Emerg. Mkts.
384,ACLJ.J,0.0,2000-09-30T00:00:00Z,2005217,107,,,Core Value
385,ACLJ.J,0.0,2000-06-30T00:00:00Z,2005054,107,,,GARP
386,ACLJ.J,0.0,2000-09-30T00:00:00Z,2003614,107,,,Index
387,ACLJ.J,0.0,2000-09-30T00:00:00Z,2002484,201,5000152801,,Specialty
388,ACLJ.J,,,2652506,113,,,Sector Specific
389,ACLJ.J,,,2003794,107,,,
390,ACLJ.J,,,2003730,113,,,Emerg. Mkts.
391,ACLJ.J,,,2003708,107,,,Core Growth
392,ACLJ.J,,,,107,,,Index
393,ACLJ.J,,,,107,,,Emerg. Mkts.
394,ACLJ.J,,,,107,,,Core Value
395,ACLJ.J,,,,113,,,Index
396,ACLJ.J,,,,113,,,Emerg. Mkts.
397,ACLJ.J,,,,107,,,Core Value
398,ACLJ.J,,,,113,,,
399,ACLJ.J,,,,107,,,Index
400,ACLJ.J,,,,113,,,Index
401,ACLJ.J,,,,113,,,International
402,ACLJ.J,,,,107,,,Emerg. Mkts.
403,ACLJ.J,,,,107,,,Emerg. Mkts.
404,ACLJ.J,,,,110,,,Core Value
405,ACLJ.J,,,,110,,,Core Value
406,ACLJ.J,,,,107,,,Emerg. Mkts.
407,ACLJ.J,,,,,,,Specialty
408,ACLJ.J,,,,,,,Emerg. Mkts.
409,ACLJ.J,,,,,,,Emerg. Mkts.
410,ACLJ.J,,,,,,,Sector Specific
411,ACLJ.J,,,,,,,Emerg. Mkts.
412,ACLJ.J,,,,,,,Emerg. Mkts.
413,ACLJ.J,,,,,,,Emerg. Mkts.
414,ACLJ.J,,,,,,,Specialty
415,ACLJ.J,,,,,,,Emerg. Mkts.
416,ACLJ.J,,,,,,,Specialty
417,ACLJ.J,,,,301,,,Emerg. Mkts.
418,ACLJ.J,,,,114,,,International
419,ACLJ.J,,,,301,,,Emerg. Mkts.
420,ACLJ.J,,,,113,,,Core Value
421,ACLJ.J,,,,302,,,Emerg. Mkts.
422,ACLJ.J,,,,113,,,Core Value
423,ACLJ.J,,,,301,,,Specialty
424,ACLJ.J,,,,113,,,Specialty
425,ACLJ.J,,,,303,,,Growth
426,ACLJ.J,,,,113,,,Emerg. Mkts.
427,ACLJ.J,,,,107,,,Emerg. Mkts.
428,ACLJ.J,,,,107,,,Growth
429,ACLJ.J,,,,113,,,Growth
430,ACLJ.J,,,,107,,,Specialty
431,ACLJ.J,,,,110,,,Growth
432,ACLJ.J,,,,107,,,Core Growth
433,ACLJ.J,,,,107,,,Growth
434,ACLJ.J,,,,107,,,Core Value
435,ACLJ.J,,,,113,,,Specialty
436,ACLJ.J,,,,107,,,
437,ACLJ.J,,,,107,,,
438,ACLJ.J,,,,107,,,
439,ACLJ.J,,,,110,,,
440,ACLJ.J,,,,107,,,
441,ACLJ.J,,,,110,,,
442,ACLJ.J,,,,113,,,
443,ACLJ.J,,,,107,,,
444,ACLJ.J,,,,113,,,
445,ACLJ.J,,,,107,,,
446,ACLJ.J,,,,101,,,
447,ACLJ.J,,,,107,,,
448,ACLJ.J,,,,113,,,Emerg. Mkts.
449,ACLJ.J,,,,113,,,Core Value
450,ACLJ.J,,,,107,,,Emerg. Mkts.
451,ACLJ.J,,,,107,,,Emerg. Mkts.
452,ACLJ.J,,,,113,,,GARP
453,ACLJ.J,,,,107,,,Emerg. Mkts.
454,ACLJ.J,,,,107,,,Emerg. Mkts.
455,ACLJ.J,,,,107,,,Sector Specific
456,ACLJ.J,,,,107,,,Emerg. Mkts.
457,ACLJ.J,,,,113,,,Emerg. Mkts.
458,ACLJ.J,,,,107,,,Index
459,ACLJ.J,,,,107,,,Growth
460,ACLJ.J,,,,107,,,Specialty
461,ACLJ.J,,,,107,,,Emerg. Mkts.
462,ACLJ.J,,,,113,,,Emerg. Mkts.
463,ACLJ.J,,,,107,,,Emerg. Mkts.
464,ACLJ.J,,,,107,,,Index
465,ACLJ.J,,,,113,,,Emerg. Mkts.
466,ACLJ.J,,,,107,,,Core Growth
467,ACLJ.J,,,,113,,,Growth
468,ACLJ.J,,,,113,,,Specialty
469,ACLJ.J,,,,107,,,Emerg. Mkts.
470,ACLJ.J,,,,107,,,Emerg. Mkts.
471,ACLJ.J,,,,107,,,Core Value
472,ACLJ.J,,,,113,,,Specialty
473,ACLJ.J,,,,107,,,Growth
474,ACLJ.J,,,,107,,,Emerg. Mkts.
475,ACLJ.J,,,,107,,,Emerg. Mkts.
476,ACLJ.J,,,,,,,Emerg. Mkts.
477,ACLJ.J,,,,,,,Specialty
478,ACLJ.J,,,,,,,GARP
479,ACLJ.J,,,,,,,Core Value
480,ACLJ.J,,,,,,,Specialty
481,ACLJ.J,,,,,,,Emerg. Mkts.
482,ACLJ.J,,,,,,,Emerg. Mkts.
483,ACLJ.J,,,,,,,Specialty
484,ACLJ.J,,,,,,,
485,ACLJ.J,,,,,,,Emerg. Mkts.
486,ACLJ.J,,,,,,,Index
487,ACLJ.J,,,,,,,International
488,ACLJ.J,,,,,,,Index
489,ACLJ.J,,,,,,,Index
490,ACLJ.J,,,,,,,Emerg. Mkts.
491,ACLJ.J,,,,,,,Emerg. Mkts.
492,ACLJ.J,,,,,,,Emerg. Mkts.
493,ACLJ.J,,,,,,,Core Value
494,ACLJ.J,,,,,,,Core Value
495,ACLJ.J,,,,,,,Emerg. Mkts.
496,ACLJ.J,,,,,,,Specialty
497,ACLJ.J,,,,,,,Core Value
498,ACLJ.J,,,,,,,Core Value
499,ACLJ.J,,,,,,,Growth
500,ACLJ.J,,,,,,,Emerg. Mkts.
501,ACLJ.J,,,,,,,International
502,ACLJ.J,,,,,,,Emerg. Mkts.
503,ACLJ.J,,,,,,,Specialty
504,ACLJ.J,,,,,,,Emerg. Mkts.
505,ACLJ.J,,,,,,,Specialty
506,ACLJ.J,,,,,,,GARP
507,ACLJ.J,,,,,,,Hedge Fund
508,ACLJ.J,,,,,,,
509,ACLJ.J,,,,,,,Core Growth
510,ACLJ.J,,,,,,,Specialty
511,ACLJ.J,,,,,,,International
512,ACLJ.J,,,,,,,Emerg. Mkts.
513,ACLJ.J,,,,,,,Specialty
514,ACLJ.J,,,,,,,Core Value
515,ACLJ.J,,,,,,,GARP
516,ACLJ.J,,,,,,,Emerg. Mkts.
517,ACLJ.J,,,,,,,Specialty
518,ACLJ.J,,,,,,,Index
519,ACLJ.J,,,,,,,Core Growth
520,ACLJ.J,,,,,,,Specialty
521,ACLJ.J,,,,,,,Growth
522,ACLJ.J,,,,,,,Growth
523,ACLJ.J,,,,,,,Emerg. Mkts.
524,ACLJ.J,,,,,,,Emerg. Mkts.
525,ACLJ.J,,,,,,,Emerg. Mkts.
526,ACLJ.J,,,,,,,Growth
527,ACLJ.J,,,,,,,GARP
528,ACLJ.J,,,,,,,Growth
529,ACLJ.J,,,,,,,Core Growth
530,ACLJ.J,,,,,,,Growth
531,ACLJ.J,,,,,,,Growth
532,ACLJ.J,,,,,,,Sector Specific
533,ACLJ.J,,,,,,,Specialty
534,ACLJ.J,,,,,,,Growth
535,ACLJ.J,,,,,,,Specialty
536,ACLJ.J,,,,,,,Specialty
537,ACLJ.J,,,,,,,Core Value
538,ACLJ.J,,,,,,,
539,ACLJ.J,,,,,,,
540,ACLJ.J,,,,,,,
541,ACLJ.J,,,,,,,
542,ACLJ.J,,,,,,,
543,ACLJ.J,,,,,,,
544,ACLJ.J,,,,,,,
545,ACLJ.J,,,,,,,
546,ACLJ.J,,,,,,,
547,ACLJ.J,,,,,,,
548,ACLJ.J,,,,,,,
549,ACLJ.J,,,,,,,
550,ACLJ.J,,,,,,,
551,ACLJ.J,,,,,,,
552,ACLJ.J,,,,,,,
553,ACLJ.J,,,,,,,
554,ACLJ.J,,,,,,,
555,ACLJ.J,,,,,,,
556,ACTJ.J,0.351,2001-12-31T00:00:00Z,2637186,301,4297902883,South Africa,Index
557,ACTJ.J,0.104,2001-12-31T00:00:00Z,3218293,303,,,Index
558,ACTJ.J,0.081,2001-12-31T00:00:00Z,3156366,303,,,
559,ACTJ.J,0.044,2001-12-31T00:00:00Z,3300507,303,,,
560,ACTJ.J,0.038,2001-12-31T00:00:00Z,3156608,303,48470517922,,
561,ACTJ.J,0.037,2001-12-31T00:00:00Z,3254681,303,,,
562,ACTJ.J,0.032,2001-12-31T00:00:00Z,3156367,303,,,
563,ACTJ.J,0.029,2001-12-31T00:00:00Z,3156368,303,,,
564,ACTJ.J,0.028,2001-12-31T00:00:00Z,3267633,303,34421558832,,
565,ACTJ.J,0.017,2001-12-31T00:00:00Z,2685842,301,,,
566,ACTJ.J,0.013,2001-12-31T00:00:00Z,3156371,303,,,
567,ACTJ.J,0.009,2001-12-31T00:00:00Z,3297524,303,,,
568,ACTJ.J,0.009,2001-12-31T00:00:00Z,3156379,303,,,
569,ACTJ.J,0.007,2001-12-31T00:00:00Z,3300508,303,,,
570,ACTJ.J,0.007,2001-12-31T00:00:00Z,3156372,303,,,
