,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
298,CSGOVIJ.J,,,,,,South Africa,
299,SIM.VF,,,,,,Zimbabwe,
300,NED.VF,,,,,,Zimbabwe,
301,ZZDJ.J,,,,,,South Africa,
302,NTFD.VF,,,,,,Zimbabwe,
303,4AGFR1O.4AX,,,,,,South Africa,
304,GEREGU.LG,,,,,,Nigeria,
305,CAAJ.J,,,,,,South Africa,
306,SREE.MZ,,,,,,Mauritius,
307,ACCESSCORP.LG,9.9472,2009-03-31T00:00:00Z,5553630,301,5035507836,Nigeria,
308,ACCESSCORP.LG,6.0304,2009-12-31T00:00:00Z,5553629,301,5035495678,,Aggres. Gr.
309,ACCESSCORP.LG,1.8695,2009-12-31T00:00:00Z,5452162,303,,,Emerg. Mkts.
310,ACCESSCORP.LG,1.6937,2009-12-31T00:00:00Z,5452133,303,,,Aggres. Gr.
311,ACCESSCORP.LG,0.7203,2009-12-31T00:00:00Z,5452082,303,,,Core Value
312,ACCESSCORP.LG,0.253,2009-12-31T00:00:00Z,5452140,303,,,
313,ACCESSCORP.LG,0.2106,2008-06-30T00:00:00Z,2006494,107,5000706029,,Growth
314,ACCESSCORP.LG,0.1792,2009-12-31T00:00:00Z,2005167,107,5000071988,,
315,ACCESSCORP.LG,0.1315,2009-12-31T00:00:00Z,5452128,101,,,GARP
316,ACCESSCORP.LG,0.1315,2009-12-31T00:00:00Z,5452132,107,,,
317,ACCESSCORP.LG,0.1168,2009-12-31T00:00:00Z,5452148,303,,,Growth
318,ACCESSCORP.LG,0.045,2009-12-31T00:00:00Z,5452171,303,,,Core Value
319,ACCESSCORP.LG,0.0334,2009-07-31T00:00:00Z,5229097,113,5000657890,,
320,ACCESSCORP.LG,0.0331,2009-12-31T00:00:00Z,5452160,107,,,
321,ACCESSCORP.LG,0.0328,2009-12-31T00:00:00Z,5452158,303,,,
322,ACCESSCORP.LG,0.0286,2009-12-31T00:00:00Z,5452168,303,,,
323,ACCESSCORP.LG,0.0253,2009-12-31T00:00:00Z,2004235,113,5000035891,,
324,ACCESSCORP.LG,0.0154,2009-12-31T00:00:00Z,5452174,303,,,
325,ACCESSCORP.LG,0.0154,2009-12-31T00:00:00Z,2006891,303,5000005361,,
326,ACCESSCORP.LG,0.0143,2009-12-31T00:00:00Z,5452156,303,,,
327,ACCESSCORP.LG,0.0034,2009-12-31T00:00:00Z,5452176,107,,,
328,ACCESSCORP.LG,0.0,2008-06-30T00:00:00Z,2621326,107,5000062040,,
329,ACCESSCORP.LG,0.2106,2008-06-30T00:00:00Z,2006494,303,5000706029,,
330,ACCESSCORP.LG,0.1269,2008-12-31T00:00:00Z,2005167,107,5000071988,,
331,ACCESSCORP.LG,0.0068,2008-12-31T00:00:00Z,2004235,303,5000035891,,
332,ACCESSCORP.LG,0.0,2008-06-30T00:00:00Z,2621326,303,5000062040,,
333,ACCESSCORP.LG,,,5553630,101,,,
334,ACCESSCORP.LG,,,5553629,107,,,
335,ACCESSCORP.LG,,,5452176,113,,,
336,ACCESSCORP.LG,,,5452174,107,,,
337,ACCESSCORP.LG,,,5452171,113,,,
338,ACCESSCORP.LG,,,5452168,107,,,
339,ACCESSCORP.LG,,,5452162,101,,,
340,ACCESSCORP.LG,,,5452160,107,,,
341,ACCESSCORP.LG,,,5452158,107,,,
342,ACCESSCORP.LG,,,5452156,113,,,
343,ACCESSCORP.LG,,,5452148,107,,,
344,ACCESSCORP.LG,,,5452140,101,,,
345,ACCESSCORP.LG,,,5452133,113,,,
346,ACCESSCORP.LG,,,5452132,,,,
347,ACCESSCORP.LG,,,5452128,,,,
348,ACCESSCORP.LG,,,5452082,,,,
349,ACCESSCORP.LG,,,5229097,,,,
350,ACCESSCORP.LG,,,2006891,,,,
351,ACCESSCORP.LG,,,,,,,
352,ACCESSCORP.LG,,,,,,,
353,ACCESSCORP.LG,,,,,,,
354,ACCESSCORP.LG,,,,,,,
355,ACCESSCORP.LG,,,,,,,
356,ACCESSCORP.LG,,,,,,,
357,ACCESSCORP.LG,,,,,,,
358,ACCESSCORP.LG,,,,,,,
359,ACCESSCORP.LG,,,,,,,
360,ACCESSCORP.LG,,,,,,,
361,ACCESSCORP.LG,,,,,,,
362,ACCESSCORP.LG,,,,,,,
363,ACCESSCORP.LG,,,,,,,
364,ACCESSCORP.LG,,,,,,,
365,ACCESSCORP.LG,,,,,,,
366,ACCESSCORP.LG,,,,,,,
367,ACCESSCORP.LG,,,,,,,
368,ACCESSCORP.LG,,,,,,,
369,4ABKB.4AX,,,,,,South Africa,
370,APOJ.J,,,,,,South Africa,
371,TANG.ZI,,,,,,Zimbabwe,
372,BUAFOODS.LG,,,,,,Nigeria,
373,RONCHESS.LG,,,,,,Nigeria,
374,VELG.MZ,,,,,,,
375,ANIJ.J,,,,,,South Africa,
376,MTNU.UG,,,,,,South Africa,
377,MOC.NM,,,,,,Namibia,
378,CTEL.MZ,,,,,,Mauritius,
379,NGXGROUP.LG,,,,,,Nigeria,
380,GTCO.LG,,,,,,Nigeria,
381,TGAJ.J,,,,,,South Africa,
382,SZKJ.J,,,,,,South Africa,
383,BAPLC.LG,,,,,,Nigeria,
384,HBE.NR,,,,,,Kenya,
385,HPL.MZ,,,,,,Mauritius,
386,DASPHARMA.GH,,,,,,Ghana,
387,4AGR1O.4AX,,,,,,South Africa,
388,CMR.RW,,,,,,South Africa,
389,FDHB.MV,,,,,,Malawi,
390,OMJ.NM,,,,,,Namibia,
391,MQA.NM,,,,,,Namibia,
392,SBPJ.J,,,,,,South Africa,
393,NY1J.J,,,,,,South Africa,
394,AIRTEL.MV,,,,,,India,
395,SSWJ.J,,,,,,South Africa,
396,4AIHG.4AX,,,,,,,
397,ZFCO.LZ,,,,,,Zambia,
398,ZXRPG.ZX,,,,,,South Africa,
399,BUACEMENT.LG,,,,,,Nigeria,
400,MTNZFJ.J,,,,,,South Africa,
401,SNO.NM,,,,,,South Africa,
402,FRBP01p.J^K22,,,,,,South Africa,
403,SEMA.MZ,,,,,,Mauritius,
404,ANE.NM,,,,,,Namibia,
405,JATU.TZ,,,,,,Tanzania,
406,SSUJ.J,,,,,,South Africa,
407,ACES.MZ,,,,,,Mauritius,
408,ORGT.CI,,,,,,Togo,
409,REGI.MZ,,,,,,Mauritius,
410,ENLG.MZ,,,,,,,
411,ICON.MV,,,,,,Malawi,
412,LAVA.MZ,,,,,,,
413,ACCESS.BT,,,,,,Nigeria,
414,MTHJ.J,,,,,,South Africa,
415,EHZL.ZI,,,,,,Zimbabwe,
416,MCGJ.J,,,,,,South Africa,
417,SCIL.BT,,,,,,Botswana,
418,NICO.TZ,,,,,,Tanzania,
419,EXPJ.J,,,,,,South Africa,
420,DGHJ.J,,,,,,South Africa,
421,TICL.TZ,,,,,,Tanzania,
422,KLOS.MZ,,,,,,Mauritius,
423,TSAH.MZ,,,,,,Mauritius,
424,ABL.GH,,,,,,Belgium,
425,ABOSELA.LG,,,,,,Nigeria,
426,ABPLAST.LG,,,,,,Nigeria,
427,ABSPp.J,2.002,2009-12-31T00:00:00Z,3357765,107,5035475828,South Africa,Specialty
428,ABSPp.J,1.82,2009-12-31T00:00:00Z,5592058,113,5035506556,,
429,ABSPp.J,1.8054,2009-12-31T00:00:00Z,5592050,113,5035497245,,
430,ABSPp.J,1.5634,2009-12-31T00:00:00Z,5592053,301,5000854791,,
431,ABSPp.J,0.0,2008-09-30T00:00:00Z,3783830,301,5000659344,,
432,ABSPp.J,0.0,2009-06-30T00:00:00Z,2403920,301,5000749182,,
433,ABSPp.J,0.53,2008-09-30T00:00:00Z,2403920,113,5000749182,,
434,ABSPp.J,0.0,2008-09-30T00:00:00Z,3783830,108,5000659344,,
435,ABSPp.J,,,5592058,107,,,Emerg. Mkts.
436,ABSPp.J,,,5592053,113,,,Specialty
437,ABSPp.J,,,5592050,107,,,
438,ABSPp.J,,,3357765,107,,,Specialty
439,ABSPp.J,,,,107,,,
440,ABSPp.J,,,,107,,,
441,ABSPp.J,,,,113,,,
442,ABSPp.J,,,,107,,,
443,ABSPp.J,,,,,,,Specialty
444,ABSPp.J,,,,,,,
445,ABSPp.J,,,,113,,,Specialty
446,ABSPp.J,,,,107,,,
447,ABSPp.J,,,,107,,,
448,ABSPp.J,,,,107,,,
449,ABSPp.J,,,,113,,,Hedge Fund
450,ABSPp.J,,,,107,,,Specialty
451,ABSPp.J,,,,107,,,
452,ABSPp.J,,,,113,,,
453,ABSPp.J,,,,107,,,
454,ABSPp.J,,,,,,,
455,ABSPp.J,,,,,,,
456,ABSPp.J,,,,,,,
457,ABSPp.J,,,,,,,
458,ABSPp.J,,,,,,,
459,ABSPp.J,,,,,,,
460,ABSPp.J,,,,,,,
461,ABSPp.J,,,,,,,
462,ABSPp.J,,,,,,,
463,ACADEMY.LG,17.9457,2009-07-23T00:00:00Z,5450613,303,,Nigeria,
464,ACADEMY.LG,13.9019,2009-07-23T00:00:00Z,5450609,303,,,
465,ACADEMY.LG,0.5253,2009-07-23T00:00:00Z,5450619,303,,,
466,ACADEMY.LG,0.5148,2009-07-23T00:00:00Z,5450612,303,,,
467,ACADEMY.LG,0.4106,2009-07-23T00:00:00Z,5450618,303,34413960399,,
468,ACADEMY.LG,0.3673,2009-07-23T00:00:00Z,5450615,303,34413960393,,
469,ACADEMY.LG,0.1575,2009-07-23T00:00:00Z,5450617,303,,,
470,ACADEMY.LG,0.058,2009-07-23T00:00:00Z,5450616,303,,,
471,ACADEMY.LG,0.03,2009-07-23T00:00:00Z,5450614,303,,,
472,ACADEMY.LG,3.1222,2008-03-31T00:00:00Z,5450613,303,,,
473,ACADEMY.LG,2.3966,2008-03-31T00:00:00Z,5450609,303,,,
474,ACADEMY.LG,0.0793,2008-03-31T00:00:00Z,5450612,303,,,
475,ACADEMY.LG,0.0778,2008-03-31T00:00:00Z,5450619,303,,,
476,ACADEMY.LG,0.0689,2008-03-31T00:00:00Z,5450618,303,34413960399,,
477,ACADEMY.LG,0.0145,2008-03-31T00:00:00Z,5450617,303,,,
478,ACADEMY.LG,0.01,2008-03-31T00:00:00Z,5450616,303,,,
479,ACADEMY.LG,0.0063,2008-03-31T00:00:00Z,5450615,303,34413960393,,
480,ACADEMY.LG,0.0052,2008-03-31T00:00:00Z,5450614,303,,,
481,ACLJ.J,46.82,2009-12-31T00:00:00Z,5030444,301,5000069867,Luxembourg,Index
482,ACLJ.J,9.08,2009-12-31T00:00:00Z,2637859,114,4297369644,,Specialty
483,ACLJ.J,7.91,2009-12-31T00:00:00Z,2657747,114,5001449709,,Core Value
484,ACLJ.J,0.56,2009-12-31T00:00:00Z,2005965,113,5000667881,,Core Value
485,ACLJ.J,0.11,2008-11-30T00:00:00Z,2003066,107,5000051932,,Index
486,ACLJ.J,0.04,2009-12-31T00:00:00Z,2915245,113,4298106595,,
487,ACLJ.J,0.02,2009-12-31T00:00:00Z,5575985,114,,,Income Value
488,ACLJ.J,0.01,2009-10-31T00:00:00Z,2006956,113,5001447576,,Core Value
489,ACLJ.J,0.01,2009-12-31T00:00:00Z,2004974,107,5000689330,,
490,ACLJ.J,0.01,2009-12-31T00:00:00Z,2403920,113,5000749182,,Emerg. Mkts.
491,ACLJ.J,0.01,2009-12-31T00:00:00Z,2621326,107,5000062040,,Index
492,ACLJ.J,0.01,2009-12-31T00:00:00Z,4204783,110,5000747203,,Core Growth
493,ACLJ.J,0.004,2009-06-30T00:00:00Z,4145531,107,5001449667,,Emerg. Mkts.
494,ACLJ.J,0.0022,2009-12-31T00:00:00Z,3783830,113,5000659344,,Emerg. Mkts.
495,ACLJ.J,0.0012,2009-12-31T00:00:00Z,5686657,107,34413972757,,Index
496,ACLJ.J,0.0008,2009-12-31T00:00:00Z,2003457,110,5000036827,,Emerg. Mkts.
497,ACLJ.J,0.0008,2009-12-31T00:00:00Z,2611357,113,5000055896,,Yield
498,ACLJ.J,0.0005,2009-09-30T00:00:00Z,2399161,113,5000313307,,
499,ACLJ.J,0.0004,2009-12-31T00:00:00Z,3963071,113,5000041130,,Core Value
500,ACLJ.J,0.0003,2009-12-31T00:00:00Z,2003823,113,5000051346,,Emerg. Mkts.
501,ACLJ.J,0.0001,2009-10-31T00:00:00Z,2386352,113,5000007967,,Index
502,ACLJ.J,0.0001,2009-12-31T00:00:00Z,2627998,107,4295999033,,Emerg. Mkts.
503,ACLJ.J,0.0,2008-12-31T00:00:00Z,2660546,107,5001449672,,Index
504,ACLJ.J,0.0,2009-06-30T00:00:00Z,2529158,113,5001196565,,Emerg. Mkts.
505,ACLJ.J,0.0,2008-06-30T00:00:00Z,2445138,113,5000068710,,Emerg. Mkts.
506,ACLJ.J,0.0,2008-12-31T00:00:00Z,2005787,113,4296342730,,Emerg. Mkts.
507,ACLJ.J,0.0,2008-03-31T00:00:00Z,2004197,107,4296293277,,Index
508,ACLJ.J,0.0,2008-12-30T00:00:00Z,2003476,113,5000036127,,Specialty
509,ACLJ.J,0.0,2008-03-31T00:00:00Z,2003276,113,4296618041,,Emerg. Mkts.
510,ACLJ.J,0.0,2009-12-31T00:00:00Z,2003096,113,4296336142,,Growth
511,ACLJ.J,,,2636816,107,,,Emerg. Mkts.
512,ACLJ.J,,,2484925,113,,,Growth
513,ACLJ.J,,,2429386,107,,,Emerg. Mkts.
514,ACLJ.J,,,2005362,113,,,Emerg. Mkts.
515,ACLJ.J,,,2005167,113,,,Index
516,ACLJ.J,,,2005048,107,,,Emerg. Mkts.
517,ACLJ.J,,,2004498,107,,,Emerg. Mkts.
518,ACLJ.J,52.02,2008-12-31T00:00:00Z,5030444,107,5000069867,,Yield
519,ACLJ.J,8.95,2008-12-31T00:00:00Z,2637859,110,4297369644,,Aggres. Gr.
520,ACLJ.J,8.79,2008-12-31T00:00:00Z,2657747,113,5001449709,,
521,ACLJ.J,0.3,2008-09-30T00:00:00Z,2915245,113,4298106595,,Index
522,ACLJ.J,0.13,2008-09-30T00:00:00Z,2005965,107,5000667881,,Index
523,ACLJ.J,0.11,2008-11-30T00:00:00Z,2003066,113,5000051932,,Emerg. Mkts.
524,ACLJ.J,0.02,2008-12-31T00:00:00Z,3783830,107,5000659344,,Income Value
525,ACLJ.J,0.02,2008-06-30T00:00:00Z,2004974,107,5000689330,,
526,ACLJ.J,0.01,2008-12-31T00:00:00Z,2006956,113,5001447576,,Emerg. Mkts.
527,ACLJ.J,0.01,2008-09-30T00:00:00Z,2403920,113,5000749182,,Core Growth
528,ACLJ.J,0.0049,2008-12-31T00:00:00Z,4145531,107,5001449667,,Core Value
