,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
305,GTCO.LG,,,,,,Nigeria,
306,TGAJ.J,,,,,,South Africa,
307,SZKJ.J,,,,,,South Africa,
308,BAPLC.LG,,,,,,Nigeria,
309,HBE.NR,,,,,,Kenya,
310,HPL.MZ,,,,,,Mauritius,
311,DASPHARMA.GH,,,,,,Ghana,
312,4AGR1O.4AX,,,,,,South Africa,
313,CMR.RW,,,,,,South Africa,
314,FDHB.MV,,,,,,Malawi,
315,OMJ.NM,,,,,,Namibia,
316,MQA.NM,,,,,,Namibia,
317,SBPJ.J,,,,,,South Africa,
318,NY1J.J,,,,,,South Africa,
319,AIRTEL.MV,,,,,,India,
320,SSWJ.J,,,,,,South Africa,
321,4AIHG.4AX,,,,,,,
322,ZFCO.LZ,,,,,,Zambia,
323,ZXRPG.ZX,,,,,,South Africa,
324,BUACEMENT.LG,,,,,,Nigeria,
325,MTNZFJ.J,,,,,,South Africa,
326,SNO.NM,,,,,,South Africa,
327,FRBP01p.J^K22,,,,,,South Africa,
328,SEMA.MZ,,,,,,Mauritius,
329,ANE.NM,,,,,,Namibia,
330,JATU.TZ,,,,,,Tanzania,
331,SSUJ.J,,,,,,South Africa,
332,ACES.MZ,,,,,,Mauritius,
333,ORGT.CI,,,,,,Togo,
334,REGI.MZ,,,,,,Mauritius,
335,ENLG.MZ,,,,,,,
336,ICON.MV,,,,,,Malawi,
337,LAVA.MZ,,,,,,,
338,ACCESS.BT,,,,,,Nigeria,
339,MTHJ.J,,,,,,South Africa,
340,EHZL.ZI,,,,,,Zimbabwe,
341,MCGJ.J,,,,,,South Africa,
342,SCIL.BT,,,,,,Botswana,
343,NICO.TZ,,,,,,Tanzania,
344,EXPJ.J,,,,,,South Africa,
345,DGHJ.J,,,,,,South Africa,
346,TICL.TZ,,,,,,Tanzania,
347,KLOS.MZ,,,,,,Mauritius,
348,TSAH.MZ,,,,,,Mauritius,
349,ABL.GH,,,,,,Belgium,
350,ABOSELA.LG,,,,,,Nigeria,
351,ABPLAST.LG,,,,,,Nigeria,
352,ABSPp.J,,,,,,South Africa,
353,ACADEMY.LG,,,,,,Nigeria,
354,ACLJ.J,48.44,2005-12-30T00:00:00Z,2639553,301,,Luxembourg,Core Value
355,ACLJ.J,8.79,2005-12-30T00:00:00Z,2657747,114,5001449709,,Index
356,ACLJ.J,1.95,2005-12-30T00:00:00Z,2003794,107,,,Core Value
357,ACLJ.J,1.56,2005-12-30T00:00:00Z,3667498,113,5000048829,,GARP
358,ACLJ.J,0.64,2005-12-30T00:00:00Z,2637859,107,4297369644,,Emerg. Mkts.
359,ACLJ.J,0.35,2005-12-30T00:00:00Z,3644692,113,5043447177,,Specialty
360,ACLJ.J,0.08,2005-12-31T00:00:00Z,2529158,301,5001196565,,Index
361,ACLJ.J,0.07,2005-12-31T00:00:00Z,2132753,113,,,Core Value
362,ACLJ.J,0.04,2005-09-30T00:00:00Z,2005222,113,5001449681,,Emerg. Mkts.
363,ACLJ.J,0.04,2005-12-31T00:00:00Z,2522976,114,5001211262,,Growth
364,ACLJ.J,0.03,2005-12-31T00:00:00Z,2403920,113,5000749182,,Core Value
365,ACLJ.J,0.03,2005-06-30T00:00:00Z,2401341,113,,,Emerg. Mkts.
366,ACLJ.J,0.02,2005-12-31T00:00:00Z,2445138,107,5000068710,,Emerg. Mkts.
367,ACLJ.J,0.01,2005-12-31T00:00:00Z,2660546,301,5001449672,,Emerg. Mkts.
368,ACLJ.J,0.01,2005-03-31T00:00:00Z,2004197,113,4296293277,,Growth
369,ACLJ.J,0.01,2005-12-31T00:00:00Z,2399161,113,5000313307,,Specialty
370,ACLJ.J,0.0022,2005-09-30T00:00:00Z,2388005,113,5001449682,,
371,ACLJ.J,0.0016,2005-03-31T00:00:00Z,2005218,113,4298409344,,Specialty
372,ACLJ.J,0.0003,2005-12-31T00:00:00Z,3783830,107,5000659344,,Specialty
373,ACLJ.J,0.0,2005-06-30T00:00:00Z,2999107,107,5001446366,,Index
374,ACLJ.J,0.0,2004-06-30T00:00:00Z,2932423,113,,,Emerg. Mkts.
375,ACLJ.J,0.0,2005-09-30T00:00:00Z,2915245,107,4298106595,,
376,ACLJ.J,0.0,2005-12-31T00:00:00Z,2636816,101,5000749186,,Specialty
377,ACLJ.J,0.0,2005-09-30T00:00:00Z,2522977,107,5001196700,,Sector Specific
378,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132888,107,5000750920,,Emerg. Mkts.
379,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132706,107,4298459126,,International
380,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004961,107,,,
381,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004438,107,5000021347,,Sector Specific
382,ACLJ.J,0.0,2004-12-31T00:00:00Z,2003708,107,5000064072,,Growth
383,ACLJ.J,0.0,2005-12-31T00:00:00Z,2003457,113,5000036827,,Emerg. Mkts.
384,ACLJ.J,,,3270352,107,,,Specialty
385,ACLJ.J,,,2660915,107,,,Emerg. Mkts.
386,ACLJ.J,,,2652773,113,,,Specialty
387,ACLJ.J,,,2401339,113,,,Emerg. Mkts.
388,ACLJ.J,,,2005590,113,,,International
389,ACLJ.J,,,2005213,107,,,Emerg. Mkts.
390,ACLJ.J,,,2003291,107,,,Emerg. Mkts.
391,ACLJ.J,,,2002520,113,,,Emerg. Mkts.
392,ACLJ.J,25.86,2003-06-27T00:00:00Z,2639553,113,,,GARP
393,ACLJ.J,9.18,2003-06-27T00:00:00Z,2660915,113,5055408312,,Emerg. Mkts.
394,ACLJ.J,8.79,2003-06-27T00:00:00Z,2657747,113,5001449709,,Specialty
395,ACLJ.J,4.28,2003-06-27T00:00:00Z,2637859,107,4297369644,,Core Value
396,ACLJ.J,0.31,2003-06-27T00:00:00Z,3270352,107,,,Core Growth
397,ACLJ.J,0.13,2004-06-30T00:00:00Z,2005213,107,,,Emerg. Mkts.
398,ACLJ.J,0.04,2004-12-31T00:00:00Z,2003457,107,5000036827,,Specialty
399,ACLJ.J,0.03,2004-12-31T00:00:00Z,2660546,107,5001449672,,Core Value
400,ACLJ.J,0.01,2004-09-30T00:00:00Z,2522977,107,5001196700,,Emerg. Mkts.
401,ACLJ.J,0.01,2004-12-31T00:00:00Z,2399161,107,5000313307,,Yield
402,ACLJ.J,0.01,2004-09-30T00:00:00Z,2005218,110,4298409344,,Specialty
403,ACLJ.J,0.0008,2003-09-30T00:00:00Z,2401339,107,5001445949,,Specialty
404,ACLJ.J,0.0,2004-06-30T00:00:00Z,2932423,107,,,International
405,ACLJ.J,0.0,2004-12-31T00:00:00Z,2915245,107,4298106595,,Aggres. Gr.
406,ACLJ.J,0.0,2003-06-27T00:00:00Z,2652773,106,5055412244,,Specialty
407,ACLJ.J,0.0,2004-12-31T00:00:00Z,2529158,113,5001196565,,Emerg. Mkts.
408,ACLJ.J,0.0,2004-12-31T00:00:00Z,2522976,113,5001211262,,Index
409,ACLJ.J,0.0,2004-06-30T00:00:00Z,2445138,107,5000068710,,Index
410,ACLJ.J,0.0,2004-12-31T00:00:00Z,2403920,107,5000749182,,Index
411,ACLJ.J,0.0,2004-12-31T00:00:00Z,2401341,107,,,Index
412,ACLJ.J,0.0,2003-09-30T00:00:00Z,2388005,107,5001449682,,GARP
413,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132888,107,5000750920,,Emerg. Mkts.
414,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132753,107,,,
415,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132706,107,4298459126,,Specialty
416,ACLJ.J,0.0,2003-09-30T00:00:00Z,2005590,113,5000005239,,Core Growth
417,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004961,107,,,
418,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004438,107,5000021347,,
419,ACLJ.J,0.0,2004-09-30T00:00:00Z,2004197,113,4296293277,,Core Growth
420,ACLJ.J,0.0,2004-12-31T00:00:00Z,2003708,113,5000064072,,
421,ACLJ.J,0.0,2003-03-31T00:00:00Z,2003291,107,,,Specialty
422,ACLJ.J,0.0,2003-06-27T00:00:00Z,2002520,107,,,Yield
423,ACLJ.J,,,3783830,113,,,Index
424,ACLJ.J,,,3667498,113,,,Index
425,ACLJ.J,,,3644692,107,,,
426,ACLJ.J,,,2999107,113,,,Emerg. Mkts.
427,ACLJ.J,,,2636816,107,,,Income Value
428,ACLJ.J,,,2005222,107,,,Emerg. Mkts.
429,ACLJ.J,,,2003794,,,,Income Value
430,ACLJ.J,,,,,,,Emerg. Mkts.
431,ACLJ.J,,,,,,,Core Growth
432,ACLJ.J,,,,,,,Core Value
433,ACLJ.J,,,,,,,Emerg. Mkts.
434,ACLJ.J,,,,,,,Emerg. Mkts.
435,ACLJ.J,,,,,,,Specialty
436,ACLJ.J,,,,,,,GARP
437,ACLJ.J,,,,,,,Emerg. Mkts.
438,ACLJ.J,,,,,,,Emerg. Mkts.
439,ACLJ.J,,,,,,,Core Value
440,ACLJ.J,,,,,,,Emerg. Mkts.
441,ACLJ.J,,,,,,,Core Value
442,ACLJ.J,,,,,,,Emerg. Mkts.
443,ACLJ.J,,,,,,,Growth
444,ACLJ.J,,,,,,,Specialty
445,ACLJ.J,,,,,,,
446,ACLJ.J,,,,,,,Emerg. Mkts.
447,ACLJ.J,,,,301,,,Emerg. Mkts.
448,ACLJ.J,,,,301,,,Emerg. Mkts.
449,ACLJ.J,,,,114,,,Specialty
450,ACLJ.J,,,,114,,,Emerg. Mkts.
451,ACLJ.J,,,,107,,,Core Value
452,ACLJ.J,,,,113,,,Emerg. Mkts.
453,ACLJ.J,,,,113,,,Growth
454,ACLJ.J,,,,303,,,Growth
455,ACLJ.J,,,,107,,,Emerg. Mkts.
456,ACLJ.J,,,,107,,,Core Growth
457,ACLJ.J,,,,113,,,Emerg. Mkts.
458,ACLJ.J,,,,107,,,Specialty
459,ACLJ.J,,,,113,,,Growth
460,ACLJ.J,,,,107,,,Growth
461,ACLJ.J,,,,107,,,Emerg. Mkts.
462,ACLJ.J,,,,113,,,Specialty
463,ACLJ.J,,,,107,,,Yield
464,ACLJ.J,,,,107,,,Specialty
465,ACLJ.J,,,,113,,,Specialty
466,ACLJ.J,,,,113,,,
467,ACLJ.J,,,,113,,,
468,ACLJ.J,,,,113,,,
469,ACLJ.J,,,,107,,,
470,ACLJ.J,,,,113,,,
471,ACLJ.J,,,,107,,,
472,ACLJ.J,,,,107,,,
473,ACLJ.J,,,,113,,,
474,ACLJ.J,,,,113,,,
475,ACLJ.J,,,,107,,,
476,ACLJ.J,,,,113,,,
477,ACLJ.J,,,,107,,,
478,ACLJ.J,,,,106,,,
479,ACLJ.J,,,,106,,,
480,ACLJ.J,,,,113,,,Specialty
481,ACLJ.J,,,,301,,,Index
482,ACLJ.J,,,,107,,,Emerg. Mkts.
483,ACLJ.J,,,,107,,,Sector Specific
484,ACLJ.J,,,,107,,,Core Value
485,ACLJ.J,,,,113,,,Core Growth
486,ACLJ.J,,,,107,,,International
487,ACLJ.J,,,,113,,,Emerg. Mkts.
488,ACLJ.J,,,,113,,,Specialty
489,ACLJ.J,,,,107,,,Emerg. Mkts.
490,ACLJ.J,,,,107,,,Emerg. Mkts.
491,ACLJ.J,,,,107,,,Emerg. Mkts.
492,ACLJ.J,,,,113,,,GARP
493,ACLJ.J,,,,107,,,Emerg. Mkts.
494,ACLJ.J,,,,107,,,Emerg. Mkts.
495,ACLJ.J,,,,107,,,Emerg. Mkts.
496,ACLJ.J,,,,107,,,Core Value
497,ACLJ.J,,,,113,,,Emerg. Mkts.
498,ACLJ.J,,,,113,,,Index
499,ACLJ.J,,,,107,,,Core Growth
500,ACLJ.J,,,,201,,,
501,ACLJ.J,,,,107,,,
502,ACLJ.J,,,,107,,,Yield
503,ACLJ.J,,,,107,,,Growth
504,ACLJ.J,,,,107,,,Specialty
505,ACLJ.J,,,,107,,,Core Growth
506,ACLJ.J,,,,113,,,Index
507,ACLJ.J,,,,107,,,Emerg. Mkts.
508,ACLJ.J,,,,107,,,Core Value
509,ACLJ.J,,,,113,,,Emerg. Mkts.
510,ACLJ.J,,,,113,,,Core Value
511,ACLJ.J,,,,113,,,Core Value
512,ACLJ.J,,,,113,,,Emerg. Mkts.
513,ACLJ.J,,,,107,,,Emerg. Mkts.
514,ACLJ.J,,,,113,,,Index
515,ACLJ.J,,,,107,,,Emerg. Mkts.
516,ACLJ.J,,,,107,,,Emerg. Mkts.
517,ACLJ.J,,,,107,,,International
518,ACLJ.J,,,,108,,,International
519,ACLJ.J,,,,107,,,Specialty
520,ACLJ.J,,,,110,,,Specialty
521,ACLJ.J,,,,113,,,Specialty
522,ACLJ.J,,,,107,,,Specialty
523,ACLJ.J,,,,113,,,
524,ACLJ.J,,,,,,,Emerg. Mkts.
525,ACLJ.J,,,,,,,Emerg. Mkts.
526,ACLJ.J,,,,,,,Emerg. Mkts.
527,ACLJ.J,,,,,,,Index
528,ACLJ.J,,,,,,,Specialty
529,ACLJ.J,,,,,,,Index
530,ACLJ.J,,,,,,,Emerg. Mkts.
531,ACLJ.J,,,,,,,Emerg. Mkts.
532,ACLJ.J,,,,,,,Specialty
533,ACLJ.J,,,,,,,Emerg. Mkts.
534,ACLJ.J,,,,,,,Income Value
535,ACLJ.J,,,,,,,Emerg. Mkts.
536,ACLJ.J,,,,,,,Core Value
537,ACLJ.J,,,,,,,Emerg. Mkts.
538,ACLJ.J,,,,,,,Growth
539,ACLJ.J,,,,,,,Emerg. Mkts.
540,ACLJ.J,,,,,,,Specialty
541,ACLJ.J,,,,,,,Index
542,ACLJ.J,,,,,,,Index
543,ACLJ.J,,,,,,,
544,ACLJ.J,,,,,,,Core Value
545,ACLJ.J,,,,,,,GARP
546,ACLJ.J,,,,,,,Emerg. Mkts.
547,ACLJ.J,,,,,,,
548,ACLJ.J,,,,,,,Emerg. Mkts.
549,ACLJ.J,,,,,,,Emerg. Mkts.
550,ACLJ.J,,,,,,,Emerg. Mkts.
551,ACLJ.J,,,,,,,Emerg. Mkts.
552,ACLJ.J,,,,,,,Specialty
553,ACLJ.J,,,,,,,Emerg. Mkts.
554,ACLJ.J,,,,,,,Emerg. Mkts.
555,ACLJ.J,,,,,,,Core Value
556,ACLJ.J,,,,,,,Emerg. Mkts.
557,ACLJ.J,,,,,,,Growth
558,ACLJ.J,,,,,,,Growth
559,ACLJ.J,,,,,,,International
560,ACLJ.J,,,,,,,International
561,ACLJ.J,,,,,,,Emerg. Mkts.
562,ACLJ.J,,,,,,,Income Value
563,ACLJ.J,,,,,,,Growth
