,Instrument,Exchange Name,Return On Assets - Actual,Company Name,Country of Headquarters,Date,Revenue from Business Activities - Total,Exchange Rate,Financial Period Absolute,Period End Date,Currency,Reported Currency,Organization Ultimate Parent,Country of Headquarters,NAICS Sector Name,NAICS Sector Code,NAICS Subsector Name,NAICS Subsector Code,SIC Industry Name,SIC Industry Group Name,Ultimate Parent Id,Price Close,Earnings Per Share - Mean,Net Income after Tax,Company Market Capitalization,P/E (Daily Time Series Ratio)
1541,CIC.NR,,,,,2003-12-31T00:00:00Z,,,FY2003,12/31/03,USD,,,,,,,,,,,,,,,
1542,CIC.NR,,,,,2004-12-31T00:00:00Z,,,FY2004,12/31/04,USD,,,,,,,,,,,,,,,
1543,CIC.NR,,,,,2005-12-31T00:00:00Z,,,FY2005,12/31/05,USD,,,,,,,,,,,,,,,
1544,CIC.NR,,,,,2006-12-31T00:00:00Z,,,FY2006,12/31/06,USD,,,,,,,,,,,,,,,
1545,CIC.NR,,,,,2007-12-31T00:00:00Z,,,FY2007,12/31/07,USD,,,,,,,,,,,,,,,
1546,CIC.NR,,,,,2008-12-31T00:00:00Z,,,FY2008,12/31/08,USD,,,,,,,,,,,,,,,
1547,CIC.NR,,,,,2009-12-31T00:00:00Z,,,FY2009,12/31/09,USD,,,,,,,,,,,,,,,
1548,CIC.NR,,,,,2010-12-31T00:00:00Z,47872981.37,0.01242236,FY2010,12/31/10,USD,KES,,,,,,,,,,,,6043316.77,,
1549,CIC.NR,,,,,2011-12-31T00:00:00Z,69682107.12,0.01177163,FY2011,12/31/11,USD,KES,,,,,,,,,,0.0344995,,7110417.893,90234803.72,0.222789798
1550,CIC.NR,,11.022,,,2012-12-31T00:00:00Z,96926437.32,0.011661808,FY2012,12/31/12,USD,KES,,,,,,,,,,0.057521245,0.002858776,16302483.97,150449083,19.8499994
1551,CIC.NR,,,,,2013-12-31T00:00:00Z,118114872.4,0.011600928,FY2013,12/31/13,USD,KES,,,,,,,,,,0.106253459,0.009667401,16320174.01,277910015.1,35.32658694
1552,CIC.NR,,,,,2014-12-31T00:00:00Z,152162003.3,0.011068069,FY2014,12/31/14,USD,KES,,,,,,,,,,0.060665362,,11961903.71,158674986.3,13.31586521
1553,CIC.NR,,,,,2015-12-31T00:00:00Z,126391927.6,0.009784736,FY2015,12/31/15,USD,KES,,,,,,,,,,0.03712025,,11122964.77,97090909.45,8.074454974
1554,CIC.NR,,,,,2016-12-31T00:00:00Z,117052398.2,0.009768487,FY2016,12/31/16,USD,KES,,,,,,,,,,0.054316198,,1753179.642,142068252.2,90.30801484
1555,CIC.NR,,,,,2017-12-31T00:00:00Z,142228894.3,0.009699321,FY2017,12/31/17,USD,KES,,,,,,,,,,0.037917485,,4640417.071,99174643.6,14.87647898
1556,CIC.NR,,,,,2018-12-31T00:00:00Z,163878084.5,0.009823183,FY2018,12/31/18,USD,KES,,,,,,,,,,0.026469136,,4638015.717,69232089.28,14.8897161
1557,CIC.NR,,,,,2019-12-31T00:00:00Z,169533639.5,0.009876543,FY2019,12/31/19,USD,KES,,,,,,,,,,0.019523373,,3371022.222,51064905.04,
1558,CIC.NR,,,,,2020-12-31T00:00:00Z,154537406,0.009165903,FY2020,12/31/20,USD,KES,,,,,,,,,,0.019548872,-0.000455789,-2653712.191,51131600,16.02145861
1559,CIC.NR,,,,,2021-12-31T00:00:00Z,163698761.6,0.008845644,FY2021,12/31/21,USD,KES,,,,,,,,,,0.015815085,0.002288732,5912755.418,41365588.81,8.47826087
1560,FNBMIDJ.J,JOHANNESBURG STOCK EXCHANGE,,FNB MidCap ETF,South Africa,,,,,,,,,,,,,,,,,,,,,
1561,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1562,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1563,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1564,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1565,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1566,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1567,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1568,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1569,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1570,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1571,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1572,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1573,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1574,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,,,,,
1575,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.650795153,,,,
1576,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.581985259,,,,
1577,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.6043576,,,,
1578,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.4074637,,,,
1579,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.567325269,,,,
1580,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.653049994,,,,
1581,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.489290668,,,,
1582,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.539528502,,,,
1583,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.430969921,,,,
1584,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.503373541,,,,
1585,FNBMIDJ.J,,,,,,,,,,,,,,,,,,,,,0.44988356,,,,
1586,CIM.MZ,STOCK EXCHANGE OF MAURITIUS LTD,,Cim Financial Services Ltd,Mauritius,1997-09-30T00:00:00Z,,,FY1997,9/30/97,USD,,Elgin Ltd,,Finance and Insurance,52,Credit Intermediation and Related Activities,522,,,5043459475,,,,,
1587,CIM.MZ,,,,,1998-09-30T00:00:00Z,,,FY1998,9/30/98,USD,,,,,,,,,,,,,,,
1588,CIM.MZ,,,,,1999-09-30T00:00:00Z,,,FY1999,9/30/99,USD,,,,,,,,,,,,,,,
1589,CIM.MZ,,,,,2000-09-30T00:00:00Z,,,FY2000,9/30/00,USD,,,,,,,,,,,,,,,
1590,CIM.MZ,,,,,2001-09-30T00:00:00Z,,,FY2001,9/30/01,USD,,,,,,,,,,,,,,,
1591,CIM.MZ,,,,,2002-09-30T00:00:00Z,,,FY2002,9/30/02,USD,,,,,,,,,,,,,,,
1592,CIM.MZ,,,,,2003-09-30T00:00:00Z,,,FY2003,9/30/03,USD,,,,,,,,,,,,,,,
1593,CIM.MZ,,,,,2004-09-30T00:00:00Z,,,FY2004,9/30/04,USD,,,,,,,,,,,,,,,
1594,CIM.MZ,,,,,2005-09-30T00:00:00Z,,,FY2005,9/30/05,USD,,,,,,,,,,,,,,,
1595,CIM.MZ,,,,,2006-09-30T00:00:00Z,,,FY2006,9/30/06,USD,,,,,,,,,,,,,,,
1596,CIM.MZ,,,,,2007-09-30T00:00:00Z,,,FY2007,9/30/07,USD,,,,,,,,,,,,,,,
1597,CIM.MZ,,,,,2008-09-30T00:00:00Z,,,FY2008,9/30/08,USD,,,,,,,,,,,,,,,
1598,CIM.MZ,,,,,2009-09-30T00:00:00Z,,,FY2009,9/30/09,USD,,,,,,,,,,,,,,,
1599,CIM.MZ,,,,,2010-09-30T00:00:00Z,,,FY2010,9/30/10,USD,,,,,,,,,,,,,,,
1600,CIM.MZ,,,,,2011-09-30T00:00:00Z,102638596.5,0.035087719,FY2011,9/30/11,USD,MUR,,,,,,,,,,,,9315789.474,,
1601,CIM.MZ,,,,,2012-09-30T00:00:00Z,35415841.58,0.0330033,FY2012,9/30/12,USD,MUR,,,,,,,,,,0.118023325,,-7029702.97,,
1602,CIM.MZ,,,,,2012-09-30T00:00:00Z,35415841.58,0.0330033,FY2012,9/30/12,USD,MUR,,,,,,,,,,0.186093921,,-7029702.97,126598158,6.93985293
1603,CIM.MZ,,,,,2014-09-30T00:00:00Z,58164374.8,0.031979533,FY2014,9/30/14,USD,MUR,,,,,,,,,,0.193736706,,18337064.28,131422672,9.292646744
1604,CIM.MZ,,,,,2015-09-30T00:00:00Z,57927417.07,0.028352708,FY2015,9/30/15,USD,MUR,,,,,,,,,,0.150374657,,15883186.84,102333304.1,5.105202073
1605,CIM.MZ,,,,,2016-09-30T00:00:00Z,67871497.31,0.028304557,FY2016,9/30/16,USD,MUR,,,,,,,,,,0.135824412,,18313048.4,92431539.38,5.368938607
1606,CIM.MZ,,,,,2016-09-30T00:00:00Z,67871497.31,0.028304557,FY2016,9/30/16,USD,MUR,,,,,,,,,,0.202931466,,18313048.4,138099390.7,1.596801396
1607,CIM.MZ,,2.14,,,2018-09-30T00:00:00Z,57402104.03,0.029222677,FY2018,9/30/18,USD,MUR,,,,,,,,,,0.212298807,,10718877.85,144474069.4,
1608,CIM.MZ,,,,,2019-09-30T00:00:00Z,60889196.68,0.027700831,FY2019,9/30/19,USD,MUR,,,,,,,,,,0.197260274,,11058171.75,134608808.6,17.12573141
1609,CIM.MZ,,,,,2020-09-30T00:00:00Z,63309823.68,0.025188917,FY2020,9/30/20,USD,MUR,,,,,,,,,,0.162326169,,4949622.166,110466579.8,18.25730861
1610,CIM.MZ,,,,,2021-09-30T00:00:00Z,62475294.12,0.023529412,FY2021,9/30/21,USD,MUR,,,,,,,,,,0.216340621,,9903529.412,147224619.4,18.70460651
1611,CIM.MZ,,,,,2022-09-30T00:00:00Z,65793859.65,0.021929825,FY2022,9/30/22,USD,MUR,,,,,,,,,,0.23945268,,13241228.07,162952890.6,11.88333956
1612,DLTJ.J,JOHANNESBURG STOCK EXCHANGE,,Delta Property Fund Ltd,South Africa,1997-02-28T00:00:00Z,,,FY1997,2/28/97,USD,,Delta Property Fund Ltd,South Africa,Real Estate and Rental and Leasing,53,Real Estate,531,,,5037938493,,,,,
1613,DLTJ.J,,,,,1998-02-28T00:00:00Z,,,FY1998,2/28/98,USD,,,,,,,,,,,,,,,
1614,DLTJ.J,,,,,1999-02-28T00:00:00Z,,,FY1999,2/28/99,USD,,,,,,,,,,,,,,,
1615,DLTJ.J,,,,,2000-02-29T00:00:00Z,,,FY2000,2/29/00,USD,,,,,,,,,,,,,,,
1616,DLTJ.J,,,,,2001-02-28T00:00:00Z,,,FY2001,2/28/01,USD,,,,,,,,,,,,,,,
1617,DLTJ.J,,,,,2002-02-28T00:00:00Z,,,FY2002,2/28/02,USD,,,,,,,,,,,,,,,
1618,DLTJ.J,,,,,2003-02-28T00:00:00Z,,,FY2003,2/28/03,USD,,,,,,,,,,,,,,,
1619,DLTJ.J,,,,,2004-02-29T00:00:00Z,,,FY2004,2/29/04,USD,,,,,,,,,,,,,,,
1620,DLTJ.J,,,,,2005-02-28T00:00:00Z,,,FY2005,2/28/05,USD,,,,,,,,,,,,,,,
1621,DLTJ.J,,,,,2006-02-28T00:00:00Z,,,FY2006,2/28/06,USD,,,,,,,,,,,,,,,
1622,DLTJ.J,,,,,2007-02-28T00:00:00Z,,,FY2007,2/28/07,USD,,,,,,,,,,,,,,,
1623,DLTJ.J,,,,,2008-02-29T00:00:00Z,,,FY2008,2/29/08,USD,,,,,,,,,,,,,,,
1624,DLTJ.J,,,,,2009-02-28T00:00:00Z,,,FY2009,2/28/09,USD,,,,,,,,,,,,,,,
1625,DLTJ.J,,,,,2010-02-28T00:00:00Z,,,FY2010,2/28/10,USD,,,,,,,,,,,,,,,
1626,DLTJ.J,,,,,2011-02-28T00:00:00Z,,,FY2011,2/28/11,USD,,,,,,,,,,,,,,,
1627,DLTJ.J,,,,,2012-02-29T00:00:00Z,,,FY2012,2/29/12,USD,,,,,,,,,,,0.993941689,,,160008328.1,
1628,DLTJ.J,,,,,2013-02-28T00:00:00Z,15593203.34,0.111420613,FY2013,2/28/13,USD,ZAR,,,,,,,,,,0.827988896,,-1930362.117,334978596.7,23.86272725
1629,DLTJ.J,,,,,2014-02-28T00:00:00Z,60802584.48,0.092967043,FY2014,2/28/14,USD,ZAR,,,,,,,,,,0.752204738,,70813368.66,344818050.6,3.894516789
1630,DLTJ.J,,6.67,,,2015-02-28T00:00:00Z,86530652.49,0.085741233,FY2015,2/28/15,USD,ZAR,,,,,,,,,,0.443035928,0.074269112,78116093.63,236181317.2,3.549222798
1631,DLTJ.J,,2.87,,,2016-02-29T00:00:00Z,78679532.05,0.06306562,FY2016,2/29/16,USD,ZAR,,,,,,,,,,0.568053543,0.06279337,43339702.96,403677128.5,5.379681357
1632,DLTJ.J,,6.32,,,2017-02-28T00:00:00Z,123321108.1,0.076249152,FY2017,2/28/17,USD,ZAR,,,,,,,,,,0.530046774,0.068696884,48414398.89,377310873.1,8.198670689
1633,DLTJ.J,,5.24,,,2018-02-28T00:00:00Z,132678418.4,0.084829874,FY2018,2/28/18,USD,ZAR,,,,,,,,,,0.313647864,0.067707825,67700177.29,224016625.5,3.823506921
1634,DLTJ.J,,4.22,,,2019-02-28T00:00:00Z,107127140.5,0.071024241,FY2019,2/28/19,USD,ZAR,,,,,,,,,,0.050737117,0.061027966,-21581567.79,36237957.06,
1635,DLTJ.J,,4.22,,,2020-02-29T00:00:00Z,92941277.88,0.063849214,FY2020,2/29/20,USD,ZAR,,,,,,,,,,0.023528621,0.061027966,-60036649.45,17019594.58,
1636,DLTJ.J,,4.22,,,2021-02-28T00:00:00Z,93308575.06,0.066257636,FY2021,2/28/21,USD,ZAR,,,,,,,,,,0.036893216,0.061027966,-30220505.41,26350231.28,
1637,DLTJ.J,,4.22,,,2022-02-28T00:00:00Z,90436093.06,0.065098233,FY2022,2/28/22,USD,ZAR,,,,,,,,,,0.018230576,0.061027966,-9699701.85,13020818.88,
1638,NHL.NM,NAMIBIAN STOCK EXCHANGE,,Nictus Holdings Ltd,Namibia,1997-03-31T00:00:00Z,,,FY1997,3/31/97,USD,,Nictus Holdings Ltd,Namibia,Retail Trade,44-45,Motor Vehicle and Parts Dealers,441,,,5036767736,,,,,
1639,NHL.NM,,,,,1998-03-31T00:00:00Z,,,FY1998,3/31/98,USD,,,,,,,,,,,,,,,
1640,NHL.NM,,,,,1999-03-31T00:00:00Z,,,FY1999,3/31/99,USD,,,,,,,,,,,,,,,
1641,NHL.NM,,,,,2000-03-31T00:00:00Z,,,FY2000,3/31/00,USD,,,,,,,,,,,,,,,
1642,NHL.NM,,,,,2001-03-31T00:00:00Z,,,FY2001,3/31/01,USD,,,,,,,,,,,,,,,
1643,NHL.NM,,,,,2002-03-31T00:00:00Z,,,FY2002,3/31/02,USD,,,,,,,,,,,,,,,
1644,NHL.NM,,,,,2003-03-31T00:00:00Z,,,FY2003,3/31/03,USD,,,,,,,,,,,,,,,
1645,NHL.NM,,,,,2004-03-31T00:00:00Z,,,FY2004,3/31/04,USD,,,,,,,,,,,,,,,
1646,NHL.NM,,,,,2005-03-31T00:00:00Z,,,FY2005,3/31/05,USD,,,,,,,,,,,,,,,
1647,NHL.NM,,,,,2006-03-31T00:00:00Z,,,FY2006,3/31/06,USD,,,,,,,,,,,,,,,
1648,NHL.NM,,,,,2007-03-31T00:00:00Z,,,FY2007,3/31/07,USD,,,,,,,,,,,,,,,
1649,NHL.NM,,,,,2008-03-31T00:00:00Z,,,FY2008,3/31/08,USD,,,,,,,,,,,,,,,
1650,NHL.NM,,,,,2009-03-31T00:00:00Z,,,FY2009,3/31/09,USD,,,,,,,,,,,,,,,
1651,NHL.NM,,,,,2010-03-31T00:00:00Z,,,FY2010,3/31/10,USD,,,,,,,,,,,,,,,
1652,NHL.NM,,,,,2011-03-31T00:00:00Z,,,FY2011,3/31/11,USD,,,,,,,,,,,,,,,
1653,NHL.NM,,,,,2012-03-31T00:00:00Z,,,FY2012,3/31/12,USD,,,,,,,,,,,,,,,
1654,NHL.NM,,,,,2013-03-31T00:00:00Z,50144765.78,0.108357624,FY2013,3/31/13,USD,NAD,,,,,,,,,,0.238901055,,-1019861.952,12277629.94,
1655,NHL.NM,,,,,2014-03-31T00:00:00Z,68869264.66,0.09495594,FY2014,3/31/14,USD,NAD,,,,,,,,,,0.217845148,,2331073.382,11089780.39,
1656,NHL.NM,,,,,2015-03-31T00:00:00Z,85883129.09,0.082466065,FY2015,3/31/15,USD,NAD,,,,,,,,,,0.155413329,,2371476.637,7604417.424,
1657,NHL.NM,,,,,2016-03-31T00:00:00Z,63079285.03,0.067782364,FY2016,3/31/16,USD,NAD,,,,,,,,,,0.138121547,,1898245.115,7784299.874,
1658,NHL.NM,,,,,2017-03-31T00:00:00Z,72501678.28,0.074590127,FY2017,3/31/17,USD,NAD,,,,,,,,,,0.146209009,,1454731.252,8173905.109,
1659,NHL.NM,,,,,2018-03-31T00:00:00Z,4005038.809,0.084573748,FY2018,3/31/18,USD,NAD,,,,,,,,,,0.13163572,,457660.7343,6704975.849,
1660,NHL.NM,,,,,2019-03-31T00:00:00Z,46844313.86,0.069132389,FY2019,3/31/19,USD,NAD,,,,,,,,,,0.111570565,,494711.3723,6110578.332,
1661,NHL.NM,,,,,2020-03-31T00:00:00Z,35365388.93,0.056041246,FY2020,3/31/20,USD,NAD,,,,,,,,,,0.103172389,,412575.6557,5785424.979,11.33301248
1662,NHL.NM,,,,,2021-03-31T00:00:00Z,44467190.36,0.067718562,FY2021,3/31/21,USD,NAD,,,,,,,,,,0.109552338,,1228956.457,5848270.396,3.612188391
1663,NHL.NM,,,,,2022-06-30T00:00:00Z,,,FY2022,6/30/22,USD,,,,,,,,,,,0.103939608,,,5500113.206,
1664,UMEME.UG,UGANDA SECURITIES EXCHANGE,,Umeme Ltd,Uganda,1996-12-31T00:00:00Z,,,FY1996,12/31/96,USD,,Umeme Ltd,Uganda,Utilities,22,Utilities,221,,,5001208962,,,,,
1665,UMEME.UG,,,,,1997-12-31T00:00:00Z,,,FY1997,12/31/97,USD,,,,,,,,,,,,,,,
1666,UMEME.UG,,,,,1998-12-31T00:00:00Z,,,FY1998,12/31/98,USD,,,,,,,,,,,,,,,
1667,UMEME.UG,,,,,1999-12-31T00:00:00Z,,,FY1999,12/31/99,USD,,,,,,,,,,,,,,,
1668,UMEME.UG,,,,,2000-12-31T00:00:00Z,,,FY2000,12/31/00,USD,,,,,,,,,,,,,,,
1669,UMEME.UG,,,,,2001-12-31T00:00:00Z,,,FY2001,12/31/01,USD,,,,,,,,,,,,,,,
1670,UMEME.UG,,,,,2002-12-31T00:00:00Z,,,FY2002,12/31/02,USD,,,,,,,,,,,,,,,
1671,UMEME.UG,,,,,2003-12-31T00:00:00Z,,,FY2003,12/31/03,USD,,,,,,,,,,,,,,,
1672,UMEME.UG,,,,,2004-12-31T00:00:00Z,,,FY2004,12/31/04,USD,,,,,,,,,,,,,,,
1673,UMEME.UG,,,,,2005-12-31T00:00:00Z,,,FY2005,12/31/05,USD,,,,,,,,,,,,,,,
1674,UMEME.UG,,,,,2006-12-31T00:00:00Z,,,FY2006,12/31/06,USD,,,,,,,,,,,,,,,
1675,UMEME.UG,,,,,2007-12-31T00:00:00Z,,,FY2007,12/31/07,USD,,,,,,,,,,,,,,,
1676,UMEME.UG,,,,,2008-12-31T00:00:00Z,,,FY2008,12/31/08,USD,,,,,,,,,,,,,,,
1677,UMEME.UG,,,,,2009-12-31T00:00:00Z,,,FY2009,12/31/09,USD,,,,,,,,,,,,,,,
1678,UMEME.UG,,,,,2010-12-31T00:00:00Z,,,FY2010,12/31/10,USD,,,,,,,,,,,,,,,
1679,UMEME.UG,,,,,2011-12-31T00:00:00Z,184671919.2,0.00040404,FY2011,12/31/11,USD,UGX,,,,,,,,,,0.102688574,,9296565.657,,
1680,UMEME.UG,,,,,2012-12-31T00:00:00Z,320131098.7,0.000372439,FY2012,12/31/12,USD,UGX,,,,,,,,,,0.144956315,,21270018.62,,7.607716935
1681,UMEME.UG,,10.17,,,2013-12-31T00:00:00Z,383539316.9,0.000397141,FY2013,12/31/13,USD,UGX,,,,,,,,,,0.183103698,0.017876214,33227561.56,296478088.4,10.96539798
1682,UMEME.UG,,,,,2014-12-31T00:00:00Z,353457700.7,0.000361533,FY2014,12/31/14,USD,UGX,,,,,,,,,,0.187110187,0.023314126,25485538.68,303844117.4,36.86377081
1683,UMEME.UG,,,,,2015-12-31T00:00:00Z,344819720.8,0.000297,FY2015,12/31/15,USD,UGX,,,,,,,,,,0.135809313,0.024249182,31439560.44,220721282.2,4.828823147
1684,UMEME.UG,,,,,2016-12-31T00:00:00Z,376756172,0.000277393,FY2016,12/31/16,USD,UGX,,,,,,,,,,0.110375276,0.023345354,38511511.79,178841190,17.52197255
1685,UMEME.UG,,,,,2017-12-31T00:00:00Z,408921255.5,0.00027533,FY2017,12/31/17,USD,UGX,,,,,,,,,,0.086223621,0.029517641,9772577.093,140470078.6,3.606874974
1686,UMEME.UG,,,,,2018-12-31T00:00:00Z,403652582.9,0.000270321,FY2018,12/31/18,USD,UGX,,,,,,,,,,0.063661202,0.026468396,35902738.36,103378026,2.861676623
1687,UMEME.UG,,,,,2019-12-31T00:00:00Z,485409016.4,0.000273224,FY2019,12/31/19,USD,UGX,,,,,,,,,,0.060102091,0.025705109,38019672.13,97512827.83,3.56753349
1688,UMEME.UG,,,,,2020-12-31T00:00:00Z,455399232.2,0.000274198,FY2020,12/31/20,USD,UGX,,,,,,,,,,0.053374753,0.020335454,11812722.79,86674087.25,4.412390928
1689,UMEME.UG,,,,,2021-12-31T00:00:00Z,532340581.8,0.000282406,FY2021,12/31/21,USD,UGX,,,,,,,,,,0.074123989,0.015805648,39294267.16,120368315.7,2.876206202
1690,MDIJ.J,JOHANNESBURG STOCK EXCHANGE,,Master Drilling Group Ltd,South Africa,1996-12-31T00:00:00Z,,,FY1996,12/31/96,USD,,Master Drilling Group Ltd,South Africa,"Mining, Quarrying, and Oil and Gas Extraction",21,Support Activities for Mining,213,,,5037971263,,,,,
1691,MDIJ.J,,,,,1997-12-31T00:00:00Z,,,FY1997,12/31/97,USD,,,,,,,,,,,,,,,
1692,MDIJ.J,,,,,1998-12-31T00:00:00Z,,,FY1998,12/31/98,USD,,,,,,,,,,,,,,,
1693,MDIJ.J,,,,,1999-12-31T00:00:00Z,,,FY1999,12/31/99,USD,,,,,,,,,,,,,,,
1694,MDIJ.J,,,,,2000-12-31T00:00:00Z,,,FY2000,12/31/00,USD,,,,,,,,,,,,,,,
1695,MDIJ.J,,,,,2001-12-31T00:00:00Z,,,FY2001,12/31/01,USD,,,,,,,,,,,,,,,
1696,MDIJ.J,,,,,2002-12-31T00:00:00Z,,,FY2002,12/31/02,USD,,,,,,,,,,,,,,,
1697,MDIJ.J,,,,,2003-12-31T00:00:00Z,,,FY2003,12/31/03,USD,,,,,,,,,,,,,,,
1698,MDIJ.J,,,,,2004-12-31T00:00:00Z,,,FY2004,12/31/04,USD,,,,,,,,,,,,,,,
1699,MDIJ.J,,,,,2005-12-31T00:00:00Z,,,FY2005,12/31/05,USD,,,,,,,,,,,,,,,
1700,MDIJ.J,,,,,2006-12-31T00:00:00Z,,,FY2006,12/31/06,USD,,,,,,,,,,,,,,,
1701,MDIJ.J,,,,,2007-12-31T00:00:00Z,,,FY2007,12/31/07,USD,,,,,,,,,,,,,,,
1702,MDIJ.J,,,,,2008-12-31T00:00:00Z,,,FY2008,12/31/08,USD,,,,,,,,,,,,,,,
1703,MDIJ.J,,,,,2009-12-31T00:00:00Z,52982060,1,FY2009,12/31/09,USD,USD,,,,,,,,,,,,5918930,,
1704,MDIJ.J,,,,,2010-12-31T00:00:00Z,66694491,1,FY2010,12/31/10,USD,USD,,,,,,,,,,,,8985798,,
1705,MDIJ.J,,,,,2011-12-31T00:00:00Z,94631187,1,FY2011,12/31/11,USD,USD,,,,,,,,,,1.053104885,,11674908,156139112.8,11.94402727
1706,MDIJ.J,,,,,2012-12-31T00:00:00Z,10822978,1,FY2012,12/31/12,USD,USD,,,,,,,,,,0.93998277,,1296411,139367007,33.70321872
1707,MDIJ.J,,,,,2013-12-31T00:00:00Z,119688645,1,FY2013,12/31/13,USD,USD,,,,,,,,,,1.143005361,,15795744,169468251,10.72338269
1708,MDIJ.J,,,,,2014-12-31T00:00:00Z,132034310,1,FY2014,12/31/14,USD,USD,,,,,,,,,,0.866668823,,18453461,128497078.5,7.335947372
1709,MDIJ.J,,,,,2015-12-31T00:00:00Z,119867646,1,FY2015,12/31/15,USD,USD,,,,,,,,,,1.092410659,0.112,21114899,164151624.1,8.227222918
1710,MDIJ.J,,,,,2016-12-31T00:00:00Z,118102983,1,FY2016,12/31/16,USD,USD,,,,,,,,,,1.019631961,0.136,22319894,153549208.6,7.133785499
1711,MDIJ.J,,,,,2017-12-31T00:00:00Z,121424109,1,FY2017,12/31/17,USD,USD,,,,,,,,,,0.708844173,0.123,17450066,106746812.4,6.412558104
1712,MDIJ.J,,,,,2018-12-31T00:00:00Z,138721765,1,FY2018,12/31/18,USD,USD,,,,,,,,,,0.734616292,0.11,17471798,110627907.4,7.180298032
1713,MDIJ.J,,,,,2019-12-31T00:00:00Z,148327852,1,FY2019,12/31/19,USD,USD,,,,,,,,,,0.513688075,0.11,15381570,77238989.33,6.513941421
1714,MDIJ.J,,,,,2020-12-31T00:00:00Z,123141882,1,FY2020,12/31/20,USD,USD,,,,,,,,,,0.721014948,,3207167,108584656.2,14.16724769
1715,MDIJ.J,,,,,2021-12-31T00:00:00Z,171836530,1,FY2021,12/31/21,USD,USD,,,,,,,,,,0.853657818,,19914310,128892110.9,5.306177385
1716,UCAP.LG,THE NIGERIAN STOCK EXCHANGE,,United Capital PLC,Nigeria,1996-12-31T00:00:00Z,,,FY1996,12/31/96,USD,,United Capital PLC,Nigeria,Finance and Insurance,52,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",523,,,5038042666,,,,,
1717,UCAP.LG,,,,,1997-12-31T00:00:00Z,,,FY1997,12/31/97,USD,,,,,,,,,,,,,,,
1718,UCAP.LG,,,,,1998-12-31T00:00:00Z,,,FY1998,12/31/98,USD,,,,,,,,,,,,,,,
1719,UCAP.LG,,,,,1999-12-31T00:00:00Z,,,FY1999,12/31/99,USD,,,,,,,,,,,,,,,
1720,UCAP.LG,,,,,2000-12-31T00:00:00Z,,,FY2000,12/31/00,USD,,,,,,,,,,,,,,,
1721,UCAP.LG,,,,,2001-12-31T00:00:00Z,,,FY2001,12/31/01,USD,,,,,,,,,,,,,,,
1722,UCAP.LG,,,,,2002-12-31T00:00:00Z,,,FY2002,12/31/02,USD,,,,,,,,,,,,,,,
1723,UCAP.LG,,,,,2003-12-31T00:00:00Z,,,FY2003,12/31/03,USD,,,,,,,,,,,,,,,
1724,UCAP.LG,,,,,2004-12-31T00:00:00Z,,,FY2004,12/31/04,USD,,,,,,,,,,,,,,,
1725,UCAP.LG,,,,,2005-12-31T00:00:00Z,,,FY2005,12/31/05,USD,,,,,,,,,,,,,,,
1726,UCAP.LG,,,,,2006-12-31T00:00:00Z,,,FY2006,12/31/06,USD,,,,,,,,,,,,,,,
1727,UCAP.LG,,,,,2007-12-31T00:00:00Z,,,FY2007,12/31/07,USD,,,,,,,,,,,,,,,
1728,UCAP.LG,,,,,2008-12-31T00:00:00Z,,,FY2008,12/31/08,USD,,,,,,,,,,,,,,,
1729,UCAP.LG,,,,,2009-12-31T00:00:00Z,,,FY2009,12/31/09,USD,,,,,,,,,,,,,,,
1730,UCAP.LG,,,,,2010-12-31T00:00:00Z,,,FY2010,12/31/10,USD,,,,,,,,,,,,,,,
1731,UCAP.LG,,,,,2011-12-31T00:00:00Z,,,FY2011,12/31/11,USD,,,,,,,,,,,,,,,
