,Instrument,Exchange Name,Return On Assets - Actual,Company Name,Country of Headquarters,Date,Revenue from Business Activities - Total,Exchange Rate,Financial Period Absolute,Period End Date,Currency,Reported Currency,Organization Ultimate Parent,Country of Headquarters,NAICS Sector Name,NAICS Sector Code,NAICS Subsector Name,NAICS Subsector Code,SIC Industry Name,SIC Industry Group Name,Ultimate Parent Id,Price Close,Earnings Per Share - Mean,Net Income after Tax,Company Market Capitalization,P/E (Daily Time Series Ratio)
14895,OKOMUOI.LG,,,,,2012-12-31T00:00:00Z,64997847.53,0.00640615,FY2012,12/31/12,USD,NGN,,,,,,,,,,0.275171982,,23002966.05,262489305.8,11.6888844
14896,OKOMUOI.LG,,1.39,,,2013-12-31T00:00:00Z,55412288.93,0.006253909,FY2013,12/31/13,USD,NGN,,,,,,,,,,0.138600328,0.016788153,13084265.17,132212238.9,8.230519481
14897,OKOMUOI.LG,,4.94,,,2014-12-31T00:00:00Z,47324866.05,0.005467469,FY2014,12/31/14,USD,NGN,,,,,,,,,,0.152261307,0.011848341,8493466.375,145243582.9,17.28090887
14898,OKOMUOI.LG,,,,,2015-12-31T00:00:00Z,48934748.74,0.005025126,FY2015,12/31/15,USD,NGN,,,,,,,,,,0.132051282,0.012032193,13364859.3,125965038.5,8.269328552
14899,OKOMUOI.LG,,22.04,,,2016-12-31T00:00:00Z,47221354.37,0.003287311,FY2016,12/31/16,USD,NGN,,,,,,,,,,0.220956422,0.013007344,16141594.35,210772540.9,9.056148388
14900,OKOMUOI.LG,,,,,2017-12-31T00:00:00Z,66139768.24,0.00326424,FY2017,12/31/17,USD,NGN,,,,,,,,,,0.248208469,0.028633797,30404184.76,236768540.7,7.151249873
14901,OKOMUOI.LG,,24.4,,,2018-12-31T00:00:00Z,65985892.51,0.003257329,FY2018,12/31/18,USD,NGN,,,,,,,,,,0.181699346,0.032197515,27693319.22,173324823.5,9.856216241
14902,OKOMUOI.LG,,13.49,,,2019-12-31T00:00:00Z,61657748.37,0.003267974,FY2019,12/31/19,USD,NGN,,,,,,,,,,0.23903336,0.019557045,16502081.7,228016312.1,14.62202076
14903,OKOMUOI.LG,,15.11,,,2020-12-31T00:00:00Z,61493774.63,0.00262674,FY2020,12/31/20,USD,NGN,,,,,,,,,,0.344911343,0.018833727,7729099.028,329014379.4,14.18767091
14904,OKOMUOI.LG,,23.26,,,2021-12-31T00:00:00Z,90829504.49,0.002428953,FY2021,12/31/21,USD,NGN,,,,,,,,,,0.36864918,0.034388234,28027612.34,351658139.3,8.3556996
14905,OMUJ.J,JOHANNESBURG STOCK EXCHANGE,,Old Mutual Ltd,South Africa,1996-12-31T00:00:00Z,,,FY1996,12/31/96,USD,,Old Mutual Ltd,South Africa,Finance and Insurance,52,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",523,,,5064609880,,,,,
14906,OMUJ.J,,,,,1997-12-31T00:00:00Z,,,FY1997,12/31/97,USD,,,,,,,,,,,,,,,
14907,OMUJ.J,,,,,1998-12-31T00:00:00Z,12544497343,0.169909099,FY1998,12/31/98,USD,ZAR,,,,,,,,,,1.228709139,,-15571620.34,3703386576,
14908,OMUJ.J,,,,,1999-12-31T00:00:00Z,19959437915,0.162800163,FY1999,12/31/99,USD,ZAR,,,,,,,,,,1.14813092,0.257401313,2263988446,3567585082,
14909,OMUJ.J,,,,,2000-12-31T00:00:00Z,10346583763,0.131839156,FY2000,12/31/00,USD,ZAR,,,,,,,,,,0.588676099,0.252982304,1286929791,1928354269,3.949724452
14910,OMUJ.J,,,,,2001-12-31T00:00:00Z,8924841044,0.083542189,FY2001,12/31/01,USD,ZAR,,,,,,,,,,0.660250948,0.168489102,-132588167.8,2185192507,3.162403963
14911,OMUJ.J,,0.34,,,2002-12-31T00:00:00Z,15284930709,0.117027501,FY2002,12/31/02,USD,ZAR,,,,,,,,,,0.780688799,0.270280632,447013860,2631489694,4.891710402
14912,OMUJ.J,,0.55,,,2003-12-31T00:00:00Z,18520847424,0.149812734,FY2003,12/31/03,USD,ZAR,,,,,,,,,,1.187089018,0.20901281,372185752.1,4001334119,5.955521256
14913,OMUJ.J,,0.86,,,2004-12-31T00:00:00Z,23926459232,0.177301821,FY2004,12/31/04,USD,ZAR,,,,,,,,,,1.332420321,0.34335,1441503551,4765442377,2.739531069
14914,OMUJ.J,,0.94,,,2005-12-31T00:00:00Z,26333687920,0.158541419,FY2005,12/31/05,USD,ZAR,,,,,,,,,,1.600865256,0.374378055,2050409288,7702167138,3.854980696
14915,OMUJ.J,,0.718,,,2006-12-31T00:00:00Z,32921271354,0.143061516,FY2006,12/31/06,USD,ZAR,,,,,,,,,,1.568205748,0.29836214,1950189669,7561086874,3.650314844
14916,OMUJ.J,,0.644,,,2007-12-31T00:00:00Z,32638725149,0.14619883,FY2007,12/31/07,USD,ZAR,,,,,,,,,,0.376942973,0.363475776,2560141740,1740390467,1.322747337
14917,OMUJ.J,,0.445,,,2008-12-31T00:00:00Z,-3949976736,0.105932203,FY2008,12/31/08,USD,ZAR,,,,,,,,,,0.835035666,0.209397671,1093125653,3856362555,
14918,OMUJ.J,,0.386,,,2009-12-31T00:00:00Z,31802181363,0.135317997,FY2009,12/31/09,USD,ZAR,,,,,,,,,,0.921578155,0.2397745,-82979099.76,4399343736,
14919,OMUJ.J,,,,,2010-12-31T00:00:00Z,29667688699,0.151526631,FY2010,12/31/10,USD,ZAR,,,,,,,,,,0.989234542,0.298839826,1203390922,4813378951,3.938985927
14920,OMUJ.J,,,,,2011-12-31T00:00:00Z,14063888287,0.12399256,FY2011,12/31/11,USD,ZAR,,,,,,,,,,1.338332353,0.294169474,1105389421,6548016141,24.01992428
14921,OMUJ.J,,,,,2012-12-31T00:00:00Z,30887354657,0.118326392,FY2012,12/31/12,USD,ZAR,,,,,,,,,,1.449584022,0.255340773,1405088700,7098901238,7.54127685
14922,OMUJ.J,,0.47,,,2013-12-31T00:00:00Z,14257741669,0.09572126,FY2013,12/31/13,USD,ZAR,,,,,,,,,,1.385606328,0.284083209,1411657591,6798573554,9.81325937
14923,OMUJ.J,,0.61,,,2014-12-31T00:00:00Z,14079520247,0.086460315,FY2014,12/31/14,USD,ZAR,,,,,,,,,,1.238130669,0.249661342,1390227396,6102303606,7.66820222
14924,OMUJ.J,,0.67,,,2015-12-31T00:00:00Z,11198964098,0.064676778,FY2015,12/31/15,USD,ZAR,,,,,,,,,,1.158380889,0.259168536,1077260119,5710743854,7.561481517
14925,OMUJ.J,,,,,2016-12-31T00:00:00Z,8429440262,0.072827377,FY2016,12/31/16,USD,ZAR,,,,,,,,,,1.420201815,0.205022848,-1278819122,7005451174,93.59595947
14926,OMUJ.J,,,,,2017-12-31T00:00:00Z,9329817433,0.080923172,FY2017,12/31/17,USD,ZAR,,,,,,,,,,1.336028159,0.289565954,-1170387324,6602577968,
14927,OMUJ.J,,,,,2018-12-31T00:00:00Z,8927324305,0.069699525,FY2018,12/31/18,USD,ZAR,,,,,,,,,,1.202233228,0.180677578,348288528.2,5660779652,16.8247006
14928,OMUJ.J,,,,,2019-12-31T00:00:00Z,9374575702,0.071460729,FY2019,12/31/19,USD,ZAR,,,,,,,,,,0.692728215,0.158297109,682521420.4,3261747966,
14929,OMUJ.J,,,,,2020-12-31T00:00:00Z,8713694359,0.068083716,FY2020,12/31/20,USD,ZAR,,,,,,,,,,0.819154458,0.07479645,-364111711.8,3857032710,16.59803611
14930,OMUJ.J,,0.54,,,2021-12-31T00:00:00Z,8086992953,0.062530875,FY2021,12/31/21,USD,ZAR,,,,,,,,,,0.615134906,0.080588887,466667917.3,3022699415,5.275421378
14931,OMNJ.J,JOHANNESBURG STOCK EXCHANGE,,Omnia Holdings Ltd,South Africa,1996-12-31T00:00:00Z,,,FY1996,12/31/96,USD,,Omnia Holdings Ltd,South Africa,Manufacturing,31-33,Chemical Manufacturing,325,,,4295889199,1.270130532,,,,
14932,OMNJ.J,,,,,1997-12-31T00:00:00Z,,,FY1997,12/31/97,USD,,,,,,,,,,,0.721954575,,,43091477.42,
14933,OMNJ.J,,,,,1998-12-31T00:00:00Z,196260810.5,0.169909099,FY1998,12/31/98,USD,ZAR,,,,,,,,,,0.744965233,,10079007.73,46705398.57,
14934,OMNJ.J,,,,,2000-03-31T00:00:00Z,,,FY2000,3/31/00,USD,,,,,,,,,,,0.339064164,,,21257538.89,
14935,OMNJ.J,,,,,2001-03-31T00:00:00Z,,,FY2001,3/31/01,USD,,,,,,,,,,,0.368988291,,,23133353.8,5.252517981
14936,OMNJ.J,,,,,2002-03-31T00:00:00Z,163455163.3,0.088261253,FY2002,3/31/02,USD,ZAR,,,,,,,,,,1.177714663,,9653839.365,73835649,3.835173436
14937,OMNJ.J,,,,,2003-03-31T00:00:00Z,293855019.5,0.126930937,FY2003,3/31/03,USD,ZAR,,,,,,,,,,2.010201608,,45676351.5,131695749.1,4.05409931
14938,OMNJ.J,,13.82,,,2004-03-31T00:00:00Z,523109692.9,0.159553251,FY2004,3/31/04,USD,ZAR,,,,,,,,,,4.756123068,0.426948301,37814439.57,330804810.9,8.39601302
14939,OMNJ.J,,9.57,,,2005-03-31T00:00:00Z,685500681,0.16024357,FY2005,3/31/05,USD,ZAR,,,,,,,,,,3.3682629,0.642201564,34803461.26,234274335.5,7.978533295
14940,OMNJ.J,,6.097,,,2006-03-31T00:00:00Z,704728278.6,0.162707452,FY2006,3/31/06,USD,ZAR,,,,,,,,,,4.974997345,0.393768945,25060689.88,346028273.8,13.18922243
14941,OMNJ.J,,8.751,,,2007-03-31T00:00:00Z,764787983.4,0.138121547,FY2007,3/31/07,USD,ZAR,,,,,,,,,,5.885129707,0.558754125,33939779.01,409331127.8,10.48007623
14942,OMNJ.J,,8.384,,,2008-03-31T00:00:00Z,904497843.5,0.123228589,FY2008,3/31/08,USD,ZAR,,,,,,,,,,3.00568661,0.642643834,37831176.83,209055900.4,3.451248662
14943,OMNJ.J,,9.631,,,2009-03-31T00:00:00Z,1166117420,0.104951617,FY2009,3/31/09,USD,ZAR,,,,,,,,,,4.501447317,0.815953967,51006486.01,327453238.6,134.0061862
14944,OMNJ.J,,,,,2010-03-31T00:00:00Z,1212500000,0.137362637,FY2010,3/31/10,USD,ZAR,,,,,,,,,,6.97523311,0.151035105,12912087.91,674677085.9,10.00033692
14945,OMNJ.J,,,,,2011-03-31T00:00:00Z,1384651768,0.147806551,FY2011,3/31/11,USD,ZAR,,,,,,,,,,6.455730093,0.665688842,66956367.51,624428330.6,9.855861919
14946,OMNJ.J,,,,,2012-03-31T00:00:00Z,1430718954,0.130718954,FY2012,3/31/12,USD,ZAR,,,,,,,,,,9.72189686,0.781481529,82875816.99,940347216.9,12.19812559
14947,OMNJ.J,,,,,2013-03-31T00:00:00Z,1457228099,0.108489287,FY2013,3/31/13,USD,ZAR,,,,,,,,,,11.56865172,0.968128072,95579061.57,1118973962,19.02186541
14948,OMNJ.J,,,,,2014-03-31T00:00:00Z,1545165122,0.09503445,FY2014,3/31/14,USD,ZAR,,,,,,,,,,9.365390074,,94274174.39,919920665.9,17.40294423
14949,OMNJ.J,,8.73,,,2015-03-31T00:00:00Z,1388396355,0.082470826,FY2015,3/31/15,USD,ZAR,,,,,,,,,,5.152936505,0.670642135,77027751.43,506150063.5,10.46941294
14950,OMNJ.J,,5.724,,,2016-03-31T00:00:00Z,1136165053,0.067733698,FY2016,3/31/16,USD,ZAR,,,,,,,,,,8.063004129,0.523997413,43485034.24,791993079.8,21.29597024
14951,OMNJ.J,,4.78,,,2017-03-31T00:00:00Z,1212322183,0.074517314,FY2017,3/31/17,USD,ZAR,,,,,,,,,,7.162129809,0.590769014,44114249.95,710223965,13.96374738
14952,OMNJ.J,,4.758,,,2018-03-31T00:00:00Z,1468345871,0.084523709,FY2018,3/31/18,USD,ZAR,,,,,,,,,,3.524658242,0.549965764,52235652.1,350058345.2,18.78629671
14953,OMNJ.J,,,,,2019-03-31T00:00:00Z,1286242016,0.069048852,FY2019,3/31/19,USD,ZAR,,,,,,,,,,2.075953334,0.264159808,-29967201.8,350944422.2,
14954,OMNJ.J,,3.899,,,2020-03-31T00:00:00Z,999035885.2,0.056053183,FY2020,3/31/20,USD,ZAR,,,,,,,,,,2.701010836,0.104667964,4876626.944,456611751.2,25.02201665
14955,OMNJ.J,,3.81,,,2021-03-31T00:00:00Z,1113059967,0.067720855,FY2021,3/31/21,USD,ZAR,,,,,,,,,,3.711996421,0.234626971,40971117.06,627521061.1,11.62083945
14956,OMNJ.J,,,,,2022-03-31T00:00:00Z,1467905614,0.068475328,FY2022,3/31/22,USD,ZAR,,,,,,,,,,3.679047776,0.531544926,74843533.87,621951021.1,9.046475981
14957,OREJ.J^L19,,,Orion Real Estate Ltd,South Africa,1997-06-30T00:00:00Z,,,FY1997,6/30/97,USD,,Orion Real Estate Ltd,South Africa,Construction,23,Heavy and Civil Engineering Construction,237,,,4295888932,,,,,
14958,OREJ.J^L19,,,,,1998-06-30T00:00:00Z,,,FY1998,6/30/98,USD,,,,,,,,,,,0.101945459,,,,
14959,OREJ.J^L19,,,,,1999-06-30T00:00:00Z,,,FY1999,6/30/99,USD,,,,,,,,,,,0.097497563,,,,
14960,OREJ.J^L19,,,,,2000-06-30T00:00:00Z,,,FY2000,6/30/00,USD,,,,,,,,,,,0.006591958,,,,
14961,OREJ.J^L19,,,,,2001-06-30T00:00:00Z,2322094.585,0.124322443,FY2001,6/30/01,USD,ZAR,,,,,,,,,,0.008354219,,330573.3751,,2.10925965
14962,OREJ.J^L19,,,,,2002-06-30T00:00:00Z,1087664.554,0.097513408,FY2002,6/30/02,USD,ZAR,,,,,,,,,,0.01170275,,-35202.34032,,2.10925965
14963,OREJ.J^L19,,,,,2003-06-30T00:00:00Z,1487817.938,0.133868809,FY2003,6/30/03,USD,ZAR,,,,,,,,,,0.059925094,,-551941.0977,,
14964,OREJ.J^L19,,,,,2004-06-30T00:00:00Z,2866205.775,0.162667751,FY2004,6/30/04,USD,ZAR,,,,,,,,,,0.017730182,,-2487027.247,,
14965,OREJ.J^L19,,,,,2005-06-30T00:00:00Z,4240420.736,0.15026296,FY2005,6/30/05,USD,ZAR,,,,,,,,,,0.010305192,,889706.9872,,0.379562044
14966,OREJ.J^L19,,,,,2006-06-30T00:00:00Z,2467057.51,0.139586823,FY2006,6/30/06,USD,ZAR,,,,,,,,,,0.035765379,,2897543.272,,4.798464491
14967,OREJ.J^L19,,,,,2007-06-30T00:00:00Z,3539483.626,0.142565901,FY2007,6/30/07,USD,ZAR,,,,,,,,,,0.087719298,,2974209.828,,5.625879044
14968,OREJ.J^L19,,,,,2008-06-30T00:00:00Z,3549005.083,0.127717183,FY2008,6/30/08,USD,ZAR,,,,,,,,,,0.029661017,,3739175.969,,3.086760004
14969,OREJ.J^L19,,,,,2009-06-30T00:00:00Z,7115416.461,0.129617628,FY2009,6/30/09,USD,ZAR,,,,,,,,,,0.040595399,,16195191.19,,0.574822763
14970,OREJ.J^L19,,,,,2009-06-30T00:00:00Z,7115416.461,0.129617628,FY2009,6/30/09,USD,ZAR,,,,,,,,,,0.031820592,,16195191.19,,0.404242623
14971,OREJ.J^L19,,,,,2011-06-30T00:00:00Z,12167130.21,0.148301943,FY2011,6/30/11,USD,ZAR,,,,,,,,,,0.03099814,,-273513.5696,,
14972,OREJ.J^L19,,,,,2012-06-30T00:00:00Z,11130932.84,0.12254902,FY2012,6/30/12,USD,ZAR,,,,,,,,,,0.037864445,,5867600.123,,4.183006536
14973,OREJ.J^L19,,,,,2012-06-30T00:00:00Z,11130932.84,0.12254902,FY2012,6/30/12,USD,ZAR,,,,,,,,,,0.028716378,,5867600.123,,3.905233012
14974,OREJ.J^L19,,,,,2014-06-30T00:00:00Z,9094303.273,0.094037991,FY2014,6/30/14,USD,ZAR,,,,,,,,,,0.026802698,,3754247.79,,5.616959594
14975,OREJ.J^L19,,,,,2015-06-30T00:00:00Z,8183156.212,0.082203717,FY2015,6/30/15,USD,ZAR,,,,,,,,,,0.025870711,,9027144.325,,6.18716164
14976,OREJ.J^L19,,,,,2016-06-30T00:00:00Z,5585523.433,0.068119891,FY2016,6/30/16,USD,ZAR,,,,,,,,,,0.040783331,,196583.5831,,3.175323203
14977,OREJ.J^L19,,,,,2017-06-30T00:00:00Z,6921722.309,0.076642448,FY2017,6/30/17,USD,ZAR,,,,,,,,,,0.053409293,,-326697.3236,,776.4705882
14978,OREJ.J^L19,,,,,2017-06-30T00:00:00Z,6921722.309,0.076642448,FY2017,6/30/17,USD,ZAR,,,,,,,,,,0.040283652,,-326697.3236,,140.0966184
14979,OREJ.J^L19,,,,,2019-06-30T00:00:00Z,6473413.059,0.07105654,FY2019,6/30/19,USD,ZAR,,,,,,,,,,0.001352823,,-7691893.586,,
14980,OREJ.J^L19,,,,,2019-06-30T00:00:00Z,6473413.059,0.07105654,FY2019,6/30/19,USD,ZAR,,,,,,,,,,0.001352823,,-7691893.586,,
14981,OREJ.J^L19,,,,,2021-06-30T00:00:00Z,,,FY2021,6/30/21,USD,,,,,,,,,,,0.001352823,,,,
14982,OREJ.J^L19,,,,,2022-06-30T00:00:00Z,4838925.762,0.061455261,FY2022,6/30/22,USD,ZAR,,,,,,,,,,0.001352823,,4942969.518,,
14983,SLAM.NR,NAIROBI STOCK EXCHANGE,,Sanlam Kenya PLC,Kenya,1996-12-31T00:00:00Z,,,FY1996,12/31/96,USD,,Hubris Holdings Ltd,South Africa,Finance and Insurance,52,Insurance Carriers and Related Activities,524,,,5043465945,0.214211183,,,,
14984,SLAM.NR,,,,,1997-12-31T00:00:00Z,,,FY1997,12/31/97,USD,,,,,,,,,,,0.134625808,,,,
14985,SLAM.NR,,,,,1998-12-31T00:00:00Z,,,FY1998,12/31/98,USD,,,,,,,,,,,0.123711402,,,,
14986,SLAM.NR,,,,,1999-12-31T00:00:00Z,,,FY1999,12/31/99,USD,,,,,,,,,,,0.046738923,,,,
14987,SLAM.NR,,,,,2000-12-31T00:00:00Z,5008992.944,0.012828736,FY2000,12/31/00,USD,KES,,,,,,,,,,0.055414579,,-839371.3919,,
14988,SLAM.NR,,,,,2001-12-31T00:00:00Z,4543836.839,0.012746973,FY2001,12/31/01,USD,KES,,,,,,,,,,0.030146441,,-1942090.504,,
14989,SLAM.NR,,,,,2002-12-31T00:00:00Z,4715310.078,0.012919897,FY2002,12/31/02,USD,KES,,,,,,,,,,0.103478696,,-215529.7158,,
14990,SLAM.NR,,,,,2003-12-31T00:00:00Z,14046416.34,0.013175231,FY2003,12/31/03,USD,KES,,,,,,,,,,0.090497783,,-308827.4045,,
14991,SLAM.NR,,,,,2004-12-31T00:00:00Z,13796828.03,0.012738854,FY2004,12/31/04,USD,KES,,,,,,,,,,0.184289426,,1195044.586,,13.64443307
14992,SLAM.NR,,,,,2005-12-31T00:00:00Z,22203151.35,0.0138217,FY2005,12/31/05,USD,KES,,,,,,,,,,0.438533648,,2440981.341,,16.57933903
14993,SLAM.NR,,,,,2006-12-31T00:00:00Z,30189748.38,0.014378145,FY2006,12/31/06,USD,KES,,,,,,,,,,0.522309972,,6122372.394,,9.222010263
14994,SLAM.NR,,,,,2007-12-31T00:00:00Z,32743014.13,0.015698587,FY2007,12/31/07,USD,KES,,,,,,,,,,0.2666668,,2318241.758,,4.826723139
14995,SLAM.NR,,,,,2008-12-31T00:00:00Z,37443879.64,0.012804097,FY2008,12/31/08,USD,KES,,,,,,,,,,0.198412798,,482778.4891,28533686.55,
14996,SLAM.NR,,,,,2009-12-31T00:00:00Z,42728494.06,0.01321004,FY2009,12/31/09,USD,KES,,,,,,,,,,0.271221668,,958414.7952,39055900.17,15.0882797
14997,SLAM.NR,,,,,2010-12-31T00:00:00Z,60267739.13,0.01242236,FY2010,12/31/10,USD,KES,,,,,,,,,,0.162840968,,3519975.155,23449087.27,2.940404809
14998,SLAM.NR,,,,,2011-12-31T00:00:00Z,60473137.14,0.01177163,FY2011,12/31/11,USD,KES,,,,,,,,,,0.312925327,,5201730.43,45061224.91,5.191869488
14999,SLAM.NR,,4.99,,,2012-12-31T00:00:00Z,82110530.61,0.011661808,FY2012,12/31/12,USD,KES,,,,,,,,,,0.696056032,0.076005374,6980408.163,100232018.6,7.309099215
15000,SLAM.NR,,,,,2013-12-31T00:00:00Z,85541125.29,0.011600928,FY2013,12/31/13,USD,KES,,,,,,,,,,0.885445932,0.075947448,14481948.96,127504150.5,13.69713593
15001,SLAM.NR,,,,,2014-12-31T00:00:00Z,81091411.18,0.011068069,FY2014,12/31/14,USD,KES,,,,,,,,,,0.586510264,,9613503.044,84540117.42,11.5563294
15002,SLAM.NR,,-0.24,,,2015-12-31T00:00:00Z,77048219.18,0.009784736,FY2015,12/31/15,USD,KES,,,,,,,,,,0.268633389,0.044001967,235684.9315,38683207.97,
15003,SLAM.NR,,0.25,,,2016-12-31T00:00:00Z,75195975.38,0.009768487,FY2016,12/31/16,USD,KES,,,,,,,,,,0.269156159,0.001347449,692028.9147,38758486.91,12.92031772
15004,SLAM.NR,,,,,2017-12-31T00:00:00Z,78865693.5,0.009699321,FY2017,12/31/17,USD,KES,,,,,,,,,,0.216428923,0.022040423,554335.5965,31119842.83,
15005,SLAM.NR,,,,,2018-12-31T00:00:00Z,77699400.79,0.009823183,FY2018,12/31/18,USD,KES,,,,,,,,,,0.169876543,,-19447347.74,24462222.22,16.08679387
15006,SLAM.NR,,,,,2019-12-31T00:00:00Z,83696572.84,0.009876543,FY2019,12/31/19,USD,KES,,,,,,,,,,0.118698442,,1129866.667,17092575.62,
15007,SLAM.NR,,,,,2020-12-31T00:00:00Z,90271237.4,0.009165903,FY2020,12/31/20,USD,KES,,,,,,,,,,0.102167183,-0.041020966,-5759046.746,14712074.3,
15008,SLAM.NR,,,,,2021-12-31T00:00:00Z,113011552.4,0.008845644,FY2021,12/31/21,USD,KES,,,,,,,,,,0.077696675,-0.041020966,-4797514.374,11188321.17,
15009,PBC.GH,GHANA STOCK EXCHANGE,,PBC Ltd,Ghana,1997-09-30T00:00:00Z,,,FY1997,9/30/97,USD,,PBC Ltd,Ghana,"Agriculture, Forestry, Fishing and Hunting",11,Crop Production,111,,,4297989739,,,,,
15010,PBC.GH,,,,,1998-09-30T00:00:00Z,,,FY1998,9/30/98,USD,,,,,,,,,,,,,,,
15011,PBC.GH,,,,,1999-09-30T00:00:00Z,,,FY1999,9/30/99,USD,,,,,,,,,,,,,,,
15012,PBC.GH,,,,,2000-09-30T00:00:00Z,,,FY2000,9/30/00,USD,,,,,,,,,,,0.075639098,,,,
15013,PBC.GH,,,,,2001-09-30T00:00:00Z,,,FY2001,9/30/01,USD,,,,,,,,,,,0.063829787,,,,
15014,PBC.GH,,,,,2002-09-30T00:00:00Z,89585666.29,1.244245365,FY2002,9/30/02,USD,GHS,,,,,,,,,,0.046987952,,1244245.365,,
15015,PBC.GH,,,,,2002-09-30T00:00:00Z,89585666.29,1.244245365,FY2002,9/30/02,USD,GHS,,,,,,,,,,0.152046784,,1244245.365,,
15016,PBC.GH,,,,,2004-09-30T00:00:00Z,257014590.3,1.122334456,FY2004,9/30/04,USD,GHS,,,,,,,,,,0.404494382,,3367003.367,,57.6
15017,PBC.GH,,,,,2004-09-30T00:00:00Z,257014590.3,1.122334456,FY2004,9/30/04,USD,GHS,,,,,,,,,,0.331491713,,3367003.367,,48
15018,PBC.GH,,,,,2006-09-30T00:00:00Z,270284782.6,1.086956522,FY2006,9/30/06,USD,GHS,,,,,,,,,,0.2814462,,-1194565.217,,
15019,PBC.GH,,,,,2007-09-30T00:00:00Z,204210359.4,1.057082452,FY2007,9/30/07,USD,GHS,,,,,,,,,,0.252764613,,-146934.4609,,923.0769231
15020,PBC.GH,,,,,2008-09-30T00:00:00Z,212352076.1,0.865051903,FY2008,9/30/08,USD,GHS,,,,,,,,,,0.166007905,,1227508.651,,47.72727273
15021,PBC.GH,,,,,2009-09-30T00:00:00Z,302702507.3,0.692041522,FY2009,9/30/09,USD,GHS,,,,,,,,,,0.13300665,,2928811.073,63820853.74,43.18181818
15022,PBC.GH,,,,,2009-09-30T00:00:00Z,302702507.3,0.692041522,FY2009,9/30/09,USD,GHS,,,,,,,,,,0.088435374,,2928811.073,42091062.39,6.545820745
15023,PBC.GH,,,,,2010-09-30T00:00:00Z,445706228.9,0.704225352,FY2010,9/30/10,USD,GHS,,,,,,,,,,0.152718387,,9447747.183,73304825.9,3.315210184
15024,PBC.GH,,,,,2011-09-30T00:00:00Z,813102214.2,0.624609619,FY2011,9/30/11,USD,GHS,,,,,,,,,,0.095036959,,17273532.79,45401996.85,8.658008658
15025,PBC.GH,,,,,2013-09-30T00:00:00Z,518816179.7,0.461893764,FY2013,9/30/13,USD,GHS,,,,,,,,,,0.072340426,0.012177986,-4079271.132,34723404.26,6.436955699
15026,PBC.GH,,,,,2014-09-30T00:00:00Z,348205434.9,0.305810398,FY2014,9/30/14,USD,GHS,,,,,,,,,,0.038709677,,-7740068.807,18580645.16,
15027,PBC.GH,,,,,2014-09-30T00:00:00Z,348205434.9,0.305810398,FY2014,9/30/14,USD,GHS,,,,,,,,,,0.026181437,,-7740068.807,12680983.42,
15028,PBC.GH,,,,,2016-09-30T00:00:00Z,483091195.6,0.254168361,FY2016,9/30/16,USD,GHS,,,,,,,,,,0.014028197,-0.002606746,-4486071.574,6759870.52,1.258389262
15029,PBC.GH,,,,,2017-09-30T00:00:00Z,,,FY2017,9/30/17,USD,,,,,,,,,,,0.013289037,,,6393773.153,
15030,PBC.GH,,,,,2018-09-30T00:00:00Z,,,FY2018,9/30/18,USD,,,,,,,,,,,0.008298755,,,3995247.884,
15031,PBC.GH,,,,,2019-09-30T00:00:00Z,214550000,0.184501845,FY2019,9/30/19,USD,GHS,,,,,,,,,,0.005650995,,-27087822.88,2551735.177,
15032,PBC.GH,,,,,2020-09-30T00:00:00Z,174554315.6,0.174367916,FY2020,9/30/20,USD,GHS,,,,,,,,,,0.005650995,,-1296948.561,2498757.976,
15033,PBC.GH,,,,,2021-09-30T00:00:00Z,207828643.2,0.167504188,FY2021,9/30/21,USD,GHS,,,,,,,,,,0.004958678,,1519095.477,2395161.045,1.588141874
15034,PBC.GH,,,,,2021-09-30T00:00:00Z,207828643.2,0.167504188,FY2021,9/30/21,USD,GHS,,,,,,,,,,0.002004008,,1519095.477,961923.8477,1.058761249
15035,NEIMETH.LG,THE NIGERIAN STOCK EXCHANGE,,Neimeth International Pharmaceuticals PLC,Nigeria,1997-03-31T00:00:00Z,,,FY1997,3/31/97,USD,,Neimeth International Pharmaceuticals PLC,Nigeria,Manufacturing,31-33,Chemical Manufacturing,325,,,4295986231,,,,,
15036,NEIMETH.LG,,,,,1998-03-31T00:00:00Z,,,FY1998,3/31/98,USD,,,,,,,,,,,,,,,
15037,NEIMETH.LG,,,,,1999-03-31T00:00:00Z,,,FY1999,3/31/99,USD,,,,,,,,,,,,,,,
15038,NEIMETH.LG,,,,,2000-03-31T00:00:00Z,,,FY2000,3/31/00,USD,,,,,,,,,,,,,,,
15039,NEIMETH.LG,,,,,2001-03-31T00:00:00Z,8221606.557,0.008196721,FY2001,3/31/01,USD,NGN,,,,,,,,,,0.031483662,,227172.1311,,
15040,NEIMETH.LG,,,,,2002-03-31T00:00:00Z,7733083.549,0.008613264,FY2002,3/31/02,USD,NGN,,,,,,,,,,0.024547358,,303316.1068,,17.03105129
15041,NEIMETH.LG,,,,,2003-03-31T00:00:00Z,7339282.13,0.007719027,FY2003,3/31/03,USD,NGN,,,,,,,,,,0.012973414,,558749.5176,,7.081105693
15042,NEIMETH.LG,,,,,2004-03-31T00:00:00Z,7707876.923,0.007692308,FY2004,3/31/04,USD,NGN,,,,,,,,,,0.015515655,,685807.6923,,7.945973564
