,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
0,SMBC.CI,,,,,,Ivory Coast,
1,SACL.ZI,,,,,,Zimbabwe,
2,SEMC.CI,,,,,,United States,
3,ILV.MV,,,,,,United Kingdom,
4,NITL.MV,,,,,,Malawi,
5,TPCC.TZ,,,,,,Germany,
6,ZBFH.ZI,,,,,,Zimbabwe,
7,TTP.TZ,,,,,,Tanzania,
8,TCCL.TZ,,,,,,,
9,FMB.MV,,,,,,Malawi,
10,NBS.MV,,,,,,Malawi,
11,SUNB.MV,,,,,,Malawi,
12,MPICO.MV,,,,,,Malawi,
13,DCB.TZ,,,,,,Tanzania,
14,NMB.TZ,,,,,,Tanzania,
15,COURTVI.LG,,,,,,Nigeria,
16,CRDB.TZ,,,,,,Tanzania,
17,NANG.LZ,,,,,,United Kingdom,
18,PRIM.LZ,,,,,,Zambia,
19,MCNICHO.LG,,,,,,Nigeria,
20,NIC.UG,,,,,,Uganda,
21,BATZ.LZ,,,,,,United Kingdom,
22,BOAC.CI,,,,,,Morocco,
23,RACPp.J,10.0,2010-09-30T00:00:00Z,2636816,113,5000749186,South Africa,
24,RACPp.J,7.78,2010-12-31T00:00:00Z,2445138,113,5000068710,,
25,RACPp.J,3.15,2010-12-31T00:00:00Z,3879199,113,5000660468,,Core Growth
26,RACPp.J,,,3879199,113,,,
27,RACPp.J,,,2636816,,,,
28,RACPp.J,,,2445138,,,,
29,RACPp.J,,,,,,,
30,RACPp.J,,,,,,,
31,LHCJ.J,26.6,2010-09-30T00:00:00Z,5544359,301,5001154193,South Africa,Specialty
32,LHCJ.J,5.94,2010-09-30T00:00:00Z,5544360,113,5035502665,,Income Value
33,LHCJ.J,5.0545,2010-09-30T00:00:00Z,2637859,301,4297369644,,Core Value
34,LHCJ.J,4.9948,2010-09-30T00:00:00Z,2657747,301,5001449709,,Specialty
35,LHCJ.J,3.3,2010-09-30T00:00:00Z,3681241,114,4295888825,,Emerg. Mkts.
36,LHCJ.J,0.5665,2010-12-31T00:00:00Z,2132706,114,4298459126,,GARP
37,LHCJ.J,0.2512,2010-12-31T00:00:00Z,2005965,107,5000667881,,Core Value
38,LHCJ.J,0.19,2010-09-30T00:00:00Z,5973199,301,,,Emerg. Mkts.
39,LHCJ.J,0.18,2010-12-31T00:00:00Z,2006474,113,5001172343,,Emerg. Mkts.
40,LHCJ.J,0.14,2010-12-31T00:00:00Z,2915245,113,4298106595,,Growth
41,LHCJ.J,0.06,2010-08-31T00:00:00Z,2005931,107,4297846357,,Specialty
42,LHCJ.J,0.05,2010-12-31T00:00:00Z,2621326,113,5000062040,,Specialty
43,LHCJ.J,0.02,2010-12-31T00:00:00Z,2659824,114,5000075434,,Income Value
44,LHCJ.J,0.0035,2010-12-31T00:00:00Z,2403920,113,5000749182,,Yield
45,LHCJ.J,,,5973199,113,,,Core Value
46,LHCJ.J,,,5544360,113,,,Specialty
47,LHCJ.J,,,5544359,107,,,Index
48,LHCJ.J,,,3681241,113,,,Sector Specific
49,LHCJ.J,,,2915245,113,,,Emerg. Mkts.
50,LHCJ.J,,,2659824,113,,,Core Growth
51,LHCJ.J,,,2657747,113,,,Emerg. Mkts.
52,LHCJ.J,,,2637859,113,,,Emerg. Mkts.
53,LHCJ.J,,,2621326,113,,,Emerg. Mkts.
54,LHCJ.J,,,2403920,113,,,Core Value
55,LHCJ.J,,,2132706,113,,,Core Value
56,LHCJ.J,,,2006474,113,,,Emerg. Mkts.
57,LHCJ.J,,,2005965,107,,,Emerg. Mkts.
58,LHCJ.J,,,2005931,113,,,Emerg. Mkts.
59,LHCJ.J,,,,107,,,Yield
60,LHCJ.J,,,,107,,,Core Value
61,LHCJ.J,,,,107,,,Specialty
62,LHCJ.J,,,,107,,,Core Value
63,LHCJ.J,,,,113,,,Emerg. Mkts.
64,LHCJ.J,,,,107,,,Specialty
65,LHCJ.J,,,,113,,,GARP
66,LHCJ.J,,,,113,,,Core Value
67,LHCJ.J,,,,,,,Aggres. Gr.
68,LHCJ.J,,,,,,,Index
69,LHCJ.J,,,,,,,Specialty
70,LHCJ.J,,,,,,,GARP
71,LHCJ.J,,,,,,,International
72,LHCJ.J,,,,,,,Specialty
73,LHCJ.J,,,,,,,Core Growth
74,LHCJ.J,,,,,,,Index
75,LHCJ.J,,,,,,,Index
76,LHCJ.J,,,,,,,Index
77,LHCJ.J,,,,,,,Index
78,LHCJ.J,,,,,,,Index
79,LHCJ.J,,,,,,,Index
80,LHCJ.J,,,,,,,GARP
81,LHCJ.J,,,,,,,GARP
82,LHCJ.J,,,,,,,Specialty
83,LHCJ.J,,,,,,,Core Growth
84,LHCJ.J,,,,,,,Index
85,LHCJ.J,,,,,,,Core Growth
86,LHCJ.J,,,,,,,
87,LHCJ.J,,,,,,,
88,LHCJ.J,,,,,,,
89,LHCJ.J,,,,,,,
90,LHCJ.J,,,,,,,
91,LHCJ.J,,,,,,,
92,LHCJ.J,,,,,,,
93,LHCJ.J,,,,,,,
94,LHCJ.J,,,,,,,
95,LHCJ.J,,,,,,,
96,LHCJ.J,,,,,,,
97,LHCJ.J,,,,,,,
98,LHCJ.J,,,,,,,
99,LHCJ.J,,,,,,,
100,LHCJ.J,,,,,,,
101,LHCJ.J,,,,,,,
102,LHCJ.J,,,,,,,
103,LHCJ.J,,,,,,,
104,LHCJ.J,,,,,,,
105,LHCJ.J,,,,,,,
106,LHCJ.J,,,,,,,
107,LHCJ.J,,,,,,,
108,LHCJ.J,,,,,,,
109,LHCJ.J,,,,,,,
110,LHCJ.J,,,,,,,
111,LHCJ.J,,,,,,,
112,LHCJ.J,,,,,,,
113,LHCJ.J,,,,,,,
114,LHCJ.J,,,,,,,
115,LHCJ.J,,,,,,,
116,LHCJ.J,,,,,,,
117,LHCJ.J,,,,,,,
118,LHCJ.J,,,,,,,
119,LHCJ.J,,,,,,,
120,LHCJ.J,,,,,,,
121,LHCJ.J,,,,,,,
122,LHCJ.J,,,,,,,
123,LHCJ.J,,,,,,,
124,LHCJ.J,,,,,,,
125,LHCJ.J,,,,,,,
126,LHCJ.J,,,,,,,
127,LHCJ.J,,,,,,,
128,LHCJ.J,,,,,,,
129,LHCJ.J,,,,,,,
130,LHCJ.J,,,,,,,
131,LHCJ.J,,,,,,,
132,LHCJ.J,,,,,,,
133,LHCJ.J,,,,,,,
134,LHCJ.J,,,,,,,
135,LHCJ.J,,,,,,,
136,LHCJ.J,,,,,,,
137,LHCJ.J,,,,,,,
138,LHCJ.J,,,,,,,
139,LHCJ.J,,,,,,,
140,LHCJ.J,,,,,,,
141,TNM.MV,,,,,,Malawi,
142,CRESTA.BT,,,,,,Botswana,
143,UHOMREI.LG,,,,,,Nigeria,
144,DANGCEM.LG,95.0326,2010-12-31T00:00:00Z,5454216,303,34413740752,Nigeria,Core Growth
145,DANGCEM.LG,0.0215,2010-12-31T00:00:00Z,5454219,113,,,Yield
146,DANGCEM.LG,0.0001,2010-12-31T00:00:00Z,5454221,113,,,Yield
147,DANGCEM.LG,0.0001,2010-12-31T00:00:00Z,5796199,303,,,Core Value
148,DANGCEM.LG,,,5796199,107,,,Growth
149,DANGCEM.LG,,,5454221,113,,,Aggres. Gr.
150,DANGCEM.LG,,,5454219,113,,,
151,DANGCEM.LG,,,5454216,107,,,
152,DANGCEM.LG,,,,113,,,
153,DANGCEM.LG,,,,303,,,
154,DANGCEM.LG,,,,303,,,
155,DANGCEM.LG,,,,113,,,
156,DANGCEM.LG,,,,,,,
157,DANGCEM.LG,,,,,,,
158,DANGCEM.LG,,,,,,,
159,DANGCEM.LG,,,,,,,
160,DANGCEM.LG,,,,,,,
161,DANGCEM.LG,,,,,,,
162,DANGCEM.LG,,,,,,,
163,DANGCEM.LG,,,,,,,
164,DANGCEM.LG,,,,,,,
165,DANGCEM.LG,,,,,,,
166,DANGCEM.LG,,,,,,,
167,DANGCEM.LG,,,,,,,
168,MULTITREX.LG,,,,,,Nigeria,
169,RBPJ.J,57.1283,2010-12-31T00:00:00Z,5603463,301,,South Africa,Specialty
170,RBPJ.J,12.6866,2010-12-31T00:00:00Z,3798566,301,4296833869,,Core Value
171,RBPJ.J,1.5837,2010-12-31T00:00:00Z,2132706,107,4298459126,,Sector Specific
172,RBPJ.J,0.4564,2010-12-31T00:00:00Z,2915245,107,4298106595,,Specialty
173,RBPJ.J,0.3022,2010-12-31T00:00:00Z,5247479,107,34413394002,,Emerg. Mkts.
174,RBPJ.J,0.2566,2010-12-31T00:00:00Z,5603508,113,34414608079,,Growth
175,RBPJ.J,0.2454,2010-12-31T00:00:00Z,3218312,107,34414553232,,Emerg. Mkts.
176,RBPJ.J,0.1574,2010-12-31T00:00:00Z,2005965,113,5000667881,,Specialty
177,RBPJ.J,,,5603508,113,,,Specialty
178,RBPJ.J,,,5603463,303,,,Core Value
179,RBPJ.J,,,5247479,113,,,Specialty
180,RBPJ.J,,,3798566,303,,,Specialty
181,RBPJ.J,,,3218312,303,,,Emerg. Mkts.
182,RBPJ.J,,,2915245,113,,,Core Value
183,RBPJ.J,,,2132706,113,,,Specialty
184,RBPJ.J,,,2005965,114,,,Specialty
185,RBPJ.J,,,,113,,,Sector Specific
186,RBPJ.J,,,,113,,,Specialty
187,RBPJ.J,,,,107,,,Emerg. Mkts.
188,RBPJ.J,,,,113,,,Emerg. Mkts.
189,RBPJ.J,,,,107,,,Yield
190,RBPJ.J,,,,,,,
191,RBPJ.J,,,,,,,
192,RBPJ.J,,,,,,,
193,RBPJ.J,,,,,,,
194,RBPJ.J,,,,,,,
195,RBPJ.J,,,,,,,
196,RBPJ.J,,,,,,,
197,RBPJ.J,,,,,,,
198,RBPJ.J,,,,,,,
199,RBPJ.J,,,,,,,
200,RBPJ.J,,,,,,,
201,RBPJ.J,,,,,,,
202,RBPJ.J,,,,,,,
203,RBPJ.J,,,,,,,
204,RBPJ.J,,,,,,,
205,RBPJ.J,,,,,,,
206,RBPJ.J,,,,,,,
207,RBPJ.J,,,,,,,
208,RBPJ.J,,,,,,,
209,RBPJ.J,,,,,,,
210,RBPJ.J,,,,,,,
211,NPFMCRF.LG,,,,,,Nigeria,
212,BOABF.CI,,,,,,Morocco,
213,MMPJ.J,,,,,,South Africa,
214,OUTJ.J,,,,,,South Africa,
215,IPFJ.J,,,,,,South Africa,
216,LBTY.NR,,,,,,South Africa,
217,REBJ.J,,,,,,South Africa,
218,COHJ.J,,,,,,South Africa,
219,LETL.BT,,,,,,Botswana,
220,GOLI.MZ,,,,,,Mauritius,
221,BLR.RW,,,,,,Netherlands,
222,MPTJ.J,,,,,,South Africa,
223,TCL.NR,,,,,,Kenya,
224,BUCJ.J,20.9339,2010-09-27T00:00:00Z,2652351,111,5001447505,South Africa,Core Value
225,BUCJ.J,15.57,2010-10-20T00:00:00Z,2783697,106,4297089479,,Sector Specific
226,BUCJ.J,12.18,2010-08-16T00:00:00Z,2658822,107,4295863128,,Core Value
227,BUCJ.J,0.3,2010-09-27T00:00:00Z,5441400,112,34414495144,,
228,BUCJ.J,6.38,2010-08-20T00:00:00Z,3048306,303,34414031853,,
229,BUCJ.J,0.14,2010-11-30T00:00:00Z,3980407,303,5000663440,,
230,BUCJ.J,2.41,2010-08-20T00:00:00Z,3078839,113,34413749299,,
231,BUCJ.J,,,4262098,303,,,
232,BUCJ.J,6.38,2009-08-28T00:00:00Z,3048306,,34414031853,,
233,BUCJ.J,2.41,2009-08-28T00:00:00Z,3078839,303,34413749299,,
234,BUCJ.J,2.26,2009-08-28T00:00:00Z,4262098,303,34414031482,,
235,BUCJ.J,,,5441400,303,,,
236,BUCJ.J,,,3980407,,,,
237,BUCJ.J,,,2783697,,,,
238,BUCJ.J,,,2658822,,,,
239,BUCJ.J,,,2652351,,,,
240,BUCJ.J,,,,,,,
241,BUCJ.J,,,,,,,
242,TEXJ.J,,,,,,South Africa,
243,DIBJ.J,,,,,,South Africa,
244,BOK.RW,,,,,,Rwanda,
245,BRIT.NR,,,,,,Kenya,
246,NAP.BT,,,,,,Botswana,
247,FTAJ.J,,,,,,South Africa,
248,SILPp.NM,,,,,,Namibia,
249,PAL.TZ,,,,,,Tanzania,
250,TERA.MZ,,,,,,Mauritius,
251,CHOPP.BT,,,,,,Botswana,
252,AUSTINLAZ.LG,,,,,,Nigeria,
253,SIT.MZ,,,,,,Mauritius,
254,LKL.NR,,,,,,Kenya,
255,TCPJ.J,,,,,,South Africa,
256,CIC.NR,,,,,,United Kingdom,
257,FNBMIDJ.J,,,,,,,
258,CIM.MZ,,,,,,,
259,DLTJ.J,,,,,,South Africa,
260,NHL.NM,,,,,,Namibia,
261,UMEME.UG,,,,,,Uganda,
262,MDIJ.J,,,,,,South Africa,
263,UCAP.LG,,,,,,Nigeria,
264,AFRIPRU.LG,,,,,,Nigeria,
265,AGR.NM,,,,,,Namibia,
266,ETFSAPJ.J,,,,,,,
267,SHUMBA.BT,,,,,,Botswana,
268,NGPLTJ.J,,,,,,,
269,MLIJ.J,,,,,,United Kingdom,
270,CGP.NM,,,,,,Namibia,
