,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
301,SREE.MZ,,,,,,Mauritius,
302,ACCESSCORP.LG,,,,,,Nigeria,
303,4ABKB.4AX,,,,,,South Africa,
304,APOJ.J,,,,,,South Africa,
305,TANG.ZI,,,,,,Zimbabwe,
306,BUAFOODS.LG,,,,,,Nigeria,
307,RONCHESS.LG,,,,,,Nigeria,
308,VELG.MZ,,,,,,,
309,ANIJ.J,,,,,,South Africa,
310,MTNU.UG,,,,,,South Africa,
311,MOC.NM,,,,,,Namibia,
312,CTEL.MZ,,,,,,Mauritius,
313,NGXGROUP.LG,,,,,,Nigeria,
314,GTCO.LG,,,,,,Nigeria,
315,TGAJ.J,,,,,,South Africa,
316,SZKJ.J,,,,,,South Africa,
317,BAPLC.LG,,,,,,Nigeria,
318,HBE.NR,,,,,,Kenya,
319,HPL.MZ,,,,,,Mauritius,
320,DASPHARMA.GH,,,,,,Ghana,
321,4AGR1O.4AX,,,,,,South Africa,
322,CMR.RW,,,,,,South Africa,
323,FDHB.MV,,,,,,Malawi,
324,OMJ.NM,,,,,,Namibia,
325,MQA.NM,,,,,,Namibia,
326,SBPJ.J,,,,,,South Africa,
327,NY1J.J,,,,,,South Africa,
328,AIRTEL.MV,,,,,,India,
329,SSWJ.J,,,,,,South Africa,
330,4AIHG.4AX,,,,,,,
331,ZFCO.LZ,,,,,,Zambia,
332,ZXRPG.ZX,,,,,,South Africa,
333,BUACEMENT.LG,,,,,,Nigeria,
334,MTNZFJ.J,,,,,,South Africa,
335,SNO.NM,,,,,,South Africa,
336,FRBP01p.J^K22,,,,,,South Africa,
337,SEMA.MZ,,,,,,Mauritius,
338,ANE.NM,,,,,,Namibia,
339,JATU.TZ,,,,,,Tanzania,
340,SSUJ.J,,,,,,South Africa,
341,ACES.MZ,,,,,,Mauritius,
342,ORGT.CI,,,,,,Togo,
343,REGI.MZ,,,,,,Mauritius,
344,ENLG.MZ,,,,,,,
345,ICON.MV,,,,,,Malawi,
346,LAVA.MZ,,,,,,,
347,ACCESS.BT,,,,,,Nigeria,
348,MTHJ.J,,,,,,South Africa,
349,EHZL.ZI,,,,,,Zimbabwe,
350,MCGJ.J,,,,,,South Africa,
351,SCIL.BT,,,,,,Botswana,
352,NICO.TZ,,,,,,Tanzania,
353,EXPJ.J,,,,,,South Africa,
354,DGHJ.J,,,,,,South Africa,
355,TICL.TZ,,,,,,Tanzania,
356,KLOS.MZ,,,,,,Mauritius,
357,TSAH.MZ,,,,,,Mauritius,
358,ABL.GH,,,,,,Belgium,
359,ABOSELA.LG,,,,,,Nigeria,
360,ABPLAST.LG,,,,,,Nigeria,
361,ABSPp.J,0.92,2006-12-31T00:00:00Z,2403920,107,5000749182,South Africa,
362,ABSPp.J,,,2403920,113,,,
363,ABSPp.J,,,,107,,,
364,ABSPp.J,,,,107,,,
365,ABSPp.J,,,,107,,,
366,ABSPp.J,,,,,,,
367,ABSPp.J,,,,,,,
368,ABSPp.J,,,,,,,
369,ABSPp.J,,,,,,,
370,ABSPp.J,,,,,,,
371,ACADEMY.LG,,,,,,Nigeria,
372,ACLJ.J,52.02,2006-12-29T00:00:00Z,5030444,301,5000069867,Luxembourg,Index
373,ACLJ.J,8.79,2006-12-29T00:00:00Z,2657747,114,5001449709,,Core Value
374,ACLJ.J,3.7,2006-12-29T00:00:00Z,2637859,114,4297369644,,Core Value
375,ACLJ.J,0.11,2006-09-30T00:00:00Z,2132753,107,,,Specialty
376,ACLJ.J,0.1,2006-12-31T00:00:00Z,2529158,113,5001196565,,Index
377,ACLJ.J,0.04,2005-09-30T00:00:00Z,2005222,113,5001449681,,Growth
378,ACLJ.J,0.04,2005-12-31T00:00:00Z,2522976,107,5001211262,,Emerg. Mkts.
379,ACLJ.J,0.02,2006-12-31T00:00:00Z,2660546,113,5001449672,,Emerg. Mkts.
380,ACLJ.J,0.02,2006-12-31T00:00:00Z,2403920,113,5000749182,,Emerg. Mkts.
381,ACLJ.J,0.02,2006-12-31T00:00:00Z,2005167,113,5000071988,,Emerg. Mkts.
382,ACLJ.J,0.01,2006-12-31T00:00:00Z,2636816,113,5000749186,,Specialty
383,ACLJ.J,0.01,2005-03-31T00:00:00Z,2004197,113,4296293277,,Emerg. Mkts.
384,ACLJ.J,0.0107,2006-09-30T00:00:00Z,2484925,113,5000043067,,Sector Specific
385,ACLJ.J,0.01,2006-12-31T00:00:00Z,2004974,113,5000689330,,Index
386,ACLJ.J,0.0022,2005-09-30T00:00:00Z,2388005,107,5001449682,,Growth
387,ACLJ.J,0.0016,2005-03-31T00:00:00Z,2005218,113,4298409344,,Specialty
388,ACLJ.J,0.0013,2006-09-30T00:00:00Z,3783830,107,5000659344,,Growth
389,ACLJ.J,0.0003,2006-09-30T00:00:00Z,2399161,107,5000313307,,Core Value
390,ACLJ.J,0.0,2006-03-31T00:00:00Z,3644692,107,5043447177,,Specialty
391,ACLJ.J,0.0,2005-06-30T00:00:00Z,2999107,107,5001446366,,Emerg. Mkts.
392,ACLJ.J,0.0,2005-09-30T00:00:00Z,2915245,107,4298106595,,
393,ACLJ.J,0.0,2006-06-30T00:00:00Z,2639553,107,,,Emerg. Mkts.
394,ACLJ.J,0.0,2005-09-30T00:00:00Z,2522977,107,5001196700,,Emerg. Mkts.
395,ACLJ.J,0.0,2006-09-30T00:00:00Z,2445138,107,5000068710,,Specialty
396,ACLJ.J,0.0,2005-12-31T00:00:00Z,2003457,101,5000036827,,Specialty
397,ACLJ.J,,,3667498,107,,,Emerg. Mkts.
398,ACLJ.J,,,2932423,107,,,International
399,ACLJ.J,,,2401341,113,,,Yield
400,ACLJ.J,,,2132888,107,,,
401,ACLJ.J,,,2132706,107,,,Specialty
402,ACLJ.J,,,2004961,113,,,Emerg. Mkts.
403,ACLJ.J,,,2004438,107,,,Specialty
404,ACLJ.J,,,2003794,101,,,Sector Specific
405,ACLJ.J,,,2003708,107,,,International
406,ACLJ.J,48.44,2005-12-30T00:00:00Z,2639553,113,,,Specialty
407,ACLJ.J,8.79,2005-12-30T00:00:00Z,2657747,110,5001449709,,Core Growth
408,ACLJ.J,1.95,2005-12-30T00:00:00Z,2003794,107,,,Emerg. Mkts.
409,ACLJ.J,1.56,2005-12-30T00:00:00Z,3667498,113,5000048829,,Emerg. Mkts.
410,ACLJ.J,0.64,2005-12-30T00:00:00Z,2637859,107,4297369644,,
411,ACLJ.J,0.35,2005-12-30T00:00:00Z,3644692,110,5043447177,,Emerg. Mkts.
412,ACLJ.J,0.08,2005-12-31T00:00:00Z,2529158,107,5001196565,,International
413,ACLJ.J,0.07,2005-12-31T00:00:00Z,2132753,101,,,Emerg. Mkts.
414,ACLJ.J,0.04,2005-09-30T00:00:00Z,2005222,107,5001449681,,Emerg. Mkts.
415,ACLJ.J,0.04,2005-12-31T00:00:00Z,2522976,113,5001211262,,Aggres. Gr.
416,ACLJ.J,0.03,2005-12-31T00:00:00Z,2403920,113,5000749182,,Emerg. Mkts.
417,ACLJ.J,0.03,2005-06-30T00:00:00Z,2401341,107,,,Emerg. Mkts.
418,ACLJ.J,0.02,2005-12-31T00:00:00Z,2445138,113,5000068710,,Emerg. Mkts.
419,ACLJ.J,0.01,2005-12-31T00:00:00Z,2660546,113,5001449672,,Specialty
420,ACLJ.J,0.01,2005-03-31T00:00:00Z,2004197,113,4296293277,,Index
421,ACLJ.J,0.01,2005-12-31T00:00:00Z,2399161,107,5000313307,,Specialty
422,ACLJ.J,0.0022,2005-09-30T00:00:00Z,2388005,107,5001449682,,Index
423,ACLJ.J,0.0016,2005-03-31T00:00:00Z,2005218,107,4298409344,,Yield
424,ACLJ.J,0.0003,2005-12-31T00:00:00Z,3783830,113,5000659344,,Index
425,ACLJ.J,0.0,2005-06-30T00:00:00Z,2999107,113,5001446366,,Core Growth
426,ACLJ.J,0.0,2004-06-30T00:00:00Z,2932423,107,,,Specialty
427,ACLJ.J,0.0,2005-09-30T00:00:00Z,2915245,107,4298106595,,Index
428,ACLJ.J,0.0,2005-12-31T00:00:00Z,2636816,107,5000749186,,
429,ACLJ.J,0.0,2005-09-30T00:00:00Z,2522977,107,5001196700,,
430,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132888,107,5000750920,,Core Value
431,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132706,107,4298459126,,
432,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004961,107,,,Index
433,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004438,107,5000021347,,Index
434,ACLJ.J,0.0,2004-12-31T00:00:00Z,2003708,113,5000064072,,
435,ACLJ.J,0.0,2005-12-31T00:00:00Z,2003457,113,5000036827,,
436,ACLJ.J,,,5030444,107,,,Index
437,ACLJ.J,,,2484925,107,,,Emerg. Mkts.
438,ACLJ.J,,,2005167,301,,,Emerg. Mkts.
439,ACLJ.J,,,2004974,107,,,Income Value
440,ACLJ.J,,,,113,,,Emerg. Mkts.
441,ACLJ.J,,,,301,,,Core Value
442,ACLJ.J,,,,107,,,Core Growth
443,ACLJ.J,,,,113,,,Core Value
444,ACLJ.J,,,,107,,,Core Growth
445,ACLJ.J,,,,113,,,Emerg. Mkts.
446,ACLJ.J,,,,107,,,Emerg. Mkts.
447,ACLJ.J,,,,113,,,Growth
448,ACLJ.J,,,,107,,,GARP
449,ACLJ.J,,,,107,,,GARP
450,ACLJ.J,,,,113,,,Emerg. Mkts.
451,ACLJ.J,,,,113,,,Emerg. Mkts.
452,ACLJ.J,,,,107,,,Emerg. Mkts.
453,ACLJ.J,,,,107,,,Income Value
454,ACLJ.J,,,,107,,,GARP
455,ACLJ.J,,,,107,,,
456,ACLJ.J,,,,107,,,GARP
457,ACLJ.J,,,,113,,,Emerg. Mkts.
458,ACLJ.J,,,,107,,,Specialty
459,ACLJ.J,,,,113,,,Emerg. Mkts.
460,ACLJ.J,,,,113,,,Emerg. Mkts.
461,ACLJ.J,,,,,,,Core Growth
462,ACLJ.J,,,,,,,Emerg. Mkts.
463,ACLJ.J,,,,,,,Specialty
464,ACLJ.J,,,,,,,Growth
465,ACLJ.J,,,,,,,Specialty
466,ACLJ.J,,,,,,,Emerg. Mkts.
467,ACLJ.J,,,,,,,Emerg. Mkts.
468,ACLJ.J,,,,,,,Core Value
469,ACLJ.J,,,,,,,Specialty
470,ACLJ.J,,,,,,,Specialty
471,ACLJ.J,,,,,,,Specialty
472,ACLJ.J,,,,,,,Yield
473,ACLJ.J,,,,,,,Growth
474,ACLJ.J,,,,,,,Specialty
475,ACLJ.J,,,,301,,,
476,ACLJ.J,,,,114,,,
477,ACLJ.J,,,,107,,,
478,ACLJ.J,,,,113,,,
479,ACLJ.J,,,,107,,,
480,ACLJ.J,,,,113,,,
481,ACLJ.J,,,,301,,,
482,ACLJ.J,,,,113,,,
483,ACLJ.J,,,,113,,,
484,ACLJ.J,,,,114,,,
485,ACLJ.J,,,,113,,,
486,ACLJ.J,,,,113,,,
487,ACLJ.J,,,,107,,,
488,ACLJ.J,,,,301,,,
489,ACLJ.J,,,,113,,,Core Value
490,ACLJ.J,,,,113,,,Index
491,ACLJ.J,,,,113,,,Core Value
492,ACLJ.J,,,,113,,,GARP
493,ACLJ.J,,,,107,,,Emerg. Mkts.
494,ACLJ.J,,,,107,,,Specialty
495,ACLJ.J,,,,113,,,Index
496,ACLJ.J,,,,107,,,Core Value
497,ACLJ.J,,,,101,,,Emerg. Mkts.
498,ACLJ.J,,,,107,,,Growth
499,ACLJ.J,,,,107,,,Core Value
500,ACLJ.J,,,,107,,,Emerg. Mkts.
501,ACLJ.J,,,,107,,,Emerg. Mkts.
502,ACLJ.J,,,,107,,,Emerg. Mkts.
503,ACLJ.J,,,,107,,,Growth
504,ACLJ.J,,,,113,,,Specialty
505,ACLJ.J,,,,107,,,
506,ACLJ.J,,,,107,,,Specialty
507,ACLJ.J,,,,113,,,Specialty
508,ACLJ.J,,,,113,,,Index
509,ACLJ.J,,,,113,,,Emerg. Mkts.
510,ACLJ.J,,,,107,,,
511,ACLJ.J,,,,107,,,Specialty
512,ACLJ.J,,,,113,,,Sector Specific
513,ACLJ.J,,,,113,,,Emerg. Mkts.
514,ACLJ.J,,,,113,,,International
515,ACLJ.J,,,,113,,,
516,ACLJ.J,,,,107,,,Sector Specific
517,ACLJ.J,,,,107,,,Growth
518,ACLJ.J,,,,107,,,Emerg. Mkts.
519,ACLJ.J,,,,107,,,Specialty
520,ACLJ.J,,,,107,,,Emerg. Mkts.
521,ACLJ.J,,,,107,,,Specialty
522,ACLJ.J,,,,107,,,Emerg. Mkts.
523,ACLJ.J,,,,110,,,International
524,ACLJ.J,,,,107,,,Emerg. Mkts.
525,ACLJ.J,,,,107,,,Emerg. Mkts.
526,ACLJ.J,,,,107,,,Emerg. Mkts.
527,ACLJ.J,,,,106,,,GARP
528,ACLJ.J,,,,113,,,Emerg. Mkts.
529,ACLJ.J,,,,113,,,Specialty
530,ACLJ.J,,,,107,,,Core Value
531,ACLJ.J,,,,107,,,Core Growth
532,ACLJ.J,,,,107,,,Emerg. Mkts.
533,ACLJ.J,,,,107,,,Specialty
534,ACLJ.J,,,,107,,,Core Value
535,ACLJ.J,,,,107,,,Emerg. Mkts.
536,ACLJ.J,,,,107,,,Yield
537,ACLJ.J,,,,113,,,Specialty
538,ACLJ.J,,,,107,,,Specialty
539,ACLJ.J,,,,107,,,International
540,ACLJ.J,,,,113,,,Aggres. Gr.
541,ACLJ.J,,,,113,,,Specialty
542,ACLJ.J,,,,107,,,Emerg. Mkts.
543,ACLJ.J,,,,107,,,Index
544,ACLJ.J,,,,113,,,Index
545,ACLJ.J,,,,113,,,Index
546,ACLJ.J,,,,107,,,Index
547,ACLJ.J,,,,113,,,GARP
548,ACLJ.J,,,,107,,,Emerg. Mkts.
549,ACLJ.J,,,,107,,,
550,ACLJ.J,,,,,,,Specialty
551,ACLJ.J,,,,,,,Core Growth
552,ACLJ.J,,,,,,,
553,ACLJ.J,,,,,,,
554,ACLJ.J,,,,,,,Core Growth
555,ACLJ.J,,,,,,,
556,ACLJ.J,,,,,,,Specialty
557,ACLJ.J,,,,,,,Yield
558,ACLJ.J,,,,,,,Index
559,ACLJ.J,,,,,,,Index
560,ACLJ.J,,,,,,,
561,ACLJ.J,,,,,,,Emerg. Mkts.
562,ACLJ.J,,,,,,,Income Value
563,ACLJ.J,,,,,,,Emerg. Mkts.
564,ACLJ.J,,,,,,,Income Value
565,ACLJ.J,,,,,,,Emerg. Mkts.
566,ACLJ.J,,,,,,,Core Growth
567,ACLJ.J,,,,,,,Core Value
