,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
300,MQA.NM,,,,,,Namibia,
301,SBPJ.J,,,,,,South Africa,
302,NY1J.J,,,,,,South Africa,
303,AIRTEL.MV,,,,,,India,
304,SSWJ.J,,,,,,South Africa,
305,4AIHG.4AX,,,,,,,
306,ZFCO.LZ,,,,,,Zambia,
307,ZXRPG.ZX,,,,,,South Africa,
308,BUACEMENT.LG,,,,,,Nigeria,
309,MTNZFJ.J,,,,,,South Africa,
310,SNO.NM,,,,,,South Africa,
311,FRBP01p.J^K22,,,,,,South Africa,
312,SEMA.MZ,,,,,,Mauritius,
313,ANE.NM,,,,,,Namibia,
314,JATU.TZ,,,,,,Tanzania,
315,SSUJ.J,,,,,,South Africa,
316,ACES.MZ,,,,,,Mauritius,
317,ORGT.CI,,,,,,Togo,
318,REGI.MZ,,,,,,Mauritius,
319,ENLG.MZ,,,,,,,
320,ICON.MV,,,,,,Malawi,
321,LAVA.MZ,,,,,,,
322,ACCESS.BT,,,,,,Nigeria,
323,MTHJ.J,,,,,,South Africa,
324,EHZL.ZI,,,,,,Zimbabwe,
325,MCGJ.J,,,,,,South Africa,
326,SCIL.BT,,,,,,Botswana,
327,NICO.TZ,,,,,,Tanzania,
328,EXPJ.J,,,,,,South Africa,
329,DGHJ.J,,,,,,South Africa,
330,TICL.TZ,,,,,,Tanzania,
331,KLOS.MZ,,,,,,Mauritius,
332,TSAH.MZ,,,,,,Mauritius,
333,ABL.GH,,,,,,Belgium,
334,ABOSELA.LG,,,,,,Nigeria,
335,ABPLAST.LG,,,,,,Nigeria,
336,ABSPp.J,,,,,,South Africa,
337,ACADEMY.LG,,,,,,Nigeria,
338,ACLJ.J,25.63,2002-12-27T00:00:00Z,2639553,301,,Luxembourg,Specialty
339,ACLJ.J,9.26,2002-12-27T00:00:00Z,2660915,301,5055408312,,Emerg. Mkts.
340,ACLJ.J,8.79,2002-12-27T00:00:00Z,2657747,114,5001449709,,Emerg. Mkts.
341,ACLJ.J,4.81,2002-12-27T00:00:00Z,2637859,114,4297369644,,Growth
342,ACLJ.J,2.26,2002-12-27T00:00:00Z,2002548,113,5000058372,,Emerg. Mkts.
343,ACLJ.J,0.39,2002-12-31T00:00:00Z,2005211,107,,,GARP
344,ACLJ.J,0.34,2002-12-31T00:00:00Z,2005213,101,,,Emerg. Mkts.
345,ACLJ.J,0.26,2002-12-31T00:00:00Z,2005217,113,,,Emerg. Mkts.
346,ACLJ.J,0.14,2002-12-31T00:00:00Z,2003291,113,,,Specialty
347,ACLJ.J,0.11,2002-12-31T00:00:00Z,2529158,107,5001196565,,Sector Specific
348,ACLJ.J,0.09,2002-12-31T00:00:00Z,2003708,113,5000064072,,Hedge Fund
349,ACLJ.J,0.03,2002-12-31T00:00:00Z,2388005,107,5001449682,,Growth
350,ACLJ.J,0.02,2002-12-31T00:00:00Z,2522977,107,5001196700,,GARP
351,ACLJ.J,0.02,2002-12-31T00:00:00Z,2132753,113,,,Emerg. Mkts.
352,ACLJ.J,0.01,2002-12-31T00:00:00Z,2522976,113,5001211262,,Index
353,ACLJ.J,0.01,2002-12-31T00:00:00Z,2005218,113,4298409344,,Specialty
354,ACLJ.J,0.0046,2002-12-31T00:00:00Z,2403920,113,5000749182,,Specialty
355,ACLJ.J,0.0009,2002-12-31T00:00:00Z,2399161,113,5000313307,,Specialty
356,ACLJ.J,0.0,2001-09-02T00:00:00Z,3270352,108,,,Growth
357,ACLJ.J,0.0,2001-09-02T00:00:00Z,2676461,110,5000854298,,Emerg. Mkts.
358,ACLJ.J,0.0,2002-12-29T00:00:00Z,2676438,107,5055414090,,Specialty
359,ACLJ.J,0.0,2001-09-02T00:00:00Z,2660881,113,4297636693,,Emerg. Mkts.
360,ACLJ.J,0.0,2001-09-02T00:00:00Z,2652506,107,,,International
361,ACLJ.J,0.0,2001-09-02T00:00:00Z,2637186,113,4297902883,,Core Value
362,ACLJ.J,0.0,2002-06-30T00:00:00Z,2132706,107,4298459126,,Specialty
363,ACLJ.J,0.0,2001-03-31T00:00:00Z,2007596,107,4297908191,,Specialty
364,ACLJ.J,0.0,2002-09-30T00:00:00Z,2004197,113,4296293277,,Growth
365,ACLJ.J,0.0,2001-03-31T00:00:00Z,2003794,113,,,Emerg. Mkts.
366,ACLJ.J,0.0,2002-06-30T00:00:00Z,2003730,107,,,Growth
367,ACLJ.J,0.0,2001-09-30T00:00:00Z,2003084,107,4296555936,,Emerg. Mkts.
368,ACLJ.J,,,2448219,107,,,Growth
369,ACLJ.J,,,2006038,107,,,Emerg. Mkts.
370,ACLJ.J,,,2005054,107,,,Growth
371,ACLJ.J,,,2002484,107,,,Core Value
372,ACLJ.J,0.46,2001-12-31T00:00:00Z,2005211,113,,,GARP
373,ACLJ.J,0.32,2001-12-31T00:00:00Z,2004197,107,4296293277,,Emerg. Mkts.
374,ACLJ.J,0.32,2001-12-31T00:00:00Z,2132706,113,4298459126,,Core Value
375,ACLJ.J,0.14,2001-12-31T00:00:00Z,2005217,107,,,Specialty
376,ACLJ.J,0.03,2001-06-30T00:00:00Z,2132753,107,,,Sector Specific
377,ACLJ.J,0.01,2001-12-31T00:00:00Z,2399161,107,5000313307,,Core Value
378,ACLJ.J,0.0012,2001-12-31T00:00:00Z,2003730,107,,,GARP
379,ACLJ.J,0.0,2001-09-02T00:00:00Z,3270352,107,,,Emerg. Mkts.
380,ACLJ.J,0.0,2001-09-02T00:00:00Z,2676461,113,5000854298,,Specialty
381,ACLJ.J,0.0,2001-09-02T00:00:00Z,2660881,107,4297636693,,Specialty
382,ACLJ.J,0.0,2001-09-02T00:00:00Z,2657747,303,5001449709,,Emerg. Mkts.
383,ACLJ.J,0.0,2001-09-02T00:00:00Z,2652506,301,,,Sector Specific
384,ACLJ.J,0.0,2001-09-02T00:00:00Z,2637186,301,4297902883,,Emerg. Mkts.
385,ACLJ.J,0.0,2000-12-31T00:00:00Z,2448219,301,,,Growth
386,ACLJ.J,0.0,2001-03-31T00:00:00Z,2007596,302,4297908191,,Index
387,ACLJ.J,0.0,2000-09-30T00:00:00Z,2006038,301,,,Specialty
388,ACLJ.J,0.0,2001-12-31T00:00:00Z,2005218,301,4298409344,,Core Value
389,ACLJ.J,0.0,2000-06-30T00:00:00Z,2005054,107,,,Specialty
390,ACLJ.J,0.0,2001-03-31T00:00:00Z,2003794,107,,,Emerg. Mkts.
391,ACLJ.J,0.0,2001-12-31T00:00:00Z,2003708,107,5000064072,,Emerg. Mkts.
392,ACLJ.J,0.0,2001-09-30T00:00:00Z,2003084,107,4296555936,,Core Growth
393,ACLJ.J,0.0,2000-09-30T00:00:00Z,2002484,107,5000152801,,Index
394,ACLJ.J,,,2676438,101,,,Core Value
395,ACLJ.J,,,2660915,113,,,Emerg. Mkts.
396,ACLJ.J,,,2639553,107,,,Emerg. Mkts.
397,ACLJ.J,,,2637859,107,,,Specialty
398,ACLJ.J,,,2529158,201,,,Growth
399,ACLJ.J,,,2522977,113,,,
400,ACLJ.J,,,2522976,107,,,International
401,ACLJ.J,,,2403920,113,,,Emerg. Mkts.
402,ACLJ.J,,,2388005,107,,,Index
403,ACLJ.J,,,2005213,107,,,
404,ACLJ.J,,,2003291,113,,,Specialty
405,ACLJ.J,,,2002548,107,,,Specialty
406,ACLJ.J,,,,113,,,Index
407,ACLJ.J,,,,113,,,International
408,ACLJ.J,,,,101,,,
409,ACLJ.J,,,,113,,,GARP
410,ACLJ.J,,,,107,,,Emerg. Mkts.
411,ACLJ.J,,,,110,,,Emerg. Mkts.
412,ACLJ.J,,,,107,,,Emerg. Mkts.
413,ACLJ.J,,,,107,,,Sector Specific
414,ACLJ.J,,,,110,,,Emerg. Mkts.
415,ACLJ.J,,,,,,,Emerg. Mkts.
416,ACLJ.J,,,,,,,Emerg. Mkts.
417,ACLJ.J,,,,,,,Index
418,ACLJ.J,,,,,,,International
419,ACLJ.J,,,,,,,Emerg. Mkts.
420,ACLJ.J,,,,,,,Core Value
421,ACLJ.J,,,,,,,Emerg. Mkts.
422,ACLJ.J,,,,,,,Emerg. Mkts.
423,ACLJ.J,,,,,,,Emerg. Mkts.
424,ACLJ.J,,,,,,,Specialty
425,ACLJ.J,,,,113,,,Emerg. Mkts.
426,ACLJ.J,,,,107,,,Emerg. Mkts.
427,ACLJ.J,,,,113,,,Core Value
428,ACLJ.J,,,,113,,,Emerg. Mkts.
429,ACLJ.J,,,,113,,,Core Growth
430,ACLJ.J,,,,113,,,Core Value
431,ACLJ.J,,,,107,,,Core Value
432,ACLJ.J,,,,107,,,Specialty
433,ACLJ.J,,,,113,,,
434,ACLJ.J,,,,113,,,
435,ACLJ.J,,,,107,,,
436,ACLJ.J,,,,107,,,
437,ACLJ.J,,,,113,,,
438,ACLJ.J,,,,110,,,
439,ACLJ.J,,,,113,,,
440,ACLJ.J,,,,107,,,
441,ACLJ.J,,,,107,,,
442,ACLJ.J,,,,113,,,
443,ACLJ.J,,,,107,,,
444,ACLJ.J,,,,107,,,
445,ACLJ.J,,,,107,,,
446,ACLJ.J,,,,113,,,
447,ACLJ.J,,,,107,,,
448,ACLJ.J,,,,113,,,Specialty
449,ACLJ.J,,,,113,,,Core Value
450,ACLJ.J,,,,113,,,Emerg. Mkts.
451,ACLJ.J,,,,107,,,Growth
452,ACLJ.J,,,,107,,,GARP
453,ACLJ.J,,,,107,,,Emerg. Mkts.
454,ACLJ.J,,,,101,,,GARP
455,ACLJ.J,,,,113,,,Sector Specific
456,ACLJ.J,,,,303,,,Emerg. Mkts.
457,ACLJ.J,,,,301,,,Emerg. Mkts.
458,ACLJ.J,,,,301,,,Emerg. Mkts.
459,ACLJ.J,,,,302,,,Hedge Fund
460,ACLJ.J,,,,114,,,Emerg. Mkts.
461,ACLJ.J,,,,301,,,Emerg. Mkts.
462,ACLJ.J,,,,301,,,Growth
463,ACLJ.J,,,,107,,,Index
464,ACLJ.J,,,,107,,,Specialty
465,ACLJ.J,,,,107,,,Specialty
466,ACLJ.J,,,,107,,,Specialty
467,ACLJ.J,,,,107,,,Index
468,ACLJ.J,,,,101,,,Core Value
469,ACLJ.J,,,,107,,,Emerg. Mkts.
470,ACLJ.J,,,,107,,,Growth
471,ACLJ.J,,,,107,,,Specialty
472,ACLJ.J,,,,201,,,Specialty
473,ACLJ.J,,,,113,,,Growth
474,ACLJ.J,,,,107,,,Emerg. Mkts.
475,ACLJ.J,,,,113,,,Emerg. Mkts.
476,ACLJ.J,,,,107,,,Emerg. Mkts.
477,ACLJ.J,,,,107,,,Growth
478,ACLJ.J,,,,107,,,Emerg. Mkts.
479,ACLJ.J,,,,107,,,Specialty
480,ACLJ.J,,,,113,,,Emerg. Mkts.
481,ACLJ.J,,,,113,,,Growth
482,ACLJ.J,,,,107,,,Emerg. Mkts.
483,ACLJ.J,,,,113,,,Sector Specific
484,ACLJ.J,,,,107,,,Specialty
485,ACLJ.J,,,,113,,,Growth
486,ACLJ.J,,,,113,,,Emerg. Mkts.
487,ACLJ.J,,,,107,,,Emerg. Mkts.
488,ACLJ.J,,,,107,,,Emerg. Mkts.
489,ACLJ.J,,,,110,,,Growth
490,ACLJ.J,,,,110,,,Specialty
491,ACLJ.J,,,,107,,,Emerg. Mkts.
492,ACLJ.J,,,,,,,Core Value
493,ACLJ.J,,,,,,,GARP
494,ACLJ.J,,,,,,,Index
495,ACLJ.J,,,,,,,Specialty
496,ACLJ.J,,,,,,,Sector Specific
497,ACLJ.J,,,,,,,
498,ACLJ.J,,,,,,,Emerg. Mkts.
499,ACLJ.J,,,,,,,Core Growth
500,ACLJ.J,,,,,,,Index
501,ACLJ.J,,,,,,,Emerg. Mkts.
502,ACLJ.J,,,,,,,Core Value
503,ACLJ.J,,,,,,,Index
504,ACLJ.J,,,,,,,Emerg. Mkts.
505,ACLJ.J,,,,,,,Core Value
506,ACLJ.J,,,,,,,
507,ACLJ.J,,,,,,,Index
508,ACLJ.J,,,,,,,Index
509,ACLJ.J,,,,,,,International
510,ACLJ.J,,,,,,,Emerg. Mkts.
511,ACLJ.J,,,,,,,Emerg. Mkts.
512,ACLJ.J,,,,,,,Core Value
513,ACLJ.J,,,,,,,Core Value
514,ACLJ.J,,,,,,,Emerg. Mkts.
515,ACLJ.J,,,,,,,Specialty
516,ACLJ.J,,,,,,,Emerg. Mkts.
517,ACLJ.J,,,,,,,Emerg. Mkts.
518,ACLJ.J,,,,,,,Sector Specific
519,ACLJ.J,,,,,,,Emerg. Mkts.
520,ACLJ.J,,,,,,,Emerg. Mkts.
521,ACLJ.J,,,,,,,Emerg. Mkts.
522,ACLJ.J,,,,,,,Specialty
523,ACLJ.J,,,,,,,Emerg. Mkts.
524,ACLJ.J,,,,,,,Specialty
525,ACLJ.J,,,,,,,Emerg. Mkts.
526,ACLJ.J,,,,,,,International
527,ACLJ.J,,,,,,,Emerg. Mkts.
528,ACLJ.J,,,,,,,Core Value
529,ACLJ.J,,,,,,,Emerg. Mkts.
530,ACLJ.J,,,,,,,Core Value
531,ACLJ.J,,,,,,,Specialty
532,ACLJ.J,,,,,,,Specialty
533,ACLJ.J,,,,,,,Growth
534,ACLJ.J,,,,,,,Emerg. Mkts.
535,ACLJ.J,,,,,,,Emerg. Mkts.
536,ACLJ.J,,,,,,,Growth
537,ACLJ.J,,,,,,,Growth
538,ACLJ.J,,,,,,,Specialty
539,ACLJ.J,,,,,,,Growth
540,ACLJ.J,,,,,,,Core Growth
541,ACLJ.J,,,,,,,Growth
542,ACLJ.J,,,,,,,Core Value
543,ACLJ.J,,,,,,,Specialty
544,ACLJ.J,,,,,,,
545,ACLJ.J,,,,,,,
546,ACLJ.J,,,,,,,
547,ACLJ.J,,,,,,,
548,ACLJ.J,,,,,,,
549,ACLJ.J,,,,,,,
550,ACLJ.J,,,,,,,
551,ACLJ.J,,,,,,,
552,ACLJ.J,,,,,,,
553,ACLJ.J,,,,,,,
554,ACLJ.J,,,,,,,
555,ACLJ.J,,,,,,,
556,ACLJ.J,,,,,,,
557,ACLJ.J,,,,,,,
558,ACTJ.J,7.0,2002-12-27T00:00:00Z,2659928,301,,South Africa,Index
559,ACTJ.J,0.378,2002-12-27T00:00:00Z,2663421,301,5055409332,,Index
560,ACTJ.J,0.204,2002-12-27T00:00:00Z,3262987,303,,,
561,ACTJ.J,0.053,2002-12-27T00:00:00Z,3286818,303,,,
562,ACTJ.J,0.045,2002-12-27T00:00:00Z,3289724,303,,,
563,ACTJ.J,0.039,2002-12-27T00:00:00Z,3286820,303,,,
564,ACTJ.J,0.031,2002-12-27T00:00:00Z,2665693,301,48471686148,,
