,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
306,4AGR1O.4AX,,,,,,South Africa,
307,CMR.RW,,,,,,South Africa,
308,FDHB.MV,,,,,,Malawi,
309,OMJ.NM,,,,,,Namibia,
310,MQA.NM,,,,,,Namibia,
311,SBPJ.J,,,,,,South Africa,
312,NY1J.J,,,,,,South Africa,
313,AIRTEL.MV,,,,,,India,
314,SSWJ.J,,,,,,South Africa,
315,4AIHG.4AX,,,,,,,
316,ZFCO.LZ,,,,,,Zambia,
317,ZXRPG.ZX,,,,,,South Africa,
318,BUACEMENT.LG,,,,,,Nigeria,
319,MTNZFJ.J,,,,,,South Africa,
320,SNO.NM,,,,,,South Africa,
321,FRBP01p.J^K22,,,,,,South Africa,
322,SEMA.MZ,,,,,,Mauritius,
323,ANE.NM,,,,,,Namibia,
324,JATU.TZ,,,,,,Tanzania,
325,SSUJ.J,,,,,,South Africa,
326,ACES.MZ,,,,,,Mauritius,
327,ORGT.CI,,,,,,Togo,
328,REGI.MZ,,,,,,Mauritius,
329,ENLG.MZ,,,,,,,
330,ICON.MV,,,,,,Malawi,
331,LAVA.MZ,,,,,,,
332,ACCESS.BT,,,,,,Nigeria,
333,MTHJ.J,,,,,,South Africa,
334,EHZL.ZI,,,,,,Zimbabwe,
335,MCGJ.J,,,,,,South Africa,
336,SCIL.BT,,,,,,Botswana,
337,NICO.TZ,,,,,,Tanzania,
338,EXPJ.J,,,,,,South Africa,
339,DGHJ.J,,,,,,South Africa,
340,TICL.TZ,,,,,,Tanzania,
341,KLOS.MZ,,,,,,Mauritius,
342,TSAH.MZ,,,,,,Mauritius,
343,ABL.GH,,,,,,Belgium,
344,ABOSELA.LG,,,,,,Nigeria,
345,ABPLAST.LG,,,,,,Nigeria,
346,ABSPp.J,,,,,,South Africa,
347,ACADEMY.LG,,,,,,Nigeria,
348,ACLJ.J,25.86,2003-06-27T00:00:00Z,2639553,301,,Luxembourg,Specialty
349,ACLJ.J,9.18,2003-06-27T00:00:00Z,2660915,301,5055408312,,Index
350,ACLJ.J,8.79,2003-06-27T00:00:00Z,2657747,114,5001449709,,Emerg. Mkts.
351,ACLJ.J,4.28,2003-06-27T00:00:00Z,2637859,114,4297369644,,Sector Specific
352,ACLJ.J,0.31,2003-06-27T00:00:00Z,3270352,107,,,Core Value
353,ACLJ.J,0.13,2004-06-30T00:00:00Z,2005213,113,,,Core Growth
354,ACLJ.J,0.04,2004-12-31T00:00:00Z,2003457,113,5000036827,,International
355,ACLJ.J,0.03,2004-12-31T00:00:00Z,2660546,303,5001449672,,Emerg. Mkts.
356,ACLJ.J,0.01,2004-09-30T00:00:00Z,2522977,107,5001196700,,Specialty
357,ACLJ.J,0.01,2004-12-31T00:00:00Z,2399161,107,5000313307,,Emerg. Mkts.
358,ACLJ.J,0.01,2004-09-30T00:00:00Z,2005218,113,4298409344,,Emerg. Mkts.
359,ACLJ.J,0.0008,2003-09-30T00:00:00Z,2401339,107,5001445949,,Emerg. Mkts.
360,ACLJ.J,0.0,2004-06-30T00:00:00Z,2932423,113,,,GARP
361,ACLJ.J,0.0,2004-12-31T00:00:00Z,2915245,107,4298106595,,Emerg. Mkts.
362,ACLJ.J,0.0,2003-06-27T00:00:00Z,2652773,107,5055412244,,Emerg. Mkts.
363,ACLJ.J,0.0,2004-12-31T00:00:00Z,2529158,113,5001196565,,Emerg. Mkts.
364,ACLJ.J,0.0,2004-12-31T00:00:00Z,2522976,107,5001211262,,Core Value
365,ACLJ.J,0.0,2004-06-30T00:00:00Z,2445138,107,5000068710,,Emerg. Mkts.
366,ACLJ.J,0.0,2004-12-31T00:00:00Z,2403920,113,5000749182,,Index
367,ACLJ.J,0.0,2004-12-31T00:00:00Z,2401341,113,,,Core Growth
368,ACLJ.J,0.0,2003-09-30T00:00:00Z,2388005,113,5001449682,,
369,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132888,113,5000750920,,
370,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132753,107,,,Yield
371,ACLJ.J,0.0,2004-12-31T00:00:00Z,2132706,113,4298459126,,Growth
372,ACLJ.J,0.0,2003-09-30T00:00:00Z,2005590,107,5000005239,,Specialty
373,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004961,107,,,Core Growth
374,ACLJ.J,0.0,2004-12-31T00:00:00Z,2004438,113,5000021347,,Index
375,ACLJ.J,0.0,2004-09-30T00:00:00Z,2004197,113,4296293277,,Emerg. Mkts.
376,ACLJ.J,0.0,2004-12-31T00:00:00Z,2003708,107,5000064072,,Core Value
377,ACLJ.J,0.0,2003-03-31T00:00:00Z,2003291,113,,,Emerg. Mkts.
378,ACLJ.J,0.0,2003-06-27T00:00:00Z,2002520,107,,,Core Value
379,ACLJ.J,,,2676438,106,,,Core Value
380,ACLJ.J,,,2005217,106,,,Emerg. Mkts.
381,ACLJ.J,,,2003730,113,,,Emerg. Mkts.
382,ACLJ.J,,,2002548,301,,,Index
383,ACLJ.J,25.86,2003-06-27T00:00:00Z,2639553,107,,,Emerg. Mkts.
384,ACLJ.J,9.18,2003-06-27T00:00:00Z,2660915,107,5055408312,,Emerg. Mkts.
385,ACLJ.J,8.79,2003-06-27T00:00:00Z,2657747,107,5001449709,,International
386,ACLJ.J,4.28,2003-06-27T00:00:00Z,2637859,113,4297369644,,International
387,ACLJ.J,3.2,2003-06-27T00:00:00Z,2002548,107,5000058372,,Specialty
388,ACLJ.J,0.31,2003-06-27T00:00:00Z,3270352,113,,,Specialty
389,ACLJ.J,0.14,2003-12-31T00:00:00Z,2005213,113,,,Specialty
390,ACLJ.J,0.14,2003-12-31T00:00:00Z,2529158,107,5001196565,,Specialty
391,ACLJ.J,0.08,2003-12-31T00:00:00Z,2132706,107,4298459126,,
392,ACLJ.J,0.06,2003-12-31T00:00:00Z,2403920,107,5000749182,,Emerg. Mkts.
393,ACLJ.J,0.02,2003-12-31T00:00:00Z,2003708,113,5000064072,,Emerg. Mkts.
394,ACLJ.J,0.01,2003-12-31T00:00:00Z,2932423,107,,,Emerg. Mkts.
395,ACLJ.J,0.01,2003-12-31T00:00:00Z,2004197,107,4296293277,,Index
396,ACLJ.J,0.01,2003-12-31T00:00:00Z,2660546,107,5001449672,,Specialty
397,ACLJ.J,0.01,2003-12-31T00:00:00Z,2522976,107,5001211262,,Index
398,ACLJ.J,0.01,2003-12-31T00:00:00Z,2445138,113,5000068710,,Emerg. Mkts.
399,ACLJ.J,0.0008,2003-09-30T00:00:00Z,2401339,113,5001445949,,Emerg. Mkts.
400,ACLJ.J,0.0007,2003-12-31T00:00:00Z,2399161,107,5000313307,,Specialty
401,ACLJ.J,0.0,2002-12-29T00:00:00Z,2676438,201,5055414090,,Emerg. Mkts.
402,ACLJ.J,0.0,2003-06-27T00:00:00Z,2652773,107,5055412244,,Income Value
403,ACLJ.J,0.0,2003-06-30T00:00:00Z,2522977,107,5001196700,,Emerg. Mkts.
404,ACLJ.J,0.0,2003-06-30T00:00:00Z,2401341,107,,,Core Value
405,ACLJ.J,0.0,2003-09-30T00:00:00Z,2388005,107,5001449682,,Emerg. Mkts.
406,ACLJ.J,0.0,2003-06-30T00:00:00Z,2132753,107,,,Growth
407,ACLJ.J,0.0,2003-09-30T00:00:00Z,2005590,113,5000005239,,Emerg. Mkts.
408,ACLJ.J,0.0,2003-12-31T00:00:00Z,2005218,107,4298409344,,Specialty
409,ACLJ.J,0.0,2003-09-30T00:00:00Z,2005217,107,,,Index
410,ACLJ.J,0.0,2002-06-30T00:00:00Z,2003730,113,,,Index
411,ACLJ.J,0.0,2003-03-31T00:00:00Z,2003291,113,,,
412,ACLJ.J,0.0,2003-06-27T00:00:00Z,2002520,113,,,Core Value
413,ACLJ.J,,,2915245,113,,,GARP
414,ACLJ.J,,,2132888,107,,,Emerg. Mkts.
415,ACLJ.J,,,2004961,113,,,
416,ACLJ.J,,,2004438,107,,,Emerg. Mkts.
417,ACLJ.J,,,2003457,107,,,Emerg. Mkts.
418,ACLJ.J,,,,107,,,Emerg. Mkts.
419,ACLJ.J,,,,108,,,Emerg. Mkts.
420,ACLJ.J,,,,107,,,Specialty
421,ACLJ.J,,,,110,,,Emerg. Mkts.
422,ACLJ.J,,,,113,,,Emerg. Mkts.
423,ACLJ.J,,,,107,,,Core Value
424,ACLJ.J,,,,113,,,Emerg. Mkts.
425,ACLJ.J,,,,,,,Growth
426,ACLJ.J,,,,,,,Growth
427,ACLJ.J,,,,,,,International
428,ACLJ.J,,,,,,,International
429,ACLJ.J,,,,,,,Emerg. Mkts.
430,ACLJ.J,,,,,,,Income Value
431,ACLJ.J,,,,,,,Growth
432,ACLJ.J,,,,,,,Core Value
433,ACLJ.J,,,,,,,Specialty
434,ACLJ.J,,,,,,,Specialty
435,ACLJ.J,,,,,,,
436,ACLJ.J,,,,301,,,Specialty
437,ACLJ.J,,,,301,,,Sector Specific
438,ACLJ.J,,,,114,,,Specialty
439,ACLJ.J,,,,114,,,Emerg. Mkts.
440,ACLJ.J,,,,101,,,Emerg. Mkts.
441,ACLJ.J,,,,113,,,Growth
442,ACLJ.J,,,,113,,,Specialty
443,ACLJ.J,,,,107,,,Specialty
444,ACLJ.J,,,,107,,,Specialty
445,ACLJ.J,,,,113,,,GARP
446,ACLJ.J,,,,113,,,Specialty
447,ACLJ.J,,,,113,,,Growth
448,ACLJ.J,,,,113,,,GARP
449,ACLJ.J,,,,303,,,Specialty
450,ACLJ.J,,,,113,,,Specialty
451,ACLJ.J,,,,107,,,
452,ACLJ.J,,,,107,,,
453,ACLJ.J,,,,107,,,
454,ACLJ.J,,,,107,,,
455,ACLJ.J,,,,113,,,
456,ACLJ.J,,,,113,,,
457,ACLJ.J,,,,107,,,
458,ACLJ.J,,,,113,,,
459,ACLJ.J,,,,107,,,
460,ACLJ.J,,,,113,,,
461,ACLJ.J,,,,113,,,
462,ACLJ.J,,,,107,,,
463,ACLJ.J,,,,107,,,
464,ACLJ.J,,,,113,,,
465,ACLJ.J,,,,113,,,
466,ACLJ.J,,,,107,,,
467,ACLJ.J,,,,113,,,Emerg. Mkts.
468,ACLJ.J,,,,107,,,Emerg. Mkts.
469,ACLJ.J,,,,106,,,Specialty
470,ACLJ.J,,,,113,,,Specialty
471,ACLJ.J,,,,107,,,Hedge Fund
472,ACLJ.J,,,,113,,,Emerg. Mkts.
473,ACLJ.J,,,,107,,,Specialty
474,ACLJ.J,,,,113,,,Index
475,ACLJ.J,,,,113,,,Growth
476,ACLJ.J,,,,107,,,Emerg. Mkts.
477,ACLJ.J,,,,107,,,Core Value
478,ACLJ.J,,,,107,,,Growth
479,ACLJ.J,,,,106,,,Specialty
480,ACLJ.J,,,,113,,,Emerg. Mkts.
481,ACLJ.J,,,,301,,,Growth
482,ACLJ.J,,,,301,,,Specialty
483,ACLJ.J,,,,107,,,Growth
484,ACLJ.J,,,,107,,,Specialty
485,ACLJ.J,,,,113,,,Emerg. Mkts.
486,ACLJ.J,,,,113,,,Core Value
487,ACLJ.J,,,,107,,,Emerg. Mkts.
488,ACLJ.J,,,,107,,,
489,ACLJ.J,,,,107,,,Emerg. Mkts.
490,ACLJ.J,,,,107,,,Specialty
491,ACLJ.J,,,,107,,,Sector Specific
492,ACLJ.J,,,,107,,,Specialty
493,ACLJ.J,,,,113,,,Emerg. Mkts.
494,ACLJ.J,,,,107,,,Specialty
495,ACLJ.J,,,,201,,,Emerg. Mkts.
496,ACLJ.J,,,,107,,,Emerg. Mkts.
497,ACLJ.J,,,,107,,,Emerg. Mkts.
498,ACLJ.J,,,,113,,,Growth
499,ACLJ.J,,,,107,,,Specialty
500,ACLJ.J,,,,107,,,Specialty
501,ACLJ.J,,,,113,,,Index
502,ACLJ.J,,,,113,,,Core Value
503,ACLJ.J,,,,113,,,Core Value
504,ACLJ.J,,,,101,,,Specialty
505,ACLJ.J,,,,107,,,Emerg. Mkts.
506,ACLJ.J,,,,108,,,
507,ACLJ.J,,,,107,,,GARP
508,ACLJ.J,,,,110,,,Emerg. Mkts.
509,ACLJ.J,,,,113,,,Specialty
510,ACLJ.J,,,,107,,,International
511,ACLJ.J,,,,,,,Specialty
512,ACLJ.J,,,,,,,Emerg. Mkts.
513,ACLJ.J,,,,,,,Emerg. Mkts.
514,ACLJ.J,,,,,,,Index
515,ACLJ.J,,,,,,,Specialty
516,ACLJ.J,,,,,,,Growth
517,ACLJ.J,,,,,,,Specialty
518,ACLJ.J,,,,,,,
519,ACLJ.J,,,,,,,Emerg. Mkts.
520,ACLJ.J,,,,,,,Emerg. Mkts.
521,ACLJ.J,,,,,,,Index
522,ACLJ.J,,,,,,,
523,ACLJ.J,,,,,,,Core Growth
524,ACLJ.J,,,,,,,International
525,ACLJ.J,,,,,,,
526,ACLJ.J,,,,,,,Index
527,ACLJ.J,,,,,,,GARP
528,ACLJ.J,,,,,,,Core Value
529,ACLJ.J,,,,,,,Core Value
530,ACLJ.J,,,,,,,Emerg. Mkts.
531,ACLJ.J,,,,,,,Sector Specific
532,ACLJ.J,,,,,,,Emerg. Mkts.
533,ACLJ.J,,,,,,,International
534,ACLJ.J,,,,,,,International
535,ACLJ.J,,,,,,,Specialty
536,ACLJ.J,,,,,,,Emerg. Mkts.
537,ACLJ.J,,,,,,,Index
538,ACLJ.J,,,,,,,Emerg. Mkts.
539,ACLJ.J,,,,,,,Emerg. Mkts.
540,ACLJ.J,,,,,,,Emerg. Mkts.
541,ACLJ.J,,,,,,,Index
542,ACLJ.J,,,,,,,GARP
543,ACLJ.J,,,,,,,Emerg. Mkts.
544,ACLJ.J,,,,,,,Emerg. Mkts.
545,ACLJ.J,,,,,,,Core Value
546,ACLJ.J,,,,,,,Emerg. Mkts.
547,ACLJ.J,,,,,,,Emerg. Mkts.
548,ACLJ.J,,,,,,,Emerg. Mkts.
549,ACLJ.J,,,,,,,Emerg. Mkts.
550,ACLJ.J,,,,,,,Core Value
551,ACLJ.J,,,,,,,Emerg. Mkts.
552,ACLJ.J,,,,,,,Specialty
553,ACLJ.J,,,,,,,Specialty
554,ACLJ.J,,,,,,,Emerg. Mkts.
555,ACLJ.J,,,,,,,Emerg. Mkts.
556,ACLJ.J,,,,,,,Core Value
557,ACLJ.J,,,,,,,Growth
558,ACLJ.J,,,,,,,Specialty
559,ACLJ.J,,,,,,,GARP
560,ACLJ.J,,,,,,,Specialty
561,ACLJ.J,,,,,,,GARP
562,ACLJ.J,,,,,,,Specialty
563,ACLJ.J,,,,,,,
564,ACLJ.J,,,,,,,
565,ACLJ.J,,,,,,,
566,ACLJ.J,,,,,,,
567,ACLJ.J,,,,,,,
