,Instrument,Investor Shares Held,Investor Perm Id,Investor Id,Date
178,ABCB.MZ,,,,
179,VETBANK.LG,,,,
180,VETGOODS.LG,,,,
181,VETINDETF.LG,,,,
182,NRLJ.J,,,,
183,TAD.MZ,,,,
184,DCON.NR,,,,
185,FPC.BT,,,,
186,AXIA.ZI,,,,
187,BIDJ.J,,,,
188,MUCOBA.TZ,,,,
189,NBV.NR,,,,
190,NSBC.CI,,,,
191,DSE.TZ,,,,
192,IBLL.MZ,,,,
193,EPEJ.J,,,,
194,UPL.MZ,,,,
195,YYLBEEJ.J,,,,
196,ACCESS.GH,,,,
197,SCRC.CI,,,,
198,SEAJ.J,,,,
199,SIBC.CI,,,,
200,GLPROPJ.J,,,,
201,CBIBF.CI,,,,
202,TPFJ.J,,,,
203,VODA.TZ,,,,
204,CQCIL.UG,,,,
205,L2DJ.J,,,,
206,TIP.LG,,,,
207,DCCUSDJ.J,,,,
208,SHGJ.J,,,,
209,JAIZBANK.LG,,,,
210,STXILBJ.J,,,,
211,STXPROJ.J,,,,
212,PFBJ.J,,,,
213,MTNGH.GH,,,,
214,MIN.BT,,,,
215,BAYP.MZ,,,,
216,AILJ.J,,,,
217,KALJ.J,,,,
218,NRPJ.J,,,,
219,RHBJ.J,,,,
220,HETJ.J,,,,
221,STXWDMJ.J,,,,
222,STXEMGJ.J,,,,
223,STX500J.J,,,,
224,FMP.ZI,,,,
225,ZXSWS.ZX,,,,
226,ZXSWB.ZX,,,,
227,ZXTWI.ZX,,,,
228,FMBCH.MV,,,,
229,PPHJ.J,,,,
230,STXQUAJ.J,,,,
231,LHN.NM,,,,
232,4SIJ.J,,,,
233,SDOJ.J,,,,
234,FNBEQFJ.J,,,,
235,PNH.NM,,,,
236,SYG500J.J,,,,
237,CCAF.LZ,,,,
238,DCCUS2J.J,,,,
239,ECOC.CI,,,,
240,GSPECPLC.LG,,,,
241,ARIN.MZ,,,,
242,CVWJ.J,,,,
243,AYOJ.J,,,,
244,ZXTIP.ZX,,,,
245,ETF500J.J,,,,
246,FNBWGBJ.J,,,,
247,STXNDQJ.J,,,,
248,LBRJ.J,,,,
249,DIGICUT.GH,,,,
250,FTHJ.J,,,,
251,AEIBy.MZ,,,,
252,4ANWKH.4AX,,,,
253,4AHWP.4AX,,,,
254,4AASP.4AX,,,,
255,NFEMODJ.J,,,,
256,NFEHGEJ.J,,,,
257,NFEDEFJ.J,,,,
258,MTNN.LG,,,,
259,ETFBNDJ.J,,,,
260,NFNAMA.NM,,,,
261,STXGOVJ.J,,,,
262,STXESGJ.J,,,,
263,STXEMEJ.J,,,,
264,MERGROWTH.LG,,,,
265,MERVALUE.LG,,,,
266,SYGESGJ.J,,,,
267,MTNR.RW,,,,
268,SYGEMFJ.J,,,,
269,STXCAPJ.J,,,,
270,STXNDAJ.J,,,,
271,4AAVC.4AX,,,,
272,STXHLTJ.J,,,,
273,ETFSRIJ.J,,,,
274,ETFEMAJ.J,,,,
275,BIND.VF,,,,
276,PHL.VF,,,,
277,SYGSEJ.J,,,,
278,CSGOVIJ.J,,,,
279,SIM.VF,,,,
280,NED.VF,,,,
281,ZZDJ.J,,,,
282,NTFD.VF,,,,
283,4AGFR1O.4AX,,,,
284,GEREGU.LG,,,,
285,CAAJ.J,,,,
286,SREE.MZ,,,,
287,ACCESSCORP.LG,,,,
288,4ABKB.4AX,,,,
289,APOJ.J,,,,
290,TANG.ZI,,,,
291,BUAFOODS.LG,,,,
292,RONCHESS.LG,,,,
293,VELG.MZ,,,,
294,ANIJ.J,,,,
295,MTNU.UG,,,,
296,MOC.NM,,,,
297,CTEL.MZ,,,,
298,NGXGROUP.LG,,,,
299,GTCO.LG,,,,
300,TGAJ.J,,,,
301,SZKJ.J,,,,
302,BAPLC.LG,,,,
303,HBE.NR,,,,
304,HPL.MZ,,,,
305,DASPHARMA.GH,,,,
306,4AGR1O.4AX,,,,
307,CMR.RW,,,,
308,FDHB.MV,,,,
309,OMJ.NM,,,,
310,MQA.NM,,,,
311,SBPJ.J,,,,
312,NY1J.J,,,,
313,AIRTEL.MV,,,,
314,SSWJ.J,,,,
315,4AIHG.4AX,,,,
316,ZFCO.LZ,,,,
317,ZXRPG.ZX,,,,
318,BUACEMENT.LG,,,,
319,MTNZFJ.J,,,,
320,SNO.NM,,,,
321,FRBP01p.J^K22,,,,
322,SEMA.MZ,,,,
323,ANE.NM,,,,
324,JATU.TZ,,,,
325,SSUJ.J,,,,
326,ACES.MZ,,,,
327,ORGT.CI,,,,
328,REGI.MZ,,,,
329,ENLG.MZ,,,,
330,ICON.MV,,,,
331,LAVA.MZ,,,,
332,ACCESS.BT,,,,
333,MTHJ.J,,,,
334,EHZL.ZI,,,,
335,MCGJ.J,,,,
336,SCIL.BT,,,,
337,NICO.TZ,,,,
338,EXPJ.J,,,,
339,DGHJ.J,,,,
340,TICL.TZ,,,,
341,KLOS.MZ,,,,
342,TSAH.MZ,,,,
343,ABL.GH,,,,
344,ABOSELA.LG,,,,
345,ABPLAST.LG,,,,
346,ABSPp.J,,,,
347,ACADEMY.LG,,,,
348,ACLJ.J,115271872,,2639553,2003-06-27T00:00:00Z
349,ACLJ.J,40905400,5055408312,2660915,2003-06-27T00:00:00Z
350,ACLJ.J,39167364,5001449709,2657747,2003-06-27T00:00:00Z
351,ACLJ.J,19093682,4297369644,2637859,2003-06-27T00:00:00Z
352,ACLJ.J,3396399,5001447645,2587535,2003-06-27T00:00:00Z
353,ACLJ.J,2282742,5035514747,2655179,2003-06-27T00:00:00Z
354,ACLJ.J,1498767,5000066393,2004359,2004-12-31T00:00:00Z
355,ACLJ.J,1400295,,3270352,2003-06-27T00:00:00Z
356,ACLJ.J,589125,,2005213,2004-06-30T00:00:00Z
357,ACLJ.J,538683,4297590288,2388001,2004-12-31T00:00:00Z
358,ACLJ.J,319569,4298312867,2005214,2004-12-31T00:00:00Z
359,ACLJ.J,283653,5000003949,2132705,2004-12-31T00:00:00Z
360,ACLJ.J,256840,5000131279,2005221,2004-12-31T00:00:00Z
361,ACLJ.J,232358,4298311213,2999300,2004-09-30T00:00:00Z
362,ACLJ.J,205517,4297705417,2005011,2004-12-31T00:00:00Z
363,ACLJ.J,190000,5000036827,2003457,2004-12-31T00:00:00Z
364,ACLJ.J,171520,5001449660,2537819,2004-12-31T00:00:00Z
365,ACLJ.J,139836,5000072500,2006213,2004-12-31T00:00:00Z
366,ACLJ.J,139836,5000073746,2005724,2004-12-31T00:00:00Z
367,ACLJ.J,136402,5000037370,2003554,2004-12-31T00:00:00Z
368,ACLJ.J,118350,5001449672,2660546,2004-12-31T00:00:00Z
369,ACLJ.J,87000,,2003436,2004-12-31T00:00:00Z
370,ACLJ.J,79379,5000040508,2005923,2004-12-31T00:00:00Z
371,ACLJ.J,55000,4297281254,2490227,2003-12-31T00:00:00Z
372,ACLJ.J,54727,4295856422,2003991,2004-09-30T00:00:00Z
373,ACLJ.J,32000,5001196700,2522977,2004-09-30T00:00:00Z
374,ACLJ.J,30941,5000059367,2005334,2004-12-31T00:00:00Z
375,ACLJ.J,25531,5000313307,2399161,2004-12-31T00:00:00Z
376,ACLJ.J,23527,4298409344,2005218,2004-09-30T00:00:00Z
377,ACLJ.J,13400,5000001154,2003828,2004-12-31T00:00:00Z
378,ACLJ.J,3767,5001426959,2003665,2004-12-31T00:00:00Z
379,ACLJ.J,3500,5001445949,2401339,2003-09-30T00:00:00Z
380,ACLJ.J,0,,2932423,2004-06-30T00:00:00Z
381,ACLJ.J,0,4298106595,2915245,2004-12-31T00:00:00Z
382,ACLJ.J,0,5055412244,2652773,2003-06-27T00:00:00Z
383,ACLJ.J,0,5001196216,2638781,2004-12-31T00:00:00Z
384,ACLJ.J,0,5001196565,2529158,2004-12-31T00:00:00Z
385,ACLJ.J,0,5001211262,2522976,2004-12-31T00:00:00Z
386,ACLJ.J,0,5000025050,2517371,2003-03-31T00:00:00Z
387,ACLJ.J,0,4297572206,2495760,2004-06-30T00:00:00Z
388,ACLJ.J,0,5040703880,2463029,2003-12-31T00:00:00Z
389,ACLJ.J,0,5000068710,2445138,2004-06-30T00:00:00Z
390,ACLJ.J,0,5000749182,2403920,2004-12-31T00:00:00Z
391,ACLJ.J,0,,2401341,2004-12-31T00:00:00Z
392,ACLJ.J,0,5001449682,2388005,2003-09-30T00:00:00Z
393,ACLJ.J,0,5001260512,2366069,2004-12-31T00:00:00Z
394,ACLJ.J,0,,2302852,2003-09-30T00:00:00Z
395,ACLJ.J,0,5000750920,2132888,2004-12-31T00:00:00Z
396,ACLJ.J,0,,2132753,2004-12-31T00:00:00Z
397,ACLJ.J,0,4298459126,2132706,2004-12-31T00:00:00Z
398,ACLJ.J,0,4295888500,2007153,2004-12-31T00:00:00Z
399,ACLJ.J,0,5000723418,2006730,2004-12-31T00:00:00Z
400,ACLJ.J,0,5000037581,2006594,2004-12-31T00:00:00Z
401,ACLJ.J,0,4296555278,2005882,2003-06-27T00:00:00Z
402,ACLJ.J,0,5000005239,2005590,2003-09-30T00:00:00Z
403,ACLJ.J,0,4296700068,2005215,2004-09-30T00:00:00Z
404,ACLJ.J,0,,2004961,2004-12-31T00:00:00Z
405,ACLJ.J,0,5000021347,2004438,2004-12-31T00:00:00Z
406,ACLJ.J,0,4296540815,2004263,2003-03-31T00:00:00Z
407,ACLJ.J,0,,2004252,2004-12-31T00:00:00Z
408,ACLJ.J,0,5000757289,2004247,2003-12-31T00:00:00Z
409,ACLJ.J,0,4296293277,2004197,2004-09-30T00:00:00Z
410,ACLJ.J,0,5000037531,2004069,2003-12-31T00:00:00Z
411,ACLJ.J,0,5000064072,2003708,2004-12-31T00:00:00Z
412,ACLJ.J,0,5000054512,2003672,2003-06-27T00:00:00Z
413,ACLJ.J,0,5000221950,2003650,2004-09-30T00:00:00Z
414,ACLJ.J,0,4297778724,2003579,2004-12-31T00:00:00Z
415,ACLJ.J,0,5000046871,2003481,2004-12-31T00:00:00Z
416,ACLJ.J,0,5000051802,2003465,2004-06-30T00:00:00Z
417,ACLJ.J,0,5000050241,2003441,2004-09-30T00:00:00Z
418,ACLJ.J,0,,2003423,2004-03-31T00:00:00Z
419,ACLJ.J,0,,2003291,2003-03-31T00:00:00Z
420,ACLJ.J,0,5000057206,2002818,2004-12-31T00:00:00Z
421,ACLJ.J,0,5000050470,2002561,2003-12-31T00:00:00Z
422,ACLJ.J,0,,2002520,2003-06-27T00:00:00Z
423,ACLJ.J,0,5000677087,2002506,2003-03-28T00:00:00Z
424,ACLJ.J,0,5000036750,2002451,2004-12-31T00:00:00Z
425,ACLJ.J,,,2676438,
426,ACLJ.J,,,2304231,
427,ACLJ.J,,,2106731,
428,ACLJ.J,,,2007039,
429,ACLJ.J,,,2005972,
430,ACLJ.J,,,2005217,
431,ACLJ.J,,,2003730,
432,ACLJ.J,,,2003489,
433,ACLJ.J,,,2003245,
434,ACLJ.J,,,2002653,
435,ACLJ.J,,,2002548,
436,ACLJ.J,115271872,,2639553,2003-06-27T00:00:00Z
437,ACLJ.J,40905400,5055408312,2660915,2003-06-27T00:00:00Z
438,ACLJ.J,39167364,5001449709,2657747,2003-06-27T00:00:00Z
439,ACLJ.J,19093682,4297369644,2637859,2003-06-27T00:00:00Z
440,ACLJ.J,14253850,5000058372,2002548,2003-06-27T00:00:00Z
441,ACLJ.J,12287557,4297836130,2003245,2003-06-27T00:00:00Z
442,ACLJ.J,4638381,5000066393,2004359,2003-12-31T00:00:00Z
443,ACLJ.J,4148043,5000003949,2132705,2003-06-27T00:00:00Z
444,ACLJ.J,3396399,5001447645,2587535,2003-06-27T00:00:00Z
445,ACLJ.J,2282742,5035514747,2655179,2003-06-27T00:00:00Z
446,ACLJ.J,1947623,5000723418,2006730,2003-06-27T00:00:00Z
447,ACLJ.J,1847420,4298312867,2005214,2003-06-27T00:00:00Z
448,ACLJ.J,1745973,4295888500,2007153,2003-06-27T00:00:00Z
449,ACLJ.J,1400295,,3270352,2003-06-27T00:00:00Z
450,ACLJ.J,1319541,5001260512,2366069,2003-12-31T00:00:00Z
451,ACLJ.J,905671,4297590288,2388001,2003-12-31T00:00:00Z
452,ACLJ.J,731575,4297572206,2495760,2003-12-31T00:00:00Z
453,ACLJ.J,618475,,2005213,2003-12-31T00:00:00Z
454,ACLJ.J,616843,5001196565,2529158,2003-12-31T00:00:00Z
455,ACLJ.J,518602,5000131279,2005221,2003-12-31T00:00:00Z
456,ACLJ.J,480700,5000046871,2003481,2003-12-31T00:00:00Z
457,ACLJ.J,350625,4298459126,2132706,2003-12-31T00:00:00Z
458,ACLJ.J,276402,5000037370,2003554,2003-12-31T00:00:00Z
459,ACLJ.J,259558,5000749182,2403920,2003-12-31T00:00:00Z
460,ACLJ.J,245590,5000221950,2003650,2003-12-31T00:00:00Z
461,ACLJ.J,224143,5000036750,2002451,2003-09-30T00:00:00Z
462,ACLJ.J,194139,4297705417,2005011,2003-12-31T00:00:00Z
463,ACLJ.J,167272,5000040508,2005923,2003-12-31T00:00:00Z
464,ACLJ.J,125000,,2003436,2003-12-31T00:00:00Z
465,ACLJ.J,120000,,2004252,2003-12-31T00:00:00Z
466,ACLJ.J,120000,5000057206,2002818,2003-12-31T00:00:00Z
467,ACLJ.J,100986,5000064072,2003708,2003-12-31T00:00:00Z
468,ACLJ.J,97200,4296700068,2005215,2003-09-30T00:00:00Z
469,ACLJ.J,55000,,2932423,2003-12-31T00:00:00Z
470,ACLJ.J,55000,4297281254,2490227,2003-12-31T00:00:00Z
471,ACLJ.J,50400,4296293277,2004197,2003-12-31T00:00:00Z
472,ACLJ.J,42008,5001449672,2660546,2003-12-31T00:00:00Z
473,ACLJ.J,39435,5001211262,2522976,2003-12-31T00:00:00Z
474,ACLJ.J,37753,5000068710,2445138,2003-12-31T00:00:00Z
475,ACLJ.J,34941,5000059367,2005334,2003-12-31T00:00:00Z
476,ACLJ.J,34941,5000051802,2003465,2003-12-31T00:00:00Z
477,ACLJ.J,24356,,2003423,2003-12-31T00:00:00Z
478,ACLJ.J,16221,5001196216,2638781,2003-12-31T00:00:00Z
479,ACLJ.J,3500,5001445949,2401339,2003-09-30T00:00:00Z
480,ACLJ.J,2993,5000313307,2399161,2003-12-31T00:00:00Z
481,ACLJ.J,0,5055414090,2676438,2002-12-29T00:00:00Z
482,ACLJ.J,0,5055412244,2652773,2003-06-27T00:00:00Z
483,ACLJ.J,0,5001449660,2537819,2003-12-31T00:00:00Z
484,ACLJ.J,0,5001196700,2522977,2003-06-30T00:00:00Z
485,ACLJ.J,0,5000025050,2517371,2003-03-31T00:00:00Z
486,ACLJ.J,0,5040703880,2463029,2003-12-31T00:00:00Z
487,ACLJ.J,0,,2401341,2003-06-30T00:00:00Z
488,ACLJ.J,0,5001449682,2388005,2003-09-30T00:00:00Z
489,ACLJ.J,0,5000075838,2304231,2002-12-31T00:00:00Z
490,ACLJ.J,0,,2302852,2003-09-30T00:00:00Z
491,ACLJ.J,0,,2132753,2003-06-30T00:00:00Z
492,ACLJ.J,0,5000025020,2106731,2002-12-31T00:00:00Z
493,ACLJ.J,0,5000050114,2007039,2002-03-31T00:00:00Z
494,ACLJ.J,0,5000050199,2005972,2002-06-30T00:00:00Z
495,ACLJ.J,0,4296555278,2005882,2003-06-27T00:00:00Z
496,ACLJ.J,0,5000005239,2005590,2003-09-30T00:00:00Z
497,ACLJ.J,0,4298409344,2005218,2003-12-31T00:00:00Z
498,ACLJ.J,0,,2005217,2003-09-30T00:00:00Z
499,ACLJ.J,0,4296540815,2004263,2003-03-31T00:00:00Z
500,ACLJ.J,0,5000757289,2004247,2003-12-31T00:00:00Z
501,ACLJ.J,0,5000037531,2004069,2003-12-31T00:00:00Z
502,ACLJ.J,0,,2003730,2002-06-30T00:00:00Z
503,ACLJ.J,0,5000054512,2003672,2003-06-27T00:00:00Z
504,ACLJ.J,0,4296695572,2003489,2002-06-30T00:00:00Z
505,ACLJ.J,0,5000050241,2003441,2003-03-31T00:00:00Z
506,ACLJ.J,0,,2003291,2003-03-31T00:00:00Z
507,ACLJ.J,0,5000045174,2002653,2002-09-30T00:00:00Z
508,ACLJ.J,0,5000050470,2002561,2003-12-31T00:00:00Z
509,ACLJ.J,0,,2002520,2003-06-27T00:00:00Z
510,ACLJ.J,0,5000677087,2002506,2003-03-28T00:00:00Z
511,ACLJ.J,,,2999300,
512,ACLJ.J,,,2915245,
513,ACLJ.J,,,2132888,
514,ACLJ.J,,,2006594,
515,ACLJ.J,,,2006213,
516,ACLJ.J,,,2005724,
517,ACLJ.J,,,2004961,
518,ACLJ.J,,,2004438,
519,ACLJ.J,,,2003991,
520,ACLJ.J,,,2003828,
521,ACLJ.J,,,2003665,
522,ACLJ.J,,,2003579,
523,ACLJ.J,,,2003457,
524,ACTJ.J,6580000,,2659928,2003-06-27T00:00:00Z
525,ACTJ.J,940000,5043432161,2663413,2003-06-27T00:00:00Z
526,ACTJ.J,355200,5055409332,2663421,2003-06-27T00:00:00Z
527,ACTJ.J,191900,,3262987,2003-06-27T00:00:00Z
528,ACTJ.J,97700,,3218293,2003-06-27T00:00:00Z
529,ACTJ.J,75000,4295890672,2781536,2003-06-27T00:00:00Z
530,ACTJ.J,57462,,3289724,2003-06-27T00:00:00Z
531,ACTJ.J,51100,,3286820,2003-06-27T00:00:00Z
532,ACTJ.J,50000,,3286818,2003-06-27T00:00:00Z
533,ACTJ.J,31000,,3156367,2003-06-27T00:00:00Z
534,ACTJ.J,28800,48471686148,2665693,2003-06-27T00:00:00Z
535,ACTJ.J,26000,,2665702,2003-06-27T00:00:00Z
536,ACTJ.J,25000,,3286821,2003-06-27T00:00:00Z
537,ACTJ.J,25000,,3254681,2003-06-27T00:00:00Z
538,ACTJ.J,20000,,3286825,2003-06-27T00:00:00Z
539,ACTJ.J,20000,,3286823,2003-06-27T00:00:00Z
540,ACTJ.J,18000,,3286826,2003-06-27T00:00:00Z
541,ACTJ.J,16790,,3286829,2003-06-27T00:00:00Z
542,ACTJ.J,15556,,3286827,2003-06-27T00:00:00Z
543,ACTJ.J,15500,,3282085,2003-06-27T00:00:00Z
544,ACTJ.J,15000,48471689753,2671053,2003-06-27T00:00:00Z
545,ACTJ.J,12000,,3156371,2003-06-27T00:00:00Z
546,ACTJ.J,10180,,3297222,2003-06-27T00:00:00Z
547,ACTJ.J,10000,,3297224,2003-06-27T00:00:00Z
548,ACTJ.J,0,,3289725,2003-06-27T00:00:00Z
549,ACTJ.J,0,5000044775,2132836,2004-06-30T00:00:00Z
550,ACTJ.J,,,3300509,
551,ACTJ.J,,,3300508,
552,ACTJ.J,,,3300507,
553,ACTJ.J,,,3297524,
554,ACTJ.J,,,3286830,
555,ACTJ.J,,,3286828,
556,ACTJ.J,,,3286819,
557,ACTJ.J,,,3267633,
558,ACTJ.J,,,3262988,
559,ACTJ.J,,,3229643,
560,ACTJ.J,,,3156608,
561,ACTJ.J,,,3156379,
562,ACTJ.J,,,3156378,
563,ACTJ.J,,,3156377,
564,ACTJ.J,,,3156376,
565,ACTJ.J,,,3156374,
566,ACTJ.J,,,3156373,
567,ACTJ.J,,,3156372,
568,ACTJ.J,,,3156368,
569,ACTJ.J,,,3156366,
570,ACTJ.J,,,2685842,
571,ACTJ.J,,,2637186,
572,ACTJ.J,6580000,,2659928,2003-06-27T00:00:00Z
573,ACTJ.J,940000,5043432161,2663413,2003-06-27T00:00:00Z
574,ACTJ.J,355200,5055409332,2663421,2003-06-27T00:00:00Z
575,ACTJ.J,191900,,3262987,2003-06-27T00:00:00Z
576,ACTJ.J,97700,,3218293,2003-06-27T00:00:00Z
577,ACTJ.J,75000,4295890672,2781536,2003-06-27T00:00:00Z
578,ACTJ.J,57462,,3289724,2003-06-27T00:00:00Z
579,ACTJ.J,51100,,3286820,2003-06-27T00:00:00Z
580,ACTJ.J,50000,,3286818,2003-06-27T00:00:00Z
581,ACTJ.J,36000,5000044775,2132836,2003-12-31T00:00:00Z
582,ACTJ.J,31000,,3156367,2003-06-27T00:00:00Z
583,ACTJ.J,28800,48471686148,2665693,2003-06-27T00:00:00Z
584,ACTJ.J,26000,,2665702,2003-06-27T00:00:00Z
585,ACTJ.J,25000,,3286821,2003-06-27T00:00:00Z
586,ACTJ.J,25000,,3254681,2003-06-27T00:00:00Z
587,ACTJ.J,20000,,3286825,2003-06-27T00:00:00Z
588,ACTJ.J,20000,,3286823,2003-06-27T00:00:00Z
589,ACTJ.J,18000,,3286826,2003-06-27T00:00:00Z
590,ACTJ.J,16790,,3286829,2003-06-27T00:00:00Z
591,ACTJ.J,15556,,3286827,2003-06-27T00:00:00Z
592,ACTJ.J,15500,,3282085,2003-06-27T00:00:00Z
593,ACTJ.J,15000,48471689753,2671053,2003-06-27T00:00:00Z
594,ACTJ.J,12000,,3156371,2003-06-27T00:00:00Z
595,ACTJ.J,10180,,3297222,2003-06-27T00:00:00Z
596,ACTJ.J,10000,,3297224,2003-06-27T00:00:00Z
597,ACTJ.J,0,48471669567,3300509,2002-06-30T00:00:00Z
598,ACTJ.J,0,,3300508,2002-06-30T00:00:00Z
599,ACTJ.J,0,,3300507,2002-06-30T00:00:00Z
600,ACTJ.J,0,,3297524,2002-06-30T00:00:00Z
601,ACTJ.J,0,,3289725,2003-06-27T00:00:00Z
602,ACTJ.J,0,,3286830,2002-09-29T00:00:00Z
603,ACTJ.J,0,,3286828,2002-12-29T00:00:00Z
604,ACTJ.J,0,,3286819,2002-12-29T00:00:00Z
605,ACTJ.J,0,34421558832,3267633,2002-06-30T00:00:00Z
606,ACTJ.J,0,,3262988,2002-12-29T00:00:00Z
607,ACTJ.J,0,,3229643,2002-06-30T00:00:00Z
608,ACTJ.J,0,48470517922,3156608,2002-06-30T00:00:00Z
