,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
303,DASPHARMA.GH,,,,,,Ghana,
304,4AGR1O.4AX,,,,,,South Africa,
305,CMR.RW,,,,,,South Africa,
306,FDHB.MV,,,,,,Malawi,
307,OMJ.NM,,,,,,Namibia,
308,MQA.NM,,,,,,Namibia,
309,SBPJ.J,,,,,,South Africa,
310,NY1J.J,,,,,,South Africa,
311,AIRTEL.MV,,,,,,India,
312,SSWJ.J,,,,,,South Africa,
313,4AIHG.4AX,,,,,,,
314,ZFCO.LZ,,,,,,Zambia,
315,ZXRPG.ZX,,,,,,South Africa,
316,BUACEMENT.LG,,,,,,Nigeria,
317,MTNZFJ.J,,,,,,South Africa,
318,SNO.NM,,,,,,South Africa,
319,FRBP01p.J^K22,,,,,,South Africa,
320,SEMA.MZ,,,,,,Mauritius,
321,ANE.NM,,,,,,Namibia,
322,JATU.TZ,,,,,,Tanzania,
323,SSUJ.J,,,,,,South Africa,
324,ACES.MZ,,,,,,Mauritius,
325,ORGT.CI,,,,,,Togo,
326,REGI.MZ,,,,,,Mauritius,
327,ENLG.MZ,,,,,,,
328,ICON.MV,,,,,,Malawi,
329,LAVA.MZ,,,,,,,
330,ACCESS.BT,,,,,,Nigeria,
331,MTHJ.J,,,,,,South Africa,
332,EHZL.ZI,,,,,,Zimbabwe,
333,MCGJ.J,,,,,,South Africa,
334,SCIL.BT,,,,,,Botswana,
335,NICO.TZ,,,,,,Tanzania,
336,EXPJ.J,,,,,,South Africa,
337,DGHJ.J,,,,,,South Africa,
338,TICL.TZ,,,,,,Tanzania,
339,KLOS.MZ,,,,,,Mauritius,
340,TSAH.MZ,,,,,,Mauritius,
341,ABL.GH,,,,,,Belgium,
342,ABOSELA.LG,,,,,,Nigeria,
343,ABPLAST.LG,,,,,,Nigeria,
344,ABSPp.J,,,,,,South Africa,
345,ACADEMY.LG,,,,,,Nigeria,
346,ACLJ.J,25.86,2003-06-27T00:00:00Z,2639553,301,,Luxembourg,Emerg. Mkts.
347,ACLJ.J,9.18,2003-06-27T00:00:00Z,2660915,301,5055408312,,Emerg. Mkts.
348,ACLJ.J,8.79,2003-06-27T00:00:00Z,2657747,114,5001449709,,Specialty
349,ACLJ.J,4.28,2003-06-27T00:00:00Z,2637859,114,4297369644,,Specialty
350,ACLJ.J,3.2,2003-06-27T00:00:00Z,2002548,101,5000058372,,Hedge Fund
351,ACLJ.J,0.31,2003-06-27T00:00:00Z,3270352,113,,,Emerg. Mkts.
352,ACLJ.J,0.14,2003-12-31T00:00:00Z,2005213,113,,,Specialty
353,ACLJ.J,0.14,2003-12-31T00:00:00Z,2529158,107,5001196565,,Index
354,ACLJ.J,0.08,2003-12-31T00:00:00Z,2132706,107,4298459126,,Growth
355,ACLJ.J,0.06,2003-12-31T00:00:00Z,2403920,113,5000749182,,Emerg. Mkts.
356,ACLJ.J,0.02,2003-12-31T00:00:00Z,2003708,113,5000064072,,Core Value
357,ACLJ.J,0.01,2003-12-31T00:00:00Z,2932423,113,,,Growth
358,ACLJ.J,0.01,2003-12-31T00:00:00Z,2004197,113,4296293277,,Specialty
359,ACLJ.J,0.01,2003-12-31T00:00:00Z,2660546,303,5001449672,,Emerg. Mkts.
360,ACLJ.J,0.01,2003-12-31T00:00:00Z,2522976,113,5001211262,,Growth
361,ACLJ.J,0.01,2003-12-31T00:00:00Z,2445138,107,5000068710,,Specialty
362,ACLJ.J,0.0008,2003-09-30T00:00:00Z,2401339,107,5001445949,,Growth
363,ACLJ.J,0.0007,2003-12-31T00:00:00Z,2399161,107,5000313307,,Specialty
364,ACLJ.J,0.0,2002-12-29T00:00:00Z,2676438,107,5055414090,,Emerg. Mkts.
365,ACLJ.J,0.0,2003-06-27T00:00:00Z,2652773,113,5055412244,,Core Value
366,ACLJ.J,0.0,2003-06-30T00:00:00Z,2522977,113,5001196700,,Emerg. Mkts.
367,ACLJ.J,0.0,2003-06-30T00:00:00Z,2401341,107,,,
368,ACLJ.J,0.0,2003-09-30T00:00:00Z,2388005,113,5001449682,,Emerg. Mkts.
369,ACLJ.J,0.0,2003-06-30T00:00:00Z,2132753,107,,,Specialty
370,ACLJ.J,0.0,2003-09-30T00:00:00Z,2005590,113,5000005239,,Sector Specific
371,ACLJ.J,0.0,2003-12-31T00:00:00Z,2005218,113,4298409344,,Specialty
372,ACLJ.J,0.0,2003-09-30T00:00:00Z,2005217,107,,,Emerg. Mkts.
373,ACLJ.J,0.0,2002-06-30T00:00:00Z,2003730,107,,,Specialty
374,ACLJ.J,0.0,2003-03-31T00:00:00Z,2003291,113,,,Emerg. Mkts.
375,ACLJ.J,0.0,2003-06-27T00:00:00Z,2002520,113,,,Emerg. Mkts.
376,ACLJ.J,,,2676461,107,,,Emerg. Mkts.
377,ACLJ.J,,,2660881,113,,,Growth
378,ACLJ.J,,,2652506,107,,,Specialty
379,ACLJ.J,,,2637186,106,,,Specialty
380,ACLJ.J,,,2007596,113,,,Index
381,ACLJ.J,,,2005211,107,,,Core Value
382,ACLJ.J,,,2003794,113,,,Core Value
383,ACLJ.J,,,2003084,107,,,Specialty
384,ACLJ.J,25.63,2002-12-27T00:00:00Z,2639553,113,,,Emerg. Mkts.
385,ACLJ.J,9.26,2002-12-27T00:00:00Z,2660915,113,5055408312,,
386,ACLJ.J,8.79,2002-12-27T00:00:00Z,2657747,107,5001449709,,GARP
387,ACLJ.J,4.81,2002-12-27T00:00:00Z,2637859,107,4297369644,,Emerg. Mkts.
388,ACLJ.J,2.26,2002-12-27T00:00:00Z,2002548,107,5000058372,,Specialty
389,ACLJ.J,0.39,2002-12-31T00:00:00Z,2005211,106,,,International
390,ACLJ.J,0.34,2002-12-31T00:00:00Z,2005213,113,,,Specialty
391,ACLJ.J,0.26,2002-12-31T00:00:00Z,2005217,301,,,Emerg. Mkts.
392,ACLJ.J,0.14,2002-12-31T00:00:00Z,2003291,301,,,Emerg. Mkts.
393,ACLJ.J,0.11,2002-12-31T00:00:00Z,2529158,107,5001196565,,Index
394,ACLJ.J,0.09,2002-12-31T00:00:00Z,2003708,107,5000064072,,Specialty
395,ACLJ.J,0.03,2002-12-31T00:00:00Z,2388005,113,5001449682,,Growth
396,ACLJ.J,0.02,2002-12-31T00:00:00Z,2522977,113,5001196700,,Specialty
397,ACLJ.J,0.02,2002-12-31T00:00:00Z,2132753,107,,,
398,ACLJ.J,0.01,2002-12-31T00:00:00Z,2522976,107,5001211262,,Emerg. Mkts.
399,ACLJ.J,0.01,2002-12-31T00:00:00Z,2005218,107,4298409344,,Emerg. Mkts.
400,ACLJ.J,0.0046,2002-12-31T00:00:00Z,2403920,107,5000749182,,Index
401,ACLJ.J,0.0009,2002-12-31T00:00:00Z,2399161,107,5000313307,,
402,ACLJ.J,0.0,2001-09-02T00:00:00Z,3270352,107,,,Core Growth
403,ACLJ.J,0.0,2001-09-02T00:00:00Z,2676461,113,5000854298,,International
404,ACLJ.J,0.0,2002-12-29T00:00:00Z,2676438,107,5055414090,,
405,ACLJ.J,0.0,2001-09-02T00:00:00Z,2660881,201,4297636693,,Index
406,ACLJ.J,0.0,2001-09-02T00:00:00Z,2652506,107,,,GARP
407,ACLJ.J,0.0,2001-09-02T00:00:00Z,2637186,107,4297902883,,Core Value
408,ACLJ.J,0.0,2002-06-30T00:00:00Z,2132706,113,4298459126,,Core Value
409,ACLJ.J,0.0,2001-03-31T00:00:00Z,2007596,107,4297908191,,Emerg. Mkts.
410,ACLJ.J,0.0,2002-09-30T00:00:00Z,2004197,107,4296293277,,Sector Specific
411,ACLJ.J,0.0,2001-03-31T00:00:00Z,2003794,113,,,Emerg. Mkts.
412,ACLJ.J,0.0,2002-06-30T00:00:00Z,2003730,113,,,International
413,ACLJ.J,0.0,2001-09-30T00:00:00Z,2003084,113,4296555936,,International
414,ACLJ.J,,,2932423,101,,,Specialty
415,ACLJ.J,,,2660546,107,,,Emerg. Mkts.
416,ACLJ.J,,,2652773,108,,,Index
417,ACLJ.J,,,2445138,107,,,Emerg. Mkts.
418,ACLJ.J,,,2401341,110,,,Emerg. Mkts.
419,ACLJ.J,,,2401339,113,,,Emerg. Mkts.
420,ACLJ.J,,,2005590,107,,,Index
421,ACLJ.J,,,2002520,,,,GARP
422,ACLJ.J,,,,,,,Emerg. Mkts.
423,ACLJ.J,,,,,,,Emerg. Mkts.
424,ACLJ.J,,,,,,,Core Value
425,ACLJ.J,,,,,,,Emerg. Mkts.
426,ACLJ.J,,,,,,,Emerg. Mkts.
427,ACLJ.J,,,,,,,Emerg. Mkts.
428,ACLJ.J,,,,,,,Emerg. Mkts.
429,ACLJ.J,,,,,,,Core Value
430,ACLJ.J,,,,,,,Emerg. Mkts.
431,ACLJ.J,,,,,,,Specialty
432,ACLJ.J,,,,,,,Specialty
433,ACLJ.J,,,,,,,Emerg. Mkts.
434,ACLJ.J,,,,,,,Emerg. Mkts.
435,ACLJ.J,,,,,,,Core Value
436,ACLJ.J,,,,,,,Growth
437,ACLJ.J,,,,,,,Specialty
438,ACLJ.J,,,,,,,GARP
439,ACLJ.J,,,,,,,Specialty
440,ACLJ.J,,,,301,,,GARP
441,ACLJ.J,,,,301,,,Specialty
442,ACLJ.J,,,,114,,,
443,ACLJ.J,,,,114,,,
444,ACLJ.J,,,,113,,,
445,ACLJ.J,,,,107,,,
446,ACLJ.J,,,,101,,,
447,ACLJ.J,,,,113,,,
448,ACLJ.J,,,,113,,,
449,ACLJ.J,,,,107,,,
450,ACLJ.J,,,,113,,,
451,ACLJ.J,,,,107,,,
452,ACLJ.J,,,,107,,,
453,ACLJ.J,,,,113,,,
454,ACLJ.J,,,,113,,,
455,ACLJ.J,,,,113,,,
456,ACLJ.J,,,,113,,,
457,ACLJ.J,,,,113,,,
458,ACLJ.J,,,,108,,,
459,ACLJ.J,,,,110,,,
460,ACLJ.J,,,,107,,,
461,ACLJ.J,,,,113,,,Specialty
462,ACLJ.J,,,,107,,,Emerg. Mkts.
463,ACLJ.J,,,,113,,,Emerg. Mkts.
464,ACLJ.J,,,,107,,,Growth
465,ACLJ.J,,,,107,,,Emerg. Mkts.
466,ACLJ.J,,,,113,,,GARP
467,ACLJ.J,,,,113,,,Emerg. Mkts.
468,ACLJ.J,,,,107,,,Emerg. Mkts.
469,ACLJ.J,,,,107,,,Specialty
470,ACLJ.J,,,,107,,,Sector Specific
471,ACLJ.J,,,,107,,,Hedge Fund
472,ACLJ.J,,,,107,,,Growth
473,ACLJ.J,,,,107,,,GARP
474,ACLJ.J,,,,113,,,Emerg. Mkts.
475,ACLJ.J,,,,107,,,Index
476,ACLJ.J,,,,113,,,Specialty
477,ACLJ.J,,,,107,,,Specialty
478,ACLJ.J,,,,107,,,Specialty
479,ACLJ.J,,,,107,,,Growth
480,ACLJ.J,,,,107,,,Emerg. Mkts.
481,ACLJ.J,,,,107,,,Specialty
482,ACLJ.J,,,,113,,,Emerg. Mkts.
483,ACLJ.J,,,,107,,,International
484,ACLJ.J,,,,303,,,Core Value
485,ACLJ.J,,,,301,,,Specialty
486,ACLJ.J,,,,301,,,Specialty
487,ACLJ.J,,,,301,,,Growth
488,ACLJ.J,,,,302,,,Emerg. Mkts.
489,ACLJ.J,,,,301,,,Growth
490,ACLJ.J,,,,301,,,Emerg. Mkts.
491,ACLJ.J,,,,107,,,Growth
492,ACLJ.J,,,,107,,,Emerg. Mkts.
493,ACLJ.J,,,,107,,,Growth
494,ACLJ.J,,,,107,,,Core Value
495,ACLJ.J,,,,107,,,GARP
496,ACLJ.J,,,,101,,,Emerg. Mkts.
497,ACLJ.J,,,,113,,,Core Value
498,ACLJ.J,,,,107,,,Specialty
499,ACLJ.J,,,,107,,,Sector Specific
500,ACLJ.J,,,,201,,,Core Value
501,ACLJ.J,,,,113,,,GARP
502,ACLJ.J,,,,107,,,Emerg. Mkts.
503,ACLJ.J,,,,113,,,Specialty
504,ACLJ.J,,,,107,,,Specialty
505,ACLJ.J,,,,107,,,Emerg. Mkts.
506,ACLJ.J,,,,113,,,Sector Specific
507,ACLJ.J,,,,107,,,Emerg. Mkts.
508,ACLJ.J,,,,113,,,Growth
509,ACLJ.J,,,,113,,,Index
510,ACLJ.J,,,,101,,,Specialty
511,ACLJ.J,,,,113,,,Core Value
512,ACLJ.J,,,,107,,,Specialty
513,ACLJ.J,,,,110,,,Emerg. Mkts.
514,ACLJ.J,,,,107,,,Emerg. Mkts.
515,ACLJ.J,,,,107,,,Core Growth
516,ACLJ.J,,,,110,,,Index
517,ACLJ.J,,,,,,,Core Value
518,ACLJ.J,,,,,,,Emerg. Mkts.
519,ACLJ.J,,,,,,,Emerg. Mkts.
520,ACLJ.J,,,,,,,Specialty
521,ACLJ.J,,,,,,,Growth
522,ACLJ.J,,,,,,,
523,ACLJ.J,,,,,,,International
524,ACLJ.J,,,,,,,Emerg. Mkts.
525,ACLJ.J,,,,,,,Index
526,ACLJ.J,,,,,,,
527,ACLJ.J,,,,,,,Specialty
528,ACLJ.J,,,,,,,Specialty
529,ACLJ.J,,,,,,,Index
530,ACLJ.J,,,,,,,International
531,ACLJ.J,,,,,,,
532,ACLJ.J,,,,,,,GARP
533,ACLJ.J,,,,,,,Emerg. Mkts.
534,ACLJ.J,,,,,,,Emerg. Mkts.
535,ACLJ.J,,,,,,,Emerg. Mkts.
536,ACLJ.J,,,,,,,Sector Specific
537,ACLJ.J,,,,,,,Emerg. Mkts.
538,ACLJ.J,,,,,,,Emerg. Mkts.
539,ACLJ.J,,,,,,,Emerg. Mkts.
540,ACLJ.J,,,,,,,Index
541,ACLJ.J,,,,,,,International
542,ACLJ.J,,,,,,,Emerg. Mkts.
543,ACLJ.J,,,,,,,Core Value
544,ACLJ.J,,,,,,,Emerg. Mkts.
545,ACLJ.J,,,,,,,Emerg. Mkts.
546,ACLJ.J,,,,,,,Emerg. Mkts.
547,ACLJ.J,,,,,,,Specialty
548,ACLJ.J,,,,,,,Emerg. Mkts.
549,ACLJ.J,,,,,,,Emerg. Mkts.
550,ACLJ.J,,,,,,,Core Value
551,ACLJ.J,,,,,,,Emerg. Mkts.
552,ACLJ.J,,,,,,,Core Growth
553,ACLJ.J,,,,,,,Core Value
554,ACLJ.J,,,,,,,Core Value
555,ACLJ.J,,,,,,,Specialty
556,ACLJ.J,,,,,,,
557,ACLJ.J,,,,,,,
558,ACLJ.J,,,,,,,
559,ACLJ.J,,,,,,,
560,ACLJ.J,,,,,,,
561,ACLJ.J,,,,,,,
562,ACLJ.J,,,,,,,
563,ACLJ.J,,,,,,,
564,ACLJ.J,,,,,,,
565,ACLJ.J,,,,,,,
566,ACLJ.J,,,,,,,
