,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Id,Investor Type Description ID,Investor Perm Id,Country of Headquarters,Fund Investment Style Code
292,STXCAPJ.J,,,,,,,
293,STXNDAJ.J,,,,,,,
294,4AAVC.4AX,,,,,,South Africa,
295,STXHLTJ.J,,,,,,,
296,ETFSRIJ.J,,,,,,,
297,ETFEMAJ.J,,,,,,,
298,BIND.VF,,,,,,United Kingdom,
299,PHL.VF,,,,,,Zimbabwe,
300,SYGSEJ.J,,,,,,,
301,CSGOVIJ.J,,,,,,South Africa,
302,SIM.VF,,,,,,Zimbabwe,
303,NED.VF,,,,,,Zimbabwe,
304,ZZDJ.J,,,,,,South Africa,
305,NTFD.VF,,,,,,Zimbabwe,
306,4AGFR1O.4AX,,,,,,South Africa,
307,GEREGU.LG,,,,,,Nigeria,
308,CAAJ.J,,,,,,South Africa,
309,SREE.MZ,,,,,,Mauritius,
310,ACCESSCORP.LG,0.1351,2007-12-31T00:00:00Z,2005167,101,5000071988,Nigeria,Core Value
311,ACCESSCORP.LG,0.0625,2007-12-31T00:00:00Z,2621326,113,5000062040,,
312,ACCESSCORP.LG,,,2621326,107,,,
313,ACCESSCORP.LG,,,2005167,,,,
314,ACCESSCORP.LG,,,,,,,
315,ACCESSCORP.LG,,,,,,,
316,4ABKB.4AX,,,,,,South Africa,
317,APOJ.J,,,,,,South Africa,
318,TANG.ZI,,,,,,Zimbabwe,
319,BUAFOODS.LG,,,,,,Nigeria,
320,RONCHESS.LG,,,,,,Nigeria,
321,VELG.MZ,,,,,,,
322,ANIJ.J,,,,,,South Africa,
323,MTNU.UG,,,,,,South Africa,
324,MOC.NM,,,,,,Namibia,
325,CTEL.MZ,,,,,,Mauritius,
326,NGXGROUP.LG,,,,,,Nigeria,
327,GTCO.LG,,,,,,Nigeria,
328,TGAJ.J,,,,,,South Africa,
329,SZKJ.J,,,,,,South Africa,
330,BAPLC.LG,,,,,,Nigeria,
331,HBE.NR,,,,,,Kenya,
332,HPL.MZ,,,,,,Mauritius,
333,DASPHARMA.GH,,,,,,Ghana,
334,4AGR1O.4AX,,,,,,South Africa,
335,CMR.RW,,,,,,South Africa,
336,FDHB.MV,,,,,,Malawi,
337,OMJ.NM,,,,,,Namibia,
338,MQA.NM,,,,,,Namibia,
339,SBPJ.J,,,,,,South Africa,
340,NY1J.J,,,,,,South Africa,
341,AIRTEL.MV,,,,,,India,
342,SSWJ.J,,,,,,South Africa,
343,4AIHG.4AX,,,,,,,
344,ZFCO.LZ,,,,,,Zambia,
345,ZXRPG.ZX,,,,,,South Africa,
346,BUACEMENT.LG,,,,,,Nigeria,
347,MTNZFJ.J,,,,,,South Africa,
348,SNO.NM,,,,,,South Africa,
349,FRBP01p.J^K22,,,,,,South Africa,
350,SEMA.MZ,,,,,,Mauritius,
351,ANE.NM,,,,,,Namibia,
352,JATU.TZ,,,,,,Tanzania,
353,SSUJ.J,,,,,,South Africa,
354,ACES.MZ,,,,,,Mauritius,
355,ORGT.CI,,,,,,Togo,
356,REGI.MZ,,,,,,Mauritius,
357,ENLG.MZ,,,,,,,
358,ICON.MV,,,,,,Malawi,
359,LAVA.MZ,,,,,,,
360,ACCESS.BT,,,,,,Nigeria,
361,MTHJ.J,,,,,,South Africa,
362,EHZL.ZI,,,,,,Zimbabwe,
363,MCGJ.J,,,,,,South Africa,
364,SCIL.BT,,,,,,Botswana,
365,NICO.TZ,,,,,,Tanzania,
366,EXPJ.J,,,,,,South Africa,
367,DGHJ.J,,,,,,South Africa,
368,TICL.TZ,,,,,,Tanzania,
369,KLOS.MZ,,,,,,Mauritius,
370,TSAH.MZ,,,,,,Mauritius,
371,ABL.GH,,,,,,Belgium,
372,ABOSELA.LG,,,,,,Nigeria,
373,ABPLAST.LG,,,,,,Nigeria,
374,ABSPp.J,0.94,2007-12-31T00:00:00Z,2403920,113,5000749182,South Africa,
375,ABSPp.J,0.04,2007-12-31T00:00:00Z,3783830,113,5000659344,,Specialty
376,ABSPp.J,0.92,2006-12-31T00:00:00Z,2403920,107,5000749182,,
377,ABSPp.J,,,3783830,107,,,Specialty
378,ABSPp.J,,,,107,,,
379,ABSPp.J,,,,107,,,
380,ABSPp.J,,,,107,,,
381,ABSPp.J,,,,107,,,Hedge Fund
382,ABSPp.J,,,,113,,,Specialty
383,ABSPp.J,,,,107,,,
384,ABSPp.J,,,,107,,,
385,ABSPp.J,,,,107,,,
386,ABSPp.J,,,,,,,
387,ABSPp.J,,,,,,,
388,ABSPp.J,,,,,,,
389,ABSPp.J,,,,,,,
390,ABSPp.J,,,,,,,
391,ABSPp.J,,,,,,,
392,ACADEMY.LG,,,,,,Nigeria,
393,ACLJ.J,52.02,2007-12-31T00:00:00Z,5030444,301,5000069867,Luxembourg,Index
394,ACLJ.J,8.79,2007-12-31T00:00:00Z,2657747,114,5001449709,,Core Value
395,ACLJ.J,7.44,2007-12-31T00:00:00Z,2637859,114,4297369644,,Income Value
396,ACLJ.J,0.13,2007-12-31T00:00:00Z,2005965,113,5000667881,,Index
397,ACLJ.J,0.13,2007-12-31T00:00:00Z,2915245,107,4298106595,,Emerg. Mkts.
398,ACLJ.J,0.11,2007-12-31T00:00:00Z,2445138,113,5000068710,,Specialty
399,ACLJ.J,0.09,2007-12-31T00:00:00Z,2529158,107,5001196565,,Emerg. Mkts.
400,ACLJ.J,0.08,2007-12-31T00:00:00Z,2004197,107,4296293277,,Growth
401,ACLJ.J,0.04,2007-12-31T00:00:00Z,2003276,113,4296618041,,Core Value
402,ACLJ.J,0.02,2007-12-31T00:00:00Z,2621326,113,5000062040,,Emerg. Mkts.
403,ACLJ.J,0.01,2007-12-31T00:00:00Z,2006956,107,5001447576,,Income Value
404,ACLJ.J,0.01,2007-12-31T00:00:00Z,2403920,113,5000749182,,Core Value
405,ACLJ.J,0.01,2007-12-31T00:00:00Z,2660546,113,5001449672,,Specialty
406,ACLJ.J,0.01,2006-12-31T00:00:00Z,2004974,113,5000689330,,Emerg. Mkts.
407,ACLJ.J,0.01,2007-12-31T00:00:00Z,4145531,107,5001449667,,Growth
408,ACLJ.J,0.0036,2007-12-31T00:00:00Z,5080149,113,48471683242,,Emerg. Mkts.
409,ACLJ.J,0.0022,2007-12-31T00:00:00Z,2003457,113,5000036827,,Emerg. Mkts.
410,ACLJ.J,0.0019,2007-09-30T00:00:00Z,2005048,107,5001446718,,Index
411,ACLJ.J,0.0003,2007-12-31T00:00:00Z,2399161,114,5000313307,,Emerg. Mkts.
412,ACLJ.J,0.0001,2007-12-31T00:00:00Z,3963071,113,5000041130,,Sector Specific
413,ACLJ.J,0.0,2007-06-30T00:00:00Z,3783830,107,5000659344,,Sector Specific
414,ACLJ.J,0.0,2006-03-31T00:00:00Z,3644692,113,5043447177,,
415,ACLJ.J,0.0,2006-06-30T00:00:00Z,2639553,113,,,Emerg. Mkts.
416,ACLJ.J,0.0,2007-12-31T00:00:00Z,2636816,107,5000749186,,Specialty
417,ACLJ.J,0.0,2007-09-10T00:00:00Z,2484925,107,5000043067,,Yield
418,ACLJ.J,0.0,2007-09-30T00:00:00Z,2429386,107,5000074447,,GARP
419,ACLJ.J,0.0,2007-09-30T00:00:00Z,2005362,113,5000003224,,Specialty
420,ACLJ.J,0.0,2007-12-31T00:00:00Z,2005167,107,5000071988,,GARP
421,ACLJ.J,0.0,2007-09-30T00:00:00Z,2004498,113,,,Core Value
422,ACLJ.J,,,4197911,107,,,Core Value
423,ACLJ.J,,,2999107,113,,,Emerg. Mkts.
424,ACLJ.J,,,2938719,107,,,Emerg. Mkts.
425,ACLJ.J,,,2522977,107,,,GARP
426,ACLJ.J,,,2522976,107,,,Emerg. Mkts.
427,ACLJ.J,,,2388005,113,,,
428,ACLJ.J,,,2132753,113,,,Specialty
429,ACLJ.J,,,2005222,113,,,Index
430,ACLJ.J,,,2005218,110,,,Emerg. Mkts.
431,ACLJ.J,52.02,2006-12-29T00:00:00Z,5030444,107,5000069867,,Emerg. Mkts.
432,ACLJ.J,8.79,2006-12-29T00:00:00Z,2657747,107,5001449709,,Emerg. Mkts.
433,ACLJ.J,3.7,2006-12-29T00:00:00Z,2637859,107,4297369644,,International
434,ACLJ.J,0.11,2006-09-30T00:00:00Z,2132753,113,,,Emerg. Mkts.
435,ACLJ.J,0.1,2006-12-31T00:00:00Z,2529158,113,5001196565,,Core Value
436,ACLJ.J,0.04,2005-09-30T00:00:00Z,2005222,113,5001449681,,Specialty
437,ACLJ.J,0.04,2005-12-31T00:00:00Z,2522976,107,5001211262,,Aggres. Gr.
438,ACLJ.J,0.02,2006-12-31T00:00:00Z,2660546,110,5001449672,,Emerg. Mkts.
439,ACLJ.J,0.02,2006-12-31T00:00:00Z,2403920,107,5000749182,,Growth
440,ACLJ.J,0.02,2006-12-31T00:00:00Z,2005167,113,5000071988,,Yield
441,ACLJ.J,0.01,2006-12-31T00:00:00Z,2636816,113,5000749186,,
442,ACLJ.J,0.01,2005-03-31T00:00:00Z,2004197,113,4296293277,,Income Value
443,ACLJ.J,0.0107,2006-09-30T00:00:00Z,2484925,113,5000043067,,Emerg. Mkts.
444,ACLJ.J,0.01,2006-12-31T00:00:00Z,2004974,113,5000689330,,Income Value
445,ACLJ.J,0.0022,2005-09-30T00:00:00Z,2388005,113,5001449682,,Emerg. Mkts.
446,ACLJ.J,0.0016,2005-03-31T00:00:00Z,2005218,113,4298409344,,Emerg. Mkts.
447,ACLJ.J,0.0013,2006-09-30T00:00:00Z,3783830,107,5000659344,,International
448,ACLJ.J,0.0003,2006-09-30T00:00:00Z,2399161,107,5000313307,,Sector Specific
449,ACLJ.J,0.0,2006-03-31T00:00:00Z,3644692,107,5043447177,,Specialty
450,ACLJ.J,0.0,2005-06-30T00:00:00Z,2999107,107,5001446366,,Emerg. Mkts.
451,ACLJ.J,0.0,2005-09-30T00:00:00Z,2915245,107,4298106595,,Core Growth
452,ACLJ.J,0.0,2006-06-30T00:00:00Z,2639553,113,,,Index
453,ACLJ.J,0.0,2005-09-30T00:00:00Z,2522977,113,5001196700,,Index
454,ACLJ.J,0.0,2006-09-30T00:00:00Z,2445138,113,5000068710,,Aggres. Gr.
455,ACLJ.J,0.0,2005-12-31T00:00:00Z,2003457,110,5000036827,,Specialty
456,ACLJ.J,,,5080149,113,,,International
457,ACLJ.J,,,4197911,113,,,Emerg. Mkts.
458,ACLJ.J,,,4145531,107,,,GARP
459,ACLJ.J,,,3963071,107,,,Core Growth
460,ACLJ.J,,,2938719,101,,,Specialty
461,ACLJ.J,,,2621326,107,,,Emerg. Mkts.
462,ACLJ.J,,,2429386,113,,,
463,ACLJ.J,,,2006956,113,,,
464,ACLJ.J,,,2005965,113,,,Index
465,ACLJ.J,,,2005362,107,,,Emerg. Mkts.
466,ACLJ.J,,,2005048,101,,,Specialty
467,ACLJ.J,,,2004498,107,,,Emerg. Mkts.
468,ACLJ.J,,,2003276,113,,,
469,ACLJ.J,,,,301,,,GARP
470,ACLJ.J,,,,107,,,Index
471,ACLJ.J,,,,107,,,Index
472,ACLJ.J,,,,107,,,Specialty
473,ACLJ.J,,,,113,,,Yield
474,ACLJ.J,,,,107,,,Index
475,ACLJ.J,,,,107,,,Core Value
476,ACLJ.J,,,,107,,,Specialty
477,ACLJ.J,,,,107,,,Index
478,ACLJ.J,,,,101,,,Core Value
479,ACLJ.J,,,,107,,,Specialty
480,ACLJ.J,,,,113,,,GARP
481,ACLJ.J,,,,107,,,Core Value
482,ACLJ.J,,,,107,,,
483,ACLJ.J,,,,107,,,Index
484,ACLJ.J,,,,113,,,
485,ACLJ.J,,,,113,,,Index
486,ACLJ.J,,,,107,,,Core Growth
487,ACLJ.J,,,,301,,,Index
488,ACLJ.J,,,,107,,,Index
489,ACLJ.J,,,,301,,,Growth
490,ACLJ.J,,,,113,,,Index
491,ACLJ.J,,,,113,,,Index
492,ACLJ.J,,,,107,,,
493,ACLJ.J,,,,107,,,Index
494,ACLJ.J,,,,107,,,Index
495,ACLJ.J,,,,107,,,Core Value
496,ACLJ.J,,,,107,,,Index
497,ACLJ.J,,,,107,,,Index
498,ACLJ.J,,,,107,,,GARP
499,ACLJ.J,,,,107,,,Growth
500,ACLJ.J,,,,113,,,Core Growth
501,ACLJ.J,,,,113,,,Deep Value
502,ACLJ.J,,,,113,,,
503,ACLJ.J,,,,107,,,Growth
504,ACLJ.J,,,,107,,,GARP
505,ACLJ.J,,,,107,,,Index
506,ACLJ.J,,,,107,,,Index
507,ACLJ.J,,,,107,,,Index
508,ACLJ.J,,,,107,,,Index
509,ACLJ.J,,,,107,,,
510,ACLJ.J,,,,113,,,
511,ACLJ.J,,,,101,,,
512,ACLJ.J,,,,107,,,Core Growth
513,ACLJ.J,,,,107,,,Core Value
514,ACLJ.J,,,,107,,,
515,ACLJ.J,,,,107,,,GARP
516,ACLJ.J,,,,113,,,
517,ACLJ.J,,,,107,,,
518,ACLJ.J,,,,107,,,Core Value
519,ACLJ.J,,,,107,,,Emerg. Mkts.
520,ACLJ.J,,,,113,,,Core Growth
521,ACLJ.J,,,,113,,,Specialty
522,ACLJ.J,,,,113,,,
523,ACLJ.J,,,,107,,,Core Growth
524,ACLJ.J,,,,113,,,Specialty
525,ACLJ.J,,,,101,,,Growth
526,ACLJ.J,,,,107,,,Core Growth
527,ACLJ.J,,,,113,,,Emerg. Mkts.
528,ACLJ.J,,,,113,,,Emerg. Mkts.
529,ACLJ.J,,,,113,,,Core Value
530,ACLJ.J,,,,110,,,Emerg. Mkts.
531,ACLJ.J,,,,107,,,Emerg. Mkts.
532,ACLJ.J,,,,,,,Emerg. Mkts.
533,ACLJ.J,,,,,,,Specialty
534,ACLJ.J,,,,,,,Core Growth
535,ACLJ.J,,,,,,,Specialty
536,ACLJ.J,,,,,,,Emerg. Mkts.
537,ACLJ.J,,,,,,,GARP
538,ACLJ.J,,,,,,,
539,ACLJ.J,,,,,,,Core Value
540,ACLJ.J,,,,,,,Emerg. Mkts.
541,ACLJ.J,,,,,,,Yield
542,ACLJ.J,,,,,,,Aggres. Gr.
543,ACLJ.J,,,,,,,
544,ACLJ.J,,,,,,,Specialty
545,ACLJ.J,,,,,,,Emerg. Mkts.
546,ACLJ.J,,,,,,,Specialty
547,ACLJ.J,,,,,,,Specialty
548,ACLJ.J,,,,301,,,Specialty
549,ACLJ.J,,,,114,,,Specialty
550,ACLJ.J,,,,114,,,Specialty
551,ACLJ.J,,,,107,,,Emerg. Mkts.
552,ACLJ.J,,,,113,,,
553,ACLJ.J,,,,113,,,Specialty
554,ACLJ.J,,,,107,,,Specialty
555,ACLJ.J,,,,113,,,Growth
556,ACLJ.J,,,,113,,,Specialty
