,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
4579,SLMJ.J,24.31,2000-12-31T00:00:00Z,5055414642,
4580,SLMJ.J,11.84,2000-12-31T00:00:00Z,4297902883,
4581,SLMJ.J,8.27,2000-12-31T00:00:00Z,5035489073,
4582,SLMJ.J,0.4262,2000-12-31T00:00:00Z,4296293277,
4583,SLMJ.J,0.39,2000-12-31T00:00:00Z,,
4584,SLMJ.J,0.11,2000-12-31T00:00:00Z,,
4585,SLMJ.J,0.09,2000-12-31T00:00:00Z,4298409344,
4586,SLMJ.J,0.0425,2000-12-31T00:00:00Z,5000036827,
4587,SLMJ.J,0.04,2000-12-31T00:00:00Z,4296618041,
4588,SLMJ.J,0.03,2000-12-31T00:00:00Z,,
4589,SLMJ.J,0.03,2000-09-30T00:00:00Z,5001224522,
4590,SLMJ.J,0.02,2000-12-31T00:00:00Z,4296555936,
4591,SLMJ.J,0.02,2000-12-31T00:00:00Z,4296334100,
4592,SLMJ.J,0.02,2000-12-31T00:00:00Z,,
4593,SLMJ.J,0.02,2000-12-31T00:00:00Z,,
4594,SLMJ.J,0.01,2000-12-31T00:00:00Z,5000055064,
4595,SLMJ.J,0.01,1999-06-30T00:00:00Z,,
4596,SLMJ.J,0.01,2000-12-31T00:00:00Z,,
4597,SLMJ.J,0.0,2000-12-31T00:00:00Z,,
4598,SLMJ.J,0.0,2000-12-31T00:00:00Z,,
4599,SLMJ.J,0.0021,2000-12-31T00:00:00Z,5000313307,
4600,SLMJ.J,0.0,2000-03-31T00:00:00Z,4297636693,
4601,SLMJ.J,0.0,2000-03-31T00:00:00Z,4295868250,
4602,SLMJ.J,0.0,1999-12-31T00:00:00Z,,
4603,SLMJ.J,0.0,2000-12-31T00:00:00Z,5000025620,
4604,SLMJ.J,0.0,2000-06-30T00:00:00Z,5000036127,
4605,SLMJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
4606,SLMJ.J,,,,
4607,SLMJ.J,,,,
4608,SLMJ.J,36.15,1999-05-31T00:00:00Z,4295868250,
4609,SLMJ.J,14.57,1999-05-31T00:00:00Z,5000854298,
4610,SLMJ.J,8.25,1999-05-31T00:00:00Z,5035489073,
4611,SLMJ.J,6.98,1999-05-31T00:00:00Z,4297902883,
4612,SLMJ.J,0.77,1999-05-31T00:00:00Z,4297636693,
4613,SLMJ.J,0.4852,1999-12-31T00:00:00Z,4296293277,
4614,SLMJ.J,0.42,1999-12-31T00:00:00Z,,
4615,SLMJ.J,0.24,1999-12-31T00:00:00Z,,
4616,SLMJ.J,0.09,1999-12-31T00:00:00Z,,
4617,SLMJ.J,0.08,1999-12-31T00:00:00Z,4298409344,
4618,SLMJ.J,0.03,1998-12-31T00:00:00Z,,
4619,SLMJ.J,0.02,1999-12-31T00:00:00Z,5001224522,
4620,SLMJ.J,0.02,1999-12-31T00:00:00Z,5000036127,
4621,SLMJ.J,0.0107,1999-12-31T00:00:00Z,5000025620,
4622,SLMJ.J,0.0098,1999-12-31T00:00:00Z,5000036827,
4623,SLMJ.J,0.01,1999-12-31T00:00:00Z,,
4624,SLMJ.J,0.01,1999-06-30T00:00:00Z,,
4625,SLMJ.J,0.01,1999-12-31T00:00:00Z,,
4626,SLMJ.J,0.0,1999-12-31T00:00:00Z,,
4627,SLMJ.J,0.0,1999-12-31T00:00:00Z,,
4628,SLMJ.J,0.0,1999-03-31T00:00:00Z,5000051932,
4629,SLMJ.J,,,,
4630,SLMJ.J,,,,
4631,SLMJ.J,,,,
4632,SLMJ.J,,,,
4633,SLMJ.J,,,,
4634,SLMJ.J,,,,
4635,SLMJ.J,,,,
4636,SLMJ.J,,,,
4637,SLMJ.J,,,,
4638,SLMJ.J,0.2,1998-12-31T00:00:00Z,5000051932,
4639,SLMJ.J,0.11,1998-12-31T00:00:00Z,,
4640,SLMJ.J,0.03,1998-12-31T00:00:00Z,,
4641,SLMJ.J,0.01,1998-12-31T00:00:00Z,,
4642,SLMJ.J,0.0,1998-12-31T00:00:00Z,,
4643,SLMJ.J,0.0,1998-12-31T00:00:00Z,,
4644,SLMJ.J,,,,
4645,SLMJ.J,,,,
4646,SLMJ.J,,,,
4647,SLMJ.J,,,,
4648,SLMJ.J,,,,
4649,SLMJ.J,,,,
4650,SLMJ.J,,,,
4651,SLMJ.J,,,,
4652,SLMJ.J,,,,
4653,SLMJ.J,,,,
4654,SLMJ.J,,,,
4655,SLMJ.J,,,,
4656,SLMJ.J,,,,
4657,SLMJ.J,,,,
4658,SLMJ.J,,,,
4659,SLMJ.J,,,,
4660,SLMJ.J,,,,
4661,SLMJ.J,,,,
4662,SLMJ.J,,,,
4663,SLMJ.J,,,,
4664,SLMJ.J,,,,
4665,SLMJ.J,,,,
4666,SLMJ.J,,,,
4667,SLMJ.J,,,,
4668,SMURFIT.LG,,,,Nigeria
4669,SGL.NR,,,,United Kingdom
4670,SNTJ.J,14.54,2000-12-31T00:00:00Z,5000854298,South Africa
4671,SNTJ.J,5.27,2000-12-31T00:00:00Z,4297902883,
4672,SNTJ.J,0.71,2000-12-31T00:00:00Z,,
4673,SNTJ.J,0.12,2000-12-31T00:00:00Z,,
4674,SNTJ.J,0.1,2000-12-31T00:00:00Z,4298409344,
4675,SNTJ.J,0.01,2000-12-31T00:00:00Z,,
4676,SNTJ.J,0.0013,2000-12-31T00:00:00Z,,
4677,SNTJ.J,0.0,2000-09-30T00:00:00Z,5000313307,
4678,SNTJ.J,0.0,2000-09-30T00:00:00Z,,
4679,SNTJ.J,,,,
4680,SNTJ.J,10.93,1999-11-30T00:00:00Z,5000854298,
4681,SNTJ.J,9.42,1999-11-30T00:00:00Z,4297902883,
4682,SNTJ.J,0.78,1999-11-30T00:00:00Z,,
4683,SNTJ.J,0.01,1999-12-31T00:00:00Z,,
4684,SNTJ.J,0.01,1998-12-31T00:00:00Z,,
4685,SNTJ.J,0.0,1998-06-30T00:00:00Z,,
4686,SNTJ.J,,,,
4687,SNTJ.J,,,,
4688,SNTJ.J,,,,
4689,SNTJ.J,,,,
4690,SNTJ.J,18.28,1998-08-03T00:00:00Z,5000854298,
4691,SNTJ.J,17.34,1998-08-03T00:00:00Z,4297902883,
4692,SNTJ.J,2.84,1998-06-30T00:00:00Z,,
4693,SNTJ.J,0.01,1998-12-31T00:00:00Z,,
4694,SNTJ.J,0.0,1998-06-30T00:00:00Z,,
4695,SNTJ.J,,,,
4696,SNTJ.J,,,,
4697,SNTJ.J,,,,
4698,SNTJ.J,,,,
4699,SNTJ.J,,,,
4700,SNVJ.J,6.074,2000-10-31T00:00:00Z,,South Africa
4701,SNVJ.J,1.73,2000-10-31T00:00:00Z,5001196246,
4702,SNVJ.J,1.67,2000-10-31T00:00:00Z,,
4703,SNVJ.J,1.35,2000-10-31T00:00:00Z,,
4704,SNVJ.J,0.184,2000-10-31T00:00:00Z,4297902883,
4705,SNVJ.J,0.142,2000-10-31T00:00:00Z,4296717292,
4706,SNVJ.J,0.0,2000-10-31T00:00:00Z,,
4707,SNVJ.J,5.1905,1999-08-31T00:00:00Z,4296717292,
4708,SNVJ.J,1.2752,1999-08-31T00:00:00Z,,
4709,SNVJ.J,0.4,1999-08-31T00:00:00Z,5001196246,
4710,SNVJ.J,0.3614,1999-08-31T00:00:00Z,4297902883,
4711,SNVJ.J,,,,
4712,SNVJ.J,,,,
4713,SNVJ.J,,,,
4714,SNVJ.J,,,,
4715,SNVJ.J,,,,
4716,SNVJ.J,,,,
4717,SNVJ.J,,,,
4718,SNVJ.J,,,,
4719,SNVJ.J,,,,
4720,SNVJ.J,,,,
4721,SOHJ.J,,,,South Africa
4722,SOLJ.J,37.2208,2000-12-31T00:00:00Z,5000854298,South Africa
4723,SOLJ.J,11.9631,2000-12-31T00:00:00Z,4297902883,
4724,SOLJ.J,6.3169,2000-12-31T00:00:00Z,4295889096,
4725,SOLJ.J,1.1212,2000-12-31T00:00:00Z,4297636693,
4726,SOLJ.J,0.5606,2000-12-31T00:00:00Z,5001446208,
4727,SOLJ.J,0.5519,2000-12-31T00:00:00Z,,
4728,SOLJ.J,0.2313,2000-12-31T00:00:00Z,4296293277,
4729,SOLJ.J,0.1919,2000-12-31T00:00:00Z,4298459126,
4730,SOLJ.J,0.1678,2000-09-30T00:00:00Z,,
4731,SOLJ.J,0.0913,2000-12-31T00:00:00Z,,
4732,SOLJ.J,0.0855,2000-12-31T00:00:00Z,4298409344,
4733,SOLJ.J,0.0791,2000-12-31T00:00:00Z,4296618041,
4734,SOLJ.J,0.0465,2000-12-31T00:00:00Z,,
4735,SOLJ.J,0.0322,1999-03-31T00:00:00Z,,
4736,SOLJ.J,0.0283,2000-12-31T00:00:00Z,5000055064,
4737,SOLJ.J,0.0271,2000-12-31T00:00:00Z,5000001140,
4738,SOLJ.J,0.0244,2000-12-31T00:00:00Z,5000036827,
4739,SOLJ.J,0.0203,2000-12-31T00:00:00Z,4296555936,
4740,SOLJ.J,0.0184,2000-12-31T00:00:00Z,,
4741,SOLJ.J,0.0164,2000-09-30T00:00:00Z,,
4742,SOLJ.J,0.0103,2000-12-31T00:00:00Z,,
4743,SOLJ.J,0.0101,2000-12-31T00:00:00Z,,
4744,SOLJ.J,0.0099,2000-12-31T00:00:00Z,5000025620,
4745,SOLJ.J,0.006,2000-12-31T00:00:00Z,4296636782,
4746,SOLJ.J,0.0059,2000-12-31T00:00:00Z,,
4747,SOLJ.J,0.0043,2000-12-31T00:00:00Z,5000313307,
4748,SOLJ.J,0.0023,2000-12-31T00:00:00Z,,
4749,SOLJ.J,0.0018,2000-12-31T00:00:00Z,5000037782,
4750,SOLJ.J,0.0,1999-06-30T00:00:00Z,,
4751,SOLJ.J,0.0,1999-06-30T00:00:00Z,,
4752,SOLJ.J,0.0,2000-06-30T00:00:00Z,5000034065,
4753,SOLJ.J,0.0,2000-06-30T00:00:00Z,5000064072,
4754,SOLJ.J,0.0,2000-03-31T00:00:00Z,,
4755,SOLJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
4756,SOLJ.J,0.0,2000-06-30T00:00:00Z,5000036127,
4757,SOLJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
4758,SOLJ.J,,,,
4759,SOLJ.J,,,,
4760,SOLJ.J,,,,
4761,SOLJ.J,,,,
4762,SOLJ.J,,,,
4763,SOLJ.J,,,,
4764,SOLJ.J,,,,
4765,SOLJ.J,,,,
4766,SOLJ.J,,,,
4767,SOLJ.J,,,,
4768,SOLJ.J,,,,
4769,SOLJ.J,43.5259,1999-11-30T00:00:00Z,5000854298,
4770,SOLJ.J,10.1391,1999-11-30T00:00:00Z,4297902883,
4771,SOLJ.J,0.4913,1999-11-30T00:00:00Z,5001446208,
4772,SOLJ.J,0.2908,1999-12-31T00:00:00Z,,
4773,SOLJ.J,0.288,1999-09-30T00:00:00Z,,
4774,SOLJ.J,0.1864,1999-12-31T00:00:00Z,4296293277,
4775,SOLJ.J,0.1552,1999-12-31T00:00:00Z,,
4776,SOLJ.J,0.1085,1999-12-31T00:00:00Z,4298409344,
4777,SOLJ.J,0.1062,1998-03-31T00:00:00Z,,
4778,SOLJ.J,0.0989,1999-12-31T00:00:00Z,5000064072,
4779,SOLJ.J,0.0824,1999-12-31T00:00:00Z,5000001140,
4780,SOLJ.J,0.0669,1999-12-31T00:00:00Z,,
4781,SOLJ.J,0.0619,1999-12-31T00:00:00Z,,
4782,SOLJ.J,0.0322,1999-03-31T00:00:00Z,,
4783,SOLJ.J,0.0304,1999-12-31T00:00:00Z,,
4784,SOLJ.J,0.0124,1999-12-31T00:00:00Z,5000036127,
4785,SOLJ.J,0.0074,1999-12-31T00:00:00Z,5000036827,
4786,SOLJ.J,0.0045,1999-12-31T00:00:00Z,,
4787,SOLJ.J,0.0041,1999-12-31T00:00:00Z,,
4788,SOLJ.J,0.0029,1999-12-31T00:00:00Z,,
4789,SOLJ.J,0.002,1999-12-31T00:00:00Z,5000034065,
4790,SOLJ.J,0.0015,1999-12-31T00:00:00Z,,
4791,SOLJ.J,0.0012,1998-06-30T00:00:00Z,5001224632,
4792,SOLJ.J,0.0009,1999-09-30T00:00:00Z,,
4793,SOLJ.J,0.0,1999-06-30T00:00:00Z,,
4794,SOLJ.J,0.0,1999-06-30T00:00:00Z,,
4795,SOLJ.J,0.0,1998-12-31T00:00:00Z,,
4796,SOLJ.J,0.0,1998-12-31T00:00:00Z,,
4797,SOLJ.J,0.0,1999-12-31T00:00:00Z,5000025620,
4798,SOLJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
4799,SOLJ.J,0.0,1998-12-31T00:00:00Z,5000052202,
4800,SOLJ.J,0.0,1998-03-31T00:00:00Z,,
4801,SOLJ.J,,,,
4802,SOLJ.J,,,,
4803,SOLJ.J,,,,
4804,SOLJ.J,,,,
4805,SOLJ.J,,,,
4806,SOLJ.J,,,,
4807,SOLJ.J,,,,
4808,SOLJ.J,,,,
4809,SOLJ.J,,,,
4810,SOLJ.J,,,,
4811,SOLJ.J,,,,
4812,SOLJ.J,,,,
4813,SOLJ.J,,,,
4814,SOLJ.J,,,,
4815,SOLJ.J,,,,
4816,SOLJ.J,39.5023,1998-08-28T00:00:00Z,5000854298,
4817,SOLJ.J,8.0496,1998-08-28T00:00:00Z,4297902883,
4818,SOLJ.J,0.2241,1998-12-31T00:00:00Z,,
4819,SOLJ.J,0.2095,1998-06-30T00:00:00Z,,
4820,SOLJ.J,0.1062,1998-03-31T00:00:00Z,,
4821,SOLJ.J,0.1004,1998-12-31T00:00:00Z,4298409344,
4822,SOLJ.J,0.0322,1998-12-31T00:00:00Z,,
4823,SOLJ.J,0.0231,1998-09-30T00:00:00Z,,
4824,SOLJ.J,0.0221,1998-12-31T00:00:00Z,4296293277,
4825,SOLJ.J,0.0135,1998-12-31T00:00:00Z,,
4826,SOLJ.J,0.0134,1998-12-31T00:00:00Z,,
4827,SOLJ.J,0.0067,1998-12-31T00:00:00Z,5000071982,
4828,SOLJ.J,0.0046,1998-12-31T00:00:00Z,,
4829,SOLJ.J,0.004,1998-12-31T00:00:00Z,,
4830,SOLJ.J,0.0028,1998-12-31T00:00:00Z,5000036827,
4831,SOLJ.J,0.0012,1998-06-30T00:00:00Z,5001224632,
4832,SOLJ.J,0.0,1998-12-31T00:00:00Z,,
4833,SOLJ.J,0.0,1998-12-31T00:00:00Z,,
4834,SOLJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
4835,SOLJ.J,0.0,1997-09-30T00:00:00Z,,
4836,SOLJ.J,0.0,1998-12-31T00:00:00Z,5000064072,
4837,SOLJ.J,0.0,1998-12-31T00:00:00Z,5000052202,
4838,SOLJ.J,0.0,1998-03-31T00:00:00Z,,
4839,SOLJ.J,,,,
4840,SOLJ.J,,,,
4841,SOLJ.J,,,,
4842,SOLJ.J,,,,
4843,SOLJ.J,,,,
4844,SOLJ.J,,,,
4845,SOLJ.J,,,,
4846,SOLJ.J,,,,
4847,SOLJ.J,,,,
4848,SOLJ.J,,,,
4849,SOLJ.J,,,,
4850,SOLJ.J,,,,
4851,SOLJ.J,,,,
4852,SOLJ.J,,,,
4853,SOLJ.J,,,,
4854,SOLJ.J,,,,
4855,SOLJ.J,,,,
4856,SOLJ.J,,,,
4857,SOLJ.J,,,,
4858,SOLJ.J,,,,
4859,SOLJ.J,,,,
4860,SOLJ.J,,,,
4861,SOLJ.J,,,,
4862,SOLJ.J,,,,
4863,SOVRENI.LG,,,,Nigeria
4864,SPGJ.J,29.82,2000-12-31T00:00:00Z,5000854298,South Africa
4865,SPGJ.J,8.22,2000-12-31T00:00:00Z,4297902883,
4866,SPGJ.J,3.3,2000-12-31T00:00:00Z,,
4867,SPGJ.J,3.3,2000-12-31T00:00:00Z,5055410695,
4868,SPGJ.J,2.5106,1999-09-30T00:00:00Z,4295889203,
4869,SPGJ.J,1.69,2000-12-31T00:00:00Z,5001446537,
4870,SPGJ.J,0.73,2000-12-31T00:00:00Z,5055411601,
4871,SPGJ.J,0.7,2000-12-31T00:00:00Z,48471685540,
4872,SPGJ.J,0.7,2000-12-31T00:00:00Z,,
4873,SPGJ.J,0.69,2000-12-31T00:00:00Z,5043455375,
4874,SPGJ.J,0.65,2000-12-31T00:00:00Z,,
4875,SPGJ.J,0.58,2000-12-31T00:00:00Z,,
4876,SPGJ.J,0.1,2000-12-31T00:00:00Z,,
4877,SPGJ.J,0.03,2000-12-31T00:00:00Z,,
4878,SPGJ.J,0.01,1999-03-31T00:00:00Z,4298409344,
4879,SPGJ.J,0.0021,2000-12-31T00:00:00Z,,
4880,SPGJ.J,0.0,2000-05-30T00:00:00Z,34422295204,
4881,SPGJ.J,0.0,2000-12-31T00:00:00Z,,
4882,SPGJ.J,0.0,2000-07-31T00:00:00Z,48471689220,
4883,SPGJ.J,0.0,2000-03-31T00:00:00Z,,
4884,SPGJ.J,,,,
4885,SPGJ.J,33.36,1999-11-30T00:00:00Z,5000854298,
4886,SPGJ.J,8.76,1999-11-30T00:00:00Z,4297902883,
4887,SPGJ.J,3.52,1999-11-30T00:00:00Z,,
4888,SPGJ.J,2.76,1999-11-30T00:00:00Z,,
4889,SPGJ.J,2.5106,1999-09-30T00:00:00Z,4295889203,
4890,SPGJ.J,1.78,1999-11-30T00:00:00Z,,
4891,SPGJ.J,1.1,1999-11-30T00:00:00Z,5055411601,
4892,SPGJ.J,0.74,1999-11-30T00:00:00Z,34422295204,
4893,SPGJ.J,0.74,1999-11-30T00:00:00Z,5043455375,
4894,SPGJ.J,0.44,1998-03-31T00:00:00Z,,
4895,SPGJ.J,0.19,1999-12-31T00:00:00Z,,
4896,SPGJ.J,0.07,1999-12-31T00:00:00Z,,
4897,SPGJ.J,0.04,1999-12-31T00:00:00Z,,
4898,SPGJ.J,0.01,1999-03-31T00:00:00Z,4298409344,
4899,SPGJ.J,,,,
4900,SPGJ.J,,,,
4901,SPGJ.J,,,,
4902,SPGJ.J,,,,
4903,SPGJ.J,,,,
4904,SPGJ.J,,,,
4905,SPGJ.J,,,,
4906,SPGJ.J,21.35,1998-08-03T00:00:00Z,5000854298,
4907,SPGJ.J,6.38,1998-08-03T00:00:00Z,,
4908,SPGJ.J,5.13,1998-08-03T00:00:00Z,,
4909,SPGJ.J,3.6,1998-08-03T00:00:00Z,4297902883,
4910,SPGJ.J,3.13,1998-08-03T00:00:00Z,,
4911,SPGJ.J,1.44,1998-08-03T00:00:00Z,5055411601,
4912,SPGJ.J,1.32,1998-08-03T00:00:00Z,5043455375,
4913,SPGJ.J,0.44,1998-03-31T00:00:00Z,,
4914,SPGJ.J,0.33,1998-06-30T00:00:00Z,,
4915,SPGJ.J,0.05,1998-12-31T00:00:00Z,,
4916,SPGJ.J,,,,
4917,SPGJ.J,,,,
4918,SPGJ.J,,,,
4919,SPGJ.J,,,,
4920,SPGJ.J,,,,
4921,SPGJ.J,,,,
4922,SPGJ.J,,,,
4923,SPGJ.J,,,,
4924,SPGJ.J,,,,
4925,SPGJ.J,,,,
4926,SPGJ.J,,,,
4927,SPL.GH,,,,Ghana
4928,SPPJ.J,,,,South Africa
4929,ACI.GH,,,,Ghana
4930,SOGEGH.GH,2.345,2000-12-31T00:00:00Z,5000706029,France
4931,SOGEGH.GH,0.0,1999-06-30T00:00:00Z,5001449043,
4932,SOGEGH.GH,0.0,1999-06-30T00:00:00Z,5000051932,
4933,SOGEGH.GH,0.0,1998-12-31T00:00:00Z,5000706029,
4934,SOGEGH.GH,0.0,1999-06-30T00:00:00Z,5001449043,
4935,SOGEGH.GH,0.0,1999-06-30T00:00:00Z,5000051932,
4936,SOGEGH.GH,0.9657,1998-12-31T00:00:00Z,5001449043,
4937,SOGEGH.GH,0.0,1998-12-31T00:00:00Z,5000706029,
4938,SOGEGH.GH,,,,
4939,STD.BT,,,,United Kingdom
4940,STD.BT,0.0,1998-12-31T00:00:00Z,5000706029,
4941,STD.BT,0.0,1998-12-31T00:00:00Z,5000706029,
4942,STDINSU.LG,,,,Nigeria
4943,STERLNB.LG,,,,Nigeria
4944,STOKVIS.LG,,,,Nigeria
4945,STX40J.J,,,,
4946,STXFINJ.J,,,,
4947,STXDIVJ.J,,,,
4948,STXINDJ.J,,,,
4949,STXRESJ.J,,,,
4950,STXSWXJ.J,,,,
4951,SUIJ.J,25.29,2000-12-31T00:00:00Z,4297902883,South Africa
4952,SUIJ.J,24.42,2000-12-31T00:00:00Z,5000854298,
4953,SUIJ.J,0.83,2000-12-31T00:00:00Z,4298459126,
4954,SUIJ.J,0.3897,2000-12-31T00:00:00Z,,
4955,SUIJ.J,0.08,2000-12-31T00:00:00Z,,
4956,SUIJ.J,0.0055,2000-12-31T00:00:00Z,5000313307,
4957,SUIJ.J,0.0016,2000-12-31T00:00:00Z,,
4958,SUIJ.J,0.0,2000-12-31T00:00:00Z,4296293277,
4959,SUIJ.J,,,,
4960,SUIJ.J,,,,
4961,SUIJ.J,,,,
4962,SUIJ.J,20.7,1999-11-30T00:00:00Z,4297902883,
4963,SUIJ.J,17.05,1999-11-30T00:00:00Z,5000854298,
4964,SUIJ.J,2.4682,1999-12-31T00:00:00Z,,
4965,SUIJ.J,0.0009,1999-12-31T00:00:00Z,,
4966,SUIJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
4967,SUIJ.J,,,,
4968,SUIJ.J,,,,
4969,SUIJ.J,,,,
4970,SUIJ.J,,,,
4971,SUIJ.J,,,,
4972,SUIJ.J,,,,
4973,SUIJ.J,12.34,1998-07-01T00:00:00Z,5000854298,
4974,SUIJ.J,1.13,1998-07-01T00:00:00Z,4297902883,
4975,SUIJ.J,1.0293,1998-06-30T00:00:00Z,,
4976,SUIJ.J,0.0067,1998-12-31T00:00:00Z,,
4977,SUIJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
4978,SUIJ.J,0.0,1997-09-30T00:00:00Z,,
4979,SUIJ.J,,,,
4980,SUIJ.J,,,,
4981,SUIJ.J,,,,
4982,SUIJ.J,,,,
4983,SUIJ.J,,,,
4984,SWL.GH,,,,Ghana
4985,LUXJ.J,,,,South Africa
4986,TBSJ.J,31.65,2000-12-31T00:00:00Z,5000854298,South Africa
4987,TBSJ.J,21.95,2000-12-31T00:00:00Z,4297902883,
4988,TBSJ.J,0.65,2000-12-31T00:00:00Z,5001446208,
4989,TBSJ.J,0.6009,1999-06-30T00:00:00Z,5001196246,
4990,TBSJ.J,0.4579,2000-12-31T00:00:00Z,4296555936,
4991,TBSJ.J,0.041,2000-12-31T00:00:00Z,,
4992,TBSJ.J,0.0029,2000-12-31T00:00:00Z,5000313307,
4993,TBSJ.J,0.0,1999-08-31T00:00:00Z,4295896494,
4994,TBSJ.J,0.0,2000-06-30T00:00:00Z,,
4995,TBSJ.J,0.0,2000-12-31T00:00:00Z,,
4996,TBSJ.J,,,,
4997,TBSJ.J,,,,
4998,TBSJ.J,,,,
4999,TBSJ.J,,,,
5000,TBSJ.J,16.5326,1999-11-30T00:00:00Z,5000854298,
5001,TBSJ.J,12.5336,1999-11-30T00:00:00Z,4297902883,
5002,TBSJ.J,0.6009,1999-06-30T00:00:00Z,5001196246,
5003,TBSJ.J,0.5719,1999-12-31T00:00:00Z,,
5004,TBSJ.J,0.1194,1998-03-31T00:00:00Z,,
5005,TBSJ.J,0.0594,1999-12-31T00:00:00Z,,
5006,TBSJ.J,0.0082,1999-12-31T00:00:00Z,,
5007,TBSJ.J,0.0033,1999-12-31T00:00:00Z,,
5008,TBSJ.J,0.0,1999-08-31T00:00:00Z,4295896494,
5009,TBSJ.J,0.0,1998-03-31T00:00:00Z,4298409344,
5010,TBSJ.J,,,,
5011,TBSJ.J,,,,
5012,TBSJ.J,,,,
5013,TBSJ.J,,,,
5014,TBSJ.J,13.7719,1998-08-17T00:00:00Z,5000854298,
5015,TBSJ.J,7.8257,1998-08-17T00:00:00Z,4297902883,
5016,TBSJ.J,0.3117,1997-03-31T00:00:00Z,,
5017,TBSJ.J,0.1194,1998-03-31T00:00:00Z,,
5018,TBSJ.J,0.0324,1998-06-30T00:00:00Z,,
5019,TBSJ.J,0.0032,1998-12-31T00:00:00Z,,
5020,TBSJ.J,0.0,1998-03-31T00:00:00Z,4298409344,
5021,TBSJ.J,,,,
5022,TBSJ.J,,,,
5023,TBSJ.J,,,,
5024,TBSJ.J,,,,
5025,TBSJ.J,,,,
5026,TBSJ.J,,,,
5027,TBSJ.J,,,,
5028,TDHJ.J,0.02,2000-12-31T00:00:00Z,,South Africa
5029,TDHJ.J,0.0077,2000-12-31T00:00:00Z,4298409344,
5030,TDHJ.J,0.0015,2000-12-31T00:00:00Z,,
5031,TDHJ.J,,,,
5032,TDHJ.J,,,,
5033,TDHJ.J,,,,
5034,TDHJ.J,,,,
5035,TDHJ.J,,,,
5036,TDHJ.J,,,,
5037,CHEVRON.LG,,,,Nigeria
5038,THOMASW.LG,,,,Nigeria
5039,TKGJ.J,,,,South Africa
5040,TLMJ.J,,,,South Africa
5041,TMTJ.J,17.9995,1999-08-31T00:00:00Z,5000854298,South Africa
5042,TMTJ.J,1.8081,2000-12-31T00:00:00Z,,
5043,TMTJ.J,3.2368,1999-08-31T00:00:00Z,,
5044,TMTJ.J,2.381,1999-08-31T00:00:00Z,,
5045,TMTJ.J,1.9048,1999-08-31T00:00:00Z,,
5046,TMTJ.J,1.824,1999-08-31T00:00:00Z,,
5047,TMTJ.J,1.2381,1999-08-31T00:00:00Z,,
5048,TMTJ.J,0.1832,2000-09-30T00:00:00Z,,
5049,TMTJ.J,0.0104,2000-12-31T00:00:00Z,,
5050,TMTJ.J,0.0,1999-07-31T00:00:00Z,,
5051,TMTJ.J,0.0,1999-03-31T00:00:00Z,4297902883,
5052,TMTJ.J,0.0,2000-06-30T00:00:00Z,4298409344,
5053,TMTJ.J,0.0,1999-03-31T00:00:00Z,,
5054,TMTJ.J,17.9995,1999-08-31T00:00:00Z,5000854298,
5055,TMTJ.J,5.5619,1998-06-30T00:00:00Z,,
5056,TMTJ.J,3.2368,1999-08-31T00:00:00Z,,
5057,TMTJ.J,2.381,1999-08-31T00:00:00Z,,
5058,TMTJ.J,1.9048,1999-08-31T00:00:00Z,,
5059,TMTJ.J,1.824,1999-08-31T00:00:00Z,,
5060,TMTJ.J,1.2381,1999-08-31T00:00:00Z,,
5061,TMTJ.J,0.5857,1999-12-31T00:00:00Z,4298409344,
5062,TMTJ.J,0.0165,1999-12-31T00:00:00Z,,
5063,TMTJ.J,0.0,1999-07-31T00:00:00Z,,
5064,TMTJ.J,0.0,1999-03-31T00:00:00Z,4297902883,
5065,TMTJ.J,0.0,1999-03-31T00:00:00Z,,
5066,TMTJ.J,,,,
5067,TMTJ.J,41.184,1998-08-03T00:00:00Z,5000854298,
5068,TMTJ.J,12.4176,1998-08-03T00:00:00Z,4297902883,
5069,TMTJ.J,6.8857,1998-12-31T00:00:00Z,4298409344,
5070,TMTJ.J,5.5619,1998-06-30T00:00:00Z,,
5071,TMTJ.J,4.9504,1998-08-03T00:00:00Z,,
5072,TMTJ.J,4.7619,1998-12-31T00:00:00Z,,
5073,TMTJ.J,0.0,1998-12-31T00:00:00Z,,
5074,TMTJ.J,,,,
5075,TMTJ.J,,,,
5076,TMTJ.J,,,,
5077,TMTJ.J,,,,
5078,TMTJ.J,,,,
5079,TMTJ.J,,,,
5080,TONJ.J,24.7741,2000-10-31T00:00:00Z,5000854298,South Africa
5081,TONJ.J,1.1886,2000-10-31T00:00:00Z,4297902883,
5082,TONJ.J,1.1699,2000-10-31T00:00:00Z,4295889079,
5083,TONJ.J,0.964,2000-10-31T00:00:00Z,4297636693,
5084,TONJ.J,0.5896,2000-10-31T00:00:00Z,5000772465,
5085,TONJ.J,0.5384,2000-09-30T00:00:00Z,,
5086,TONJ.J,0.3177,2000-12-31T00:00:00Z,4298409344,
